label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175
0.03	north17_all	80	31936	15714	8946	5016	4669	2806	4635	2684	1982	1320	2352	1068	970	1112	1477	551	1312	481	404	492	668	419	599	369	258	360	467	178	244	155	176	178	164	296	154	119	96	101	169	129	92	43	48	65	58	71	101	102	75	31	122	40	28	57	51	25	29	39	20	18	25	16	23	64	15	40	16	16	15	12	18	25	14	6	10	6	6	4	7	9	7	6	5	7	3	5	4	11	3	4	9	2	7	8	5	9	3	7	0	1	2	0	4	3	2	1	0	3	1	0	4	0	3	1	0	0	0	4	1	0	0	6	7	1	3	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	18826	9314	5104	2506	2693	1361	2906	1476	1083	588	1502	544	485	645	903	254	812	233	181	292	401	245	349	193	126	206	306	77	128	76	90	85	91	205	71	69	42	53	110	80	52	20	20	33	30	42	57	78	37	17	95	21	15	37	43	15	16	18	10	8	14	7	12	36	8	21	7	8	11	5	13	11	7	2	4	2	3	2	6	4	5	1	1	4	1	2	3	9	1	2	5	1	1	6	2	7	2	6	0	1	2	0	1	0	0	1	0	1	1	0	3	0	3	1	0	0	0	3	1	0	0	6	7	1	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	31810	15719	8994	4918	4689	2813	4833	2637	1961	1361	2215	1071	941	1118	1426	515	1232	512	420	472	712	425	576	359	249	365	502	180	218	165	196	175	168	302	159	128	104	103	171	126	104	57	55	63	58	72	83	97	68	37	98	37	26	61	45	29	31	40	28	22	27	26	18	65	17	34	17	15	20	13	25	29	9	5	11	7	7	5	9	6	10	7	5	7	2	5	4	11	3	11	7	2	5	7	4	8	2	1	2	1	2	1	6	2	2	2	0	2	6	2	2	0	3	0	2	0	0	4	0	1	0	6	7	0	4	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	18707	9323	5152	2445	2670	1390	3013	1450	1051	632	1395	553	466	637	873	230	730	250	194	265	427	249	339	182	120	200	312	78	117	77	102	80	93	215	80	73	50	58	112	83	58	25	22	33	28	41	49	75	42	22	73	17	12	42	35	16	19	20	18	9	15	11	10	39	11	16	7	7	11	8	16	19	4	2	4	5	3	0	7	1	5	1	2	3	1	2	3	9	1	7	3	0	0	5	2	7	2	0	1	1	2	0	3	0	0	1	0	1	5	2	1	0	3	0	1	0	0	3	0	0	0	6	7	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	31508	15519	8934	4932	4845	2729	4786	2549	1959	1374	2264	1091	944	1137	1414	547	1213	529	429	481	680	422	576	346	233	348	485	182	231	179	166	201	163	259	150	118	110	112	171	123	95	70	63	65	60	68	93	86	71	39	93	37	28	63	36	35	35	45	31	29	22	28	19	73	15	45	14	13	23	13	29	25	12	6	17	9	6	7	7	6	9	10	4	8	3	4	4	13	5	11	6	2	2	3	3	7	0	1	2	0	3	12	5	1	2	2	0	2	8	2	3	0	3	0	2	0	0	2	0	1	0	8	0	0	2	1	0	0	0	0	1	1	1	0	1	0	0	4	0	0	0	0	0	0	4	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	18482	9174	5165	2486	2719	1352	2982	1421	1095	624	1363	564	472	678	843	243	710	254	187	268	403	249	347	168	99	208	278	86	136	89	82	99	84	172	82	61	55	58	107	82	49	28	30	33	29	33	56	65	44	21	62	19	12	40	21	19	18	21	17	13	12	13	14	43	11	30	5	6	11	12	18	21	5	4	9	6	3	1	5	1	3	1	1	2	1	2	1	10	2	6	3	0	0	0	1	6	0	0	1	0	2	11	2	0	0	1	0	1	7	2	2	0	3	0	1	0	0	1	0	0	0	7	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	31704	15631	8823	4884	4935	2667	4631	2525	1959	1349	2318	1101	935	1127	1486	545	1160	542	414	520	708	420	562	356	245	358	511	186	235	176	171	190	155	320	138	122	119	102	171	148	107	78	69	78	46	76	87	90	88	41	84	37	26	47	45	34	33	39	33	33	20	29	16	53	19	54	14	15	19	12	24	32	12	5	17	10	5	6	8	7	8	12	4	9	3	7	9	10	8	10	5	2	2	4	2	5	2	2	3	1	3	13	4	0	1	2	0	2	7	2	2	0	0	1	2	0	0	0	0	1	0	2	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	6	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	north20_active	80	18711	9257	5071	2439	2774	1338	2934	1434	1093	610	1388	557	455	655	911	228	682	256	179	291	407	247	339	181	106	219	287	88	145	92	84	95	81	229	77	61	58	51	112	102	65	30	31	45	24	30	52	55	53	21	54	19	13	31	22	17	16	23	19	16	9	11	11	41	10	37	6	7	6	9	15	27	7	4	9	8	1	1	4	2	2	6	1	2	1	6	5	8	2	5	5	0	0	0	2	5	2	1	1	0	1	11	2	0	0	1	0	2	6	2	2	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south21_all	80	36870	15910	11844	5526	4840	3186	2967	1922	2656	1864	1568	2349	1493	820	1191	659	786	609	827	732	856	352	735	400	239	295	408	189	266	148	168	205	135	156	316	120	269	101	89	120	89	138	94	117	53	78	83	70	41	52	49	67	52	32	29	18	38	31	34	16	35	33	32	19	21	7	11	15	21	14	11	10	6	15	10	8	20	6	3	7	7	10	11	4	5	13	10	4	2	6	4	4	2	3	7	1	0	2	0	3	1	3	0	0	1	0	2	1	1	1	0	0	0	1	2	1	2	1	0	1	0	2	0	2	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	22513	9371	7382	3007	2811	1701	1640	980	1574	1071	837	1569	918	385	718	353	443	319	520	449	527	176	444	212	127	161	239	89	145	61	89	137	69	85	200	56	186	50	44	64	45	90	53	76	22	38	54	38	16	29	35	44	18	11	21	10	20	24	18	4	18	19	25	14	12	4	4	5	10	6	6	3	4	10	4	6	17	1	0	3	4	3	9	2	2	9	9	1	1	2	2	4	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	36702	15850	11904	5527	4877	3186	2992	1950	2604	1814	1645	2407	1434	823	1164	631	797	635	818	767	850	324	749	371	254	290	395	201	284	150	159	241	115	150	279	107	232	98	82	117	116	145	103	127	53	64	90	70	40	49	99	65	42	29	31	23	38	29	41	14	33	36	33	18	21	7	11	13	23	15	12	8	8	16	11	13	25	6	10	6	7	7	9	2	5	19	8	6	3	7	4	5	4	6	5	1	0	2	0	2	2	6	2	0	1	0	1	1	2	1	0	0	0	1	1	0	1	0	0	2	0	2	2	2	1	0	0	1	0	0	0	0	0	3	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0
0.03	south22_active	80	22362	9390	7447	2967	2844	1742	1625	993	1497	1034	916	1572	867	403	695	323	451	333	513	499	533	162	464	197	118	170	247	87	155	61	81	157	60	74	175	49	155	43	37	57	63	86	61	79	20	28	56	31	15	26	67	36	12	10	18	14	24	21	24	5	14	17	25	10	15	2	4	6	8	7	5	3	4	10	6	4	22	3	7	4	4	2	7	1	1	15	8	1	1	3	2	4	3	1	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	2	0	0	2	2	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0
0.03	south23_all	80	35933	15567	11575	5503	4733	3116	2934	1861	2474	1769	1557	2394	1362	781	1093	632	807	633	857	771	851	325	819	370	253	273	401	191	288	159	143	242	113	156	275	95	188	95	86	116	113	131	96	99	48	83	95	62	32	50	107	60	42	30	35	21	44	30	36	11	28	29	25	17	25	16	14	13	20	16	11	5	9	10	8	11	13	8	14	3	7	9	25	3	4	17	10	4	4	7	6	5	4	5	6	2	1	2	0	1	2	5	2	1	2	0	1	3	2	1	1	1	0	2	0	1	6	1	0	4	0	2	2	2	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0
0.03	south23_active	80	21764	9263	7242	2918	2706	1634	1570	936	1452	995	848	1504	822	386	634	317	441	329	546	497	508	179	520	203	109	166	276	76	171	66	67	152	53	77	172	45	117	35	42	64	63	70	56	70	20	47	65	28	14	23	78	33	14	12	20	14	29	19	20	6	11	11	19	8	14	6	7	5	9	9	5	3	4	7	4	2	9	4	10	2	5	2	9	2	1	13	9	1	2	4	5	2	3	1	1	1	0	1	0	0	1	1	1	1	0	0	0	2	0	1	1	1	0	2	0	0	5	0	0	4	0	1	2	2	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0
0.03	south24_all	80	34629	15038	11207	5374	4529	3043	2883	1840	2361	1718	1494	2321	1299	788	1028	630	791	608	815	731	777	332	778	358	275	270	351	191	274	159	146	239	113	141	234	87	187	93	76	107	100	133	84	96	50	79	105	68	29	49	108	65	32	26	34	26	40	32	41	17	30	22	28	18	25	21	15	11	18	13	14	12	11	9	6	17	11	9	15	5	8	5	23	4	5	16	7	5	6	3	5	5	2	6	3	2	2	2	0	2	2	4	3	2	2	0	0	3	2	1	2	1	0	2	1	1	5	3	0	3	0	1	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south24_active	80	20864	8923	6869	2839	2530	1572	1559	905	1399	947	819	1417	780	393	572	313	418	319	513	450	462	186	483	204	115	161	236	77	158	66	67	132	45	70	134	40	111	35	36	61	56	76	45	66	24	49	63	33	13	16	80	30	12	16	18	15	27	19	22	7	15	8	21	9	14	11	10	5	10	6	6	9	5	6	3	6	7	4	10	3	5	0	5	2	1	13	6	2	1	2	4	2	2	2	0	1	0	1	0	0	1	1	2	2	0	0	0	2	0	1	1	1	0	2	0	0	5	2	0	3	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_all	80	33549	14412	10883	5191	4315	2973	2827	1775	2216	1713	1401	2195	1285	802	977	650	781	578	750	640	715	338	724	349	260	257	408	164	262	150	155	217	114	134	210	97	168	91	81	103	90	116	81	78	55	86	98	60	34	53	79	58	25	29	32	24	38	37	23	23	21	14	20	20	23	18	13	10	19	13	11	11	15	11	8	19	10	7	7	6	10	3	23	6	3	2	2	4	7	1	6	5	2	9	2	5	3	2	1	2	2	2	2	2	2	0	2	4	2	0	2	2	0	2	1	1	5	3	0	3	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south25_active	80	20033	8495	6590	2745	2339	1525	1560	868	1292	937	746	1337	789	384	560	325	417	307	464	373	407	186	455	194	110	155	286	68	152	68	71	109	45	65	110	41	93	35	40	60	41	71	44	52	32	59	69	31	14	19	60	28	13	16	17	11	20	25	10	12	11	6	13	11	13	12	10	5	12	7	4	8	8	5	3	9	6	1	3	3	3	1	4	1	1	0	1	1	1	1	4	2	2	3	0	3	1	1	0	0	1	1	1	2	0	0	0	3	0	0	1	2	0	2	0	0	5	2	0	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	33796	14550	10925	5164	4322	2882	2898	1844	2233	1715	1354	2142	1381	819	965	627	748	577	671	705	774	338	717	349	240	267	356	176	241	149	156	228	115	131	210	106	189	82	83	92	77	130	75	85	55	95	99	58	44	49	72	44	35	25	31	23	36	46	28	23	22	17	21	16	15	18	10	10	14	10	10	11	15	11	10	17	8	8	7	8	10	4	6	4	5	1	0	4	6	2	5	3	0	8	3	5	4	1	2	2	3	2	4	3	2	3	2	1	3	0	1	3	0	0	2	3	0	3	1	0	0	0	2	1	0	0	0	0	0	1	1	0	0	1	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south26_active	80	20339	8630	6546	2741	2316	1494	1625	926	1317	968	735	1253	845	382	566	328	415	304	380	435	437	176	443	200	104	157	239	70	132	64	69	123	41	65	110	44	108	33	39	55	38	83	39	55	30	64	57	33	19	20	52	19	16	12	15	10	11	31	13	13	11	7	11	8	7	12	5	6	7	6	3	8	8	3	4	8	5	1	2	3	2	1	1	0	2	0	0	1	0	1	3	2	0	3	1	3	2	0	0	0	1	2	3	2	0	1	0	1	0	0	0	3	0	0	1	1	0	3	1	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	35410	15098	11617	5400	4535	3056	3038	1916	2308	1844	1432	2194	1373	835	1034	639	774	611	638	680	789	329	676	364	247	271	396	178	248	159	162	223	122	143	221	118	185	85	78	96	107	125	78	93	56	87	103	61	47	54	80	51	38	26	31	22	26	62	35	27	28	22	14	14	21	10	10	12	18	10	11	7	17	10	14	21	10	7	6	10	9	3	4	5	3	2	0	4	6	2	5	3	0	9	2	4	3	2	4	2	4	2	3	1	2	3	3	1	5	2	0	2	0	0	7	4	0	1	2	0	0	0	2	1	0	0	0	0	0	1	2	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south27_active	80	21489	8949	7046	2881	2559	1627	1700	986	1362	1081	792	1317	873	404	609	355	433	329	356	407	448	166	447	207	105	146	248	81	138	75	78	134	47	76	130	53	107	35	33	51	59	74	46	51	34	53	59	34	19	30	54	20	20	11	10	12	6	36	20	19	12	12	6	7	13	5	4	7	9	8	3	4	8	4	7	12	4	1	2	6	1	2	2	1	1	0	0	2	0	0	2	3	0	4	1	2	2	0	1	1	1	2	2	0	0	1	1	1	2	1	0	2	0	0	6	1	0	1	2	0	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	37133	15817	12124	5579	4662	3111	3079	1950	2394	1878	1485	2287	1459	821	1050	651	811	593	648	724	825	361	798	374	262	284	358	209	265	159	179	259	133	146	243	112	193	99	86	85	107	132	86	116	54	113	103	78	44	60	74	49	41	25	33	26	27	73	62	20	31	28	13	13	20	11	14	13	23	10	13	7	20	10	12	13	15	9	7	11	7	7	5	2	6	5	3	4	2	2	7	1	3	5	3	2	2	3	4	1	4	2	3	7	1	4	2	0	4	3	0	2	0	0	6	4	0	1	2	1	0	1	2	1	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	22763	9459	7401	2946	2672	1655	1744	992	1441	1091	849	1351	909	404	636	360	451	314	351	443	488	182	523	233	113	143	221	101	143	74	82	146	53	76	146	46	118	49	38	49	65	70	44	67	30	63	52	47	17	33	48	25	23	9	15	15	9	41	45	14	14	17	7	4	14	3	5	7	10	7	5	6	9	5	6	7	6	3	3	8	1	3	4	1	3	2	2	2	0	0	4	1	2	2	1	1	1	1	2	1	1	1	2	6	0	2	1	0	2	1	0	2	0	0	6	1	0	1	2	0	0	0	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	37535	15999	12255	5569	4611	3155	3042	2028	2440	1867	1504	2365	1459	804	1050	663	805	599	699	734	844	358	765	380	265	293	331	197	252	170	189	260	144	152	226	121	178	86	85	96	106	144	93	127	49	107	92	80	41	63	62	73	41	30	31	27	36	68	66	21	27	35	19	10	22	18	16	13	23	9	13	11	20	9	13	11	12	10	8	7	4	8	5	3	3	9	7	4	2	1	7	2	3	3	3	3	1	3	7	2	7	2	2	6	1	3	1	4	2	4	0	0	0	0	5	4	1	0	1	1	1	1	0	0	2	1	0	1	0	1	4	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	23034	9578	7539	2966	2693	1659	1692	1009	1479	1075	843	1425	897	411	623	348	448	300	392	435	532	185	502	236	113	146	171	96	130	81	96	141	60	79	139	56	110	41	37	50	61	65	59	73	28	62	47	50	14	37	43	39	23	14	15	14	21	39	49	12	10	27	7	3	17	13	7	6	12	5	4	9	10	7	9	7	4	3	3	6	2	5	5	1	2	2	4	4	0	0	5	2	2	1	0	1	0	1	6	1	3	1	2	6	0	2	1	2	2	2	0	0	0	0	5	1	0	0	1	0	0	0	0	0	2	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	37632	15978	12116	5602	4594	3138	3018	1991	2482	1809	1486	2534	1455	842	1068	683	772	610	770	706	810	366	731	376	269	299	352	192	248	164	210	289	141	139	207	137	170	95	86	105	99	144	84	124	48	87	68	86	39	65	79	70	40	28	33	38	39	46	64	19	26	32	22	15	21	17	13	13	21	10	15	10	15	13	13	5	18	11	5	10	6	8	7	4	6	14	9	6	3	0	6	2	5	3	3	4	1	2	7	3	5	1	1	6	2	3	1	4	0	3	0	0	0	2	5	2	1	0	1	1	1	1	0	0	3	1	0	1	0	1	3	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	23104	9492	7446	3026	2697	1627	1727	988	1443	1020	851	1523	867	422	635	343	452	309	454	414	509	185	473	236	118	152	199	92	128	77	111	174	58	67	128	70	114	49	37	48	49	77	53	69	26	54	32	56	14	39	61	42	21	13	18	18	28	28	48	11	14	18	9	5	17	13	6	7	10	5	5	8	8	7	9	1	8	4	1	8	1	5	5	2	4	4	5	5	0	0	4	1	3	1	0	1	0	1	7	2	2	0	1	6	0	2	1	2	0	1	0	0	0	0	5	1	0	0	1	0	0	0	0	0	3	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	37356	15841	12147	5572	4880	3122	2971	1940	2584	1842	1505	2643	1441	812	1110	646	817	671	723	729	789	335	681	361	219	282	362	216	276	153	184	260	153	160	286	109	208	91	95	114	91	132	85	124	51	66	106	56	34	54	55	71	37	34	32	27	36	39	46	19	29	28	18	16	24	18	14	11	14	12	13	8	11	9	13	8	19	4	3	7	7	4	2	8	4	5	3	2	17	2	6	3	3	4	2	2	5	1	5	5	2	0	2	1	2	2	0	2	1	2	2	1	1	4	0	0	0	0	0	11	3	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0
0.03	south31_active	80	22897	9463	7570	3048	2705	1656	1666	916	1548	1055	835	1615	826	397	659	340	462	393	431	437	491	178	436	195	99	148	218	101	168	70	71	146	61	89	187	58	105	46	43	69	61	81	50	72	22	35	62	30	12	32	36	37	19	20	19	12	21	16	28	8	18	17	10	5	15	10	8	6	2	1	5	6	5	5	5	6	3	1	3	5	3	2	2	6	2	4	1	1	15	0	3	2	1	1	2	1	1	0	3	3	1	0	1	0	2	0	0	1	0	0	1	0	0	3	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
0.03	south32_all	80	37611	16009	12092	5557	5001	3084	2965	1983	2608	1943	1494	2513	1428	834	1060	633	764	650	720	722	832	340	745	346	234	275	411	225	256	161	180	255	135	153	242	109	195	86	93	144	81	120	91	113	57	86	110	57	33	58	60	80	36	35	35	29	40	54	46	15	31	22	25	14	16	26	15	10	12	12	13	10	6	10	12	8	15	10	5	10	8	4	0	8	6	17	3	2	20	2	4	7	3	4	3	4	3	1	6	1	0	0	2	0	3	2	1	3	0	2	2	0	1	3	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
0.03	south32_active	80	23131	9544	7482	3071	2842	1604	1720	981	1538	1090	818	1612	805	425	622	315	438	378	427	426	528	179	461	183	106	144	228	88	145	69	81	132	54	82	155	53	104	40	42	94	52	70	46	69	23	46	64	33	10	36	39	37	19	19	17	14	19	27	26	7	18	15	14	4	9	16	8	5	3	4	4	6	3	6	7	7	4	6	4	6	4	1	0	4	4	9	1	0	17	0	0	6	2	1	2	1	1	0	4	0	0	0	1	0	3	0	1	1	0	1	1	0	0	3	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south33_all	80	37017	15711	11882	5531	4857	3120	2890	2002	2480	1879	1487	2381	1357	810	1011	649	768	608	695	774	824	329	695	358	249	268	386	212	241	168	159	227	120	146	207	113	191	84	84	130	81	111	104	112	50	105	93	59	39	54	71	73	38	31	29	30	39	65	42	18	30	21	20	16	17	26	12	15	15	15	12	12	7	12	11	11	13	10	6	13	5	2	0	9	4	25	2	3	15	5	4	8	4	7	3	5	3	0	3	6	2	0	1	0	3	1	1	3	1	2	2	1	1	4	0	0	1	0	1	11	3	0	0	3	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south33_active	80	22658	9284	7370	3027	2777	1646	1639	1015	1428	1019	843	1568	786	414	599	314	436	329	399	477	535	174	413	197	115	141	207	90	137	73	76	101	51	73	128	59	111	37	36	87	53	61	57	71	20	69	56	39	12	36	50	30	17	16	11	16	20	40	25	10	16	11	12	9	9	14	6	6	5	6	5	7	3	6	7	8	3	6	2	7	2	1	0	7	2	15	0	0	13	1	0	7	2	4	2	2	0	0	3	3	1	0	0	0	3	0	1	1	0	1	1	1	0	3	0	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
