label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130
0.03	south23_active	80	3655	4745	1834	1029	768	882	147	515	274	74	104	71	330	151	62	46	32	34	18	63	55	98	114	26	29	21	12	39	72	9	21	48	17	38	3	6	37	20	8	3	36	5	4	3	20	4	7	3	4	8	6	8	15	3	7	2	4	2	3	3	3	3	5	3	0	3	1	0	1	0	1	0	1	0	0	0	8	8	3	0	0	0	0	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south24_all	80	6288	5062	2343	1561	1139	1111	523	692	469	299	350	248	385	245	171	144	131	114	112	127	104	128	126	68	65	72	54	59	60	40	48	72	35	53	20	24	37	29	16	16	27	15	11	14	35	16	17	8	13	15	11	14	9	8	6	7	9	6	6	4	1	5	3	2	3	3	1	1	6	2	3	4	1	0	3	1	2	8	2	1	1	1	1	1	1	1	7	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	3318	3976	1565	925	678	783	142	454	255	73	121	64	279	126	53	44	31	26	23	67	48	79	85	18	30	24	14	40	50	14	21	45	15	42	4	7	31	17	6	6	19	5	4	2	32	5	3	3	3	7	7	6	8	5	5	1	4	2	2	1	1	4	1	0	1	2	0	0	2	0	2	0	1	0	0	0	1	8	1	0	1	0	0	0	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	6530	5355	2434	1628	1158	1099	542	744	514	317	340	255	376	209	160	154	128	117	116	133	95	112	141	64	63	63	50	54	77	34	48	70	32	52	17	21	38	30	17	18	24	20	12	14	38	10	12	7	14	17	6	13	12	9	7	7	10	10	7	2	0	7	7	3	2	1	0	3	4	1	3	4	3	0	1	1	1	8	1	1	3	1	1	1	1	1	8	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	3592	4342	1666	1010	707	798	150	511	308	76	121	64	282	102	47	55	31	26	33	79	42	73	100	16	32	21	16	35	66	13	22	47	9	44	5	7	30	19	6	5	16	5	6	2	35	3	2	2	4	8	5	7	9	6	7	1	4	6	2	0	0	3	5	1	1	0	0	2	3	0	2	0	2	0	0	0	1	8	0	0	1	0	1	0	1	0	6	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	6670	5488	2546	1657	1208	1153	567	773	542	353	331	256	400	225	178	160	115	107	124	141	88	129	167	67	66	65	46	54	109	30	47	67	31	49	22	16	40	33	19	21	23	16	12	14	34	6	12	8	16	13	9	11	13	8	10	7	8	8	3	2	0	6	5	2	4	1	0	2	4	1	2	3	5	0	1	0	0	1	0	2	3	0	1	2	2	1	1	4	1	0	0	1	1	2	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	3731	4493	1772	1048	746	870	150	552	330	79	129	64	297	111	54	67	25	26	36	87	41	76	127	15	33	23	13	41	95	16	22	48	8	44	8	7	32	21	7	7	16	5	6	1	29	2	4	3	4	6	8	8	9	5	9	2	4	6	0	0	0	2	4	1	4	0	0	2	2	0	2	0	4	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	6624	5118	2383	1560	1181	1058	603	765	533	365	315	268	361	212	185	159	122	111	119	137	87	126	161	74	61	57	54	63	104	28	40	45	31	45	24	25	46	32	21	19	20	16	14	8	28	4	11	7	14	12	7	14	11	7	10	11	8	11	2	2	1	4	6	2	4	1	1	3	4	1	0	3	5	0	2	0	2	1	1	1	3	0	1	2	2	0	1	3	1	0	0	1	1	2	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	3492	4049	1607	959	694	766	142	524	313	83	108	75	249	102	47	59	25	28	35	83	41	75	119	14	25	18	14	41	85	11	15	30	7	40	8	12	35	21	7	6	13	2	7	1	24	2	4	3	5	4	5	10	7	4	7	3	4	6	0	1	1	0	4	2	4	0	0	2	2	0	0	0	4	0	0	0	2	0	0	0	1	0	1	0	0	0	1	1	1	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	6521	4718	2250	1479	1124	1014	597	727	511	380	315	267	349	215	187	157	135	106	104	125	87	146	145	73	67	62	44	56	87	36	34	45	33	39	20	29	46	30	29	17	15	14	13	7	27	5	11	6	11	9	6	12	8	3	14	8	6	5	3	2	4	2	5	2	4	0	1	1	1	0	0	3	9	1	1	1	2	4	2	1	3	0	0	3	2	0	1	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south28_active	80	3252	3567	1435	892	621	699	139	490	286	94	101	77	237	108	44	55	34	34	28	69	36	92	106	15	31	19	13	32	66	15	12	33	10	34	6	12	33	20	13	7	10	3	6	2	23	2	6	2	3	4	4	8	3	1	11	3	4	1	0	1	3	0	4	2	3	0	0	0	0	0	0	0	9	0	0	0	2	3	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	6442	4623	2218	1410	1088	1021	619	706	491	383	321	261	349	227	183	161	143	112	111	111	90	139	134	71	66	58	52	69	66	44	36	37	35	38	28	33	40	22	21	15	27	13	13	9	26	7	11	6	10	8	4	8	8	4	15	8	5	5	2	1	4	0	3	2	1	4	1	1	1	0	0	2	8	2	1	1	7	5	4	0	4	0	0	4	0	1	3	0	0	0	0	0	0	3	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south29_active	80	3151	3469	1409	848	610	705	138	464	266	101	94	82	235	119	41	53	38	42	29	68	32	92	99	17	26	17	19	42	43	18	13	26	13	31	7	13	29	17	11	5	24	1	4	2	21	2	5	1	3	3	1	4	3	0	12	2	2	0	0	1	3	0	1	2	0	0	0	0	0	0	0	0	8	0	0	0	7	4	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	6627	5307	2478	1639	1175	1210	619	771	527	397	311	257	386	242	191	161	154	115	115	115	100	133	179	63	62	62	51	69	81	49	36	43	32	82	26	29	36	35	24	17	33	15	9	11	23	10	10	11	10	12	2	7	9	6	17	6	4	3	5	1	3	0	3	6	1	6	2	0	1	1	0	2	5	3	1	1	5	16	4	0	6	0	0	3	0	2	3	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south30_active	80	3509	4225	1707	1061	711	910	165	539	314	111	102	72	271	130	55	60	47	37	28	74	46	94	152	19	20	22	17	48	63	19	18	34	12	75	5	9	24	28	12	6	30	3	3	2	18	1	4	1	4	5	0	5	6	1	13	3	3	0	1	0	2	0	1	2	0	1	1	0	1	0	0	0	5	0	1	0	5	16	1	0	2	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	7574	8000	3420	2092	1464	1561	580	921	686	299	291	249	475	312	182	153	133	118	121	153	111	177	208	63	72	64	55	85	170	58	46	71	20	126	22	21	106	45	32	19	59	22	14	14	63	10	10	18	9	9	4	22	10	3	7	3	8	5	5	4	4	1	2	4	5	4	5	2	2	0	1	2	17	2	1	2	2	2	1	1	1	1	0	0	1	1	2	0	0	0	0	0	1	3	0	0	0	0	2	3	1	1	0	6	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south31_active	80	4860	7154	2749	1603	1059	1309	225	712	502	97	130	65	393	214	89	65	50	32	36	105	63	141	182	25	38	11	13	74	156	11	31	60	7	115	10	6	104	34	21	5	55	6	8	8	58	2	2	4	2	8	2	21	8	1	6	0	6	1	2	2	4	0	0	2	4	1	2	0	2	0	0	1	16	1	1	2	2	2	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	3	0	0	0	0	2	1	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	7396	7439	3144	2024	1387	1458	579	885	673	305	286	263	447	297	189	152	144	112	119	130	105	175	196	76	79	54	61	76	144	64	50	82	25	84	25	26	85	42	26	17	59	17	18	12	42	9	8	18	8	10	4	23	13	5	10	4	6	9	5	2	3	1	6	2	6	4	4	3	1	0	1	2	9	2	1	2	5	2	1	2	1	3	1	0	1	1	2	0	0	0	1	0	1	1	0	0	0	0	1	3	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south32_active	80	4597	6543	2445	1505	976	1191	196	696	471	85	116	68	366	185	90	56	49	30	32	88	55	140	171	31	36	12	14	61	132	12	32	70	5	76	9	4	79	32	16	3	56	4	10	7	38	3	1	3	2	7	3	20	11	1	10	0	4	4	1	1	3	0	1	0	5	1	2	1	1	0	0	1	8	1	1	2	5	2	0	0	1	1	0	0	1	0	2	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	7074	6674	2937	1901	1318	1367	560	822	637	305	280	269	440	278	167	146	155	127	102	124	110	167	185	65	68	52	56	71	132	55	40	63	22	80	26	26	80	48	26	20	50	18	16	8	38	15	7	14	8	10	4	26	8	7	13	6	7	7	3	3	1	1	9	2	4	4	3	3	4	0	1	1	9	2	0	3	4	1	1	1	1	4	1	0	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south33_active	80	4254	5692	2234	1358	898	1102	185	617	443	90	105	76	352	172	73	48	49	33	29	82	63	125	161	21	29	13	18	47	115	12	25	52	6	71	7	6	70	38	15	2	46	5	11	3	35	6	0	3	0	7	3	21	7	1	11	1	4	3	1	2	0	0	3	0	3	1	1	1	3	0	0	0	8	1	0	3	4	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	6896	5885	2681	1736	1276	1215	589	780	588	306	297	268	395	269	150	145	159	114	105	125	111	145	182	67	58	47	64	69	90	55	39	49	24	75	27	22	59	42	22	21	21	12	15	10	25	14	7	10	9	10	5	18	10	10	12	5	5	8	3	3	2	1	9	2	5	0	3	2	5	0	1	1	8	2	0	1	3	4	1	1	0	3	1	1	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	3963	4893	1981	1185	845	945	192	571	392	85	108	71	285	177	60	49	36	27	32	75	64	99	155	26	19	11	19	41	78	13	22	35	7	70	5	6	48	30	14	5	16	6	8	4	21	6	1	3	0	7	4	14	9	1	10	2	2	4	1	3	0	0	3	1	4	0	1	1	4	0	0	0	8	0	0	1	3	4	0	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	6593	5419	2561	1644	1177	1164	587	725	536	307	307	280	396	262	160	159	161	103	109	129	117	124	173	61	44	50	60	65	90	48	33	42	25	69	25	23	55	39	20	22	24	8	15	18	32	19	7	11	11	8	6	8	7	13	17	5	2	5	2	2	3	2	6	2	6	1	3	2	4	0	1	1	1	2	1	2	2	4	1	0	0	3	1	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	3696	4416	1856	1086	752	897	189	521	347	77	111	76	284	160	58	50	36	25	25	76	67	85	146	21	13	12	21	41	79	13	15	31	10	59	4	5	45	24	11	5	16	3	8	6	29	7	2	3	0	6	2	4	7	4	13	2	0	2	2	2	0	0	3	1	4	0	1	0	3	0	0	0	1	0	1	2	2	4	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	6351	5245	2543	1604	1167	1176	588	745	544	326	309	277	381	248	169	152	139	113	116	118	120	118	162	67	45	53	62	68	103	51	38	43	28	54	19	25	40	33	23	20	27	9	18	16	36	14	10	10	11	5	8	8	8	11	16	4	2	5	3	2	3	3	4	2	5	3	3	2	4	0	0	1	1	1	1	3	1	5	0	0	0	1	0	1	3	2	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	3493	4267	1776	1029	722	873	185	550	332	87	116	61	263	157	63	49	26	27	30	66	72	82	137	19	19	12	22	45	89	11	17	24	12	43	2	7	34	14	11	5	18	3	11	6	32	6	2	3	1	3	1	4	8	3	13	2	0	3	2	2	0	0	0	1	3	2	1	0	3	0	0	0	1	0	1	2	0	4	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	6119	4909	2488	1551	1129	1128	589	686	504	340	328	270	376	240	194	157	131	130	122	119	117	115	154	69	54	59	60	74	98	52	34	42	30	53	20	27	29	35	23	18	31	11	17	16	37	15	12	8	9	8	8	10	8	11	16	4	1	6	3	1	5	3	3	3	2	3	3	3	0	2	0	0	1	0	1	3	3	5	0	0	0	1	0	0	4	2	2	1	1	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	3224	3817	1659	954	660	797	167	492	281	84	112	57	264	139	67	43	26	32	30	63	63	68	123	18	21	14	21	51	83	14	16	26	10	41	5	5	23	16	8	2	21	3	10	5	34	5	2	3	1	1	0	5	8	3	12	0	0	4	1	1	1	0	2	1	1	2	1	1	0	0	0	0	1	0	1	1	1	4	0	0	0	0	0	0	1	1	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	6123	4570	2361	1449	1095	1032	568	652	503	346	310	260	342	234	190	163	137	135	125	105	105	117	120	70	61	66	51	74	79	48	36	40	29	40	22	28	32	30	23	13	30	13	17	13	23	12	12	5	11	9	8	10	10	5	21	5	1	4	3	1	6	2	4	2	1	2	4	1	0	5	0	2	3	1	1	3	3	2	0	1	1	1	0	0	5	1	0	1	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	3003	3397	1542	853	604	670	142	436	269	77	96	64	234	132	63	44	28	33	44	53	57	73	90	17	19	20	17	44	59	11	15	22	9	33	3	7	24	16	9	1	25	4	8	2	20	4	2	2	3	2	1	4	6	2	16	0	0	2	0	1	2	0	2	0	1	2	2	1	0	0	0	1	3	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	6077	4446	2389	1406	1094	1013	568	648	480	361	299	218	335	222	194	146	144	132	125	103	104	110	127	71	64	74	48	72	89	43	39	41	25	41	31	21	34	29	17	10	25	17	20	15	21	10	12	3	7	10	7	12	10	6	15	5	0	3	3	2	7	1	5	2	6	1	3	1	0	5	0	2	5	2	0	6	2	2	0	1	2	0	0	0	3	0	2	2	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	2900	3289	1577	839	604	614	129	426	260	87	91	58	238	112	60	36	28	35	46	51	48	66	99	21	21	20	12	43	67	8	21	22	8	34	7	5	24	16	8	3	17	5	9	4	19	3	2	0	2	3	1	5	6	0	12	0	0	1	1	1	2	0	2	0	1	1	1	1	0	0	0	1	5	0	0	2	1	2	0	0	0	0	0	0	1	0	2	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	6376	4933	2489	1472	1148	1054	551	747	459	368	310	222	365	254	195	163	147	119	137	132	99	116	139	68	63	75	47	68	83	39	40	40	26	57	35	21	34	26	16	13	20	19	18	12	16	11	9	6	7	8	4	11	15	8	14	4	2	5	4	2	4	1	4	1	7	0	2	0	0	5	0	2	6	2	0	5	2	2	0	3	2	0	1	0	2	0	4	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	3209	3862	1736	932	642	690	130	513	260	104	94	63	280	128	62	46	28	28	43	64	52	73	112	17	20	19	13	38	63	9	19	22	10	50	7	5	24	19	10	6	14	5	6	3	14	3	3	2	2	4	2	5	10	0	13	0	1	2	1	1	1	0	1	0	2	0	1	0	0	1	0	1	5	0	0	2	1	2	0	1	0	0	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
