label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110
0.03	south28_all	80	7987	1704	1012	1770	827	888	380	524	271	231	154	214	134	129	105	225	93	114	59	159	50	60	39	113	38	26	66	30	57	69	39	21	17	22	25	22	11	39	27	10	9	5	10	8	10	3	7	3	13	7	5	6	4	11	2	2	7	1	1	1	3	4	0	0	0	0	4	3	4	3	0	1	3	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	south28_active	80	5068	832	465	1124	482	577	190	329	127	123	76	126	58	57	45	137	59	72	32	103	17	33	18	82	25	13	36	10	34	54	22	12	11	15	18	11	7	27	11	5	3	3	8	4	3	0	3	3	8	4	1	2	2	5	2	1	5	1	1	0	0	2	0	0	0	0	2	1	2	1	0	1	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
0.03	south29_all	80	7937	1667	1002	1828	842	883	367	502	269	234	170	196	141	117	106	215	106	117	67	186	61	79	46	91	41	36	67	29	53	63	36	15	17	23	28	18	16	35	36	10	11	4	12	5	11	3	7	3	8	6	9	4	7	6	1	1	7	2	2	1	4	3	0	0	0	0	3	2	4	3	0	1	3	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	5012	824	481	1142	482	573	189	321	126	113	76	103	65	53	43	127	68	76	35	127	24	46	20	69	27	24	40	12	32	52	21	8	11	18	18	6	8	23	12	5	5	1	9	4	4	0	3	2	5	5	3	2	4	5	1	1	6	1	2	0	1	2	0	0	0	0	2	1	2	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	8039	1677	1017	1792	847	884	374	537	276	232	179	203	142	107	111	191	122	119	68	166	61	102	61	88	43	38	63	24	49	54	36	11	23	28	27	12	15	32	31	10	9	3	8	5	9	3	9	8	13	6	9	3	5	2	1	1	4	1	2	2	3	1	0	1	1	0	3	2	4	1	0	1	2	1	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	4959	808	488	1160	488	572	191	331	140	120	78	107	69	53	43	110	76	76	38	112	28	63	28	61	25	26	39	11	27	47	23	7	12	22	15	7	8	21	5	4	6	1	4	4	3	0	5	5	8	5	3	1	3	1	1	1	3	0	2	0	1	0	0	1	0	0	2	1	2	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	7903	1646	1041	1788	787	865	369	491	228	209	175	217	145	126	75	203	140	100	81	184	56	84	45	88	54	35	59	31	85	33	23	25	20	23	31	18	16	46	25	14	1	5	7	5	4	3	10	4	13	8	1	2	6	10	0	1	9	3	6	3	1	1	0	4	0	1	5	0	1	2	4	0	2	0	1	0	0	0	5	1	0	0	2	1	0	1	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	5010	772	504	1170	472	542	154	280	105	102	73	130	67	61	32	134	81	52	41	142	26	39	22	69	34	15	40	20	70	19	13	11	11	12	22	10	9	35	19	6	0	2	6	1	0	2	8	3	11	7	1	1	3	9	0	1	1	2	3	2	0	1	0	4	0	1	2	0	0	0	2	0	1	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	8085	1656	1028	1896	801	902	363	507	242	223	163	220	149	117	76	198	124	106	93	182	58	83	46	92	54	34	65	28	87	53	25	24	18	20	26	19	14	44	32	11	2	4	6	5	8	4	6	8	15	7	2	4	5	9	1	1	8	2	7	2	0	0	0	0	0	1	1	1	0	3	1	0	3	0	1	0	0	0	4	1	0	0	3	1	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	5186	772	513	1244	484	575	164	303	114	113	75	133	77	51	33	120	74	60	47	131	30	44	26	62	33	18	44	17	74	36	15	11	9	10	17	12	8	33	25	3	0	2	5	1	4	3	4	5	12	6	2	1	2	9	0	1	1	2	3	2	0	0	0	0	0	1	0	0	0	1	0	0	2	0	1	0	0	0	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	8115	1653	1038	1832	838	911	350	517	227	239	170	204	151	121	77	209	109	101	88	161	52	85	47	92	48	29	78	30	75	50	22	23	18	19	33	16	14	32	31	6	4	5	4	7	10	3	6	12	5	3	3	8	4	9	2	0	12	3	8	1	0	1	1	9	1	0	0	1	0	2	1	0	1	1	1	0	0	0	4	1	0	0	3	1	0	2	0	0	0	0	0	0	0	0	1	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	5232	787	513	1174	503	568	161	315	98	134	77	114	83	60	34	119	64	60	44	117	28	50	27	56	28	15	56	16	63	33	13	12	10	11	21	12	10	21	22	2	2	3	4	1	4	2	4	8	4	2	2	3	2	9	1	0	4	2	4	1	0	0	1	2	1	0	0	0	0	1	0	0	1	0	1	0	0	0	3	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	8199	1679	1017	1831	850	938	355	524	234	255	164	176	149	120	85	198	104	103	80	177	57	83	52	109	50	29	87	29	74	59	25	21	22	17	25	14	16	31	35	6	6	7	4	7	15	3	1	12	8	5	4	9	10	7	4	1	8	2	11	3	0	2	2	11	1	0	0	2	0	1	0	1	2	1	1	0	0	0	0	1	1	0	2	0	0	3	0	0	0	0	1	0	0	0	0	0	3	2	0	2	0	2	0	0	0	0	1	0	0	0	0
0.03	south34_active	80	5350	798	491	1174	505	616	175	319	109	140	74	92	83	66	40	111	57	66	45	125	33	52	26	68	28	15	64	18	59	43	16	11	11	8	15	11	11	19	24	3	3	4	3	1	10	2	1	8	5	3	2	4	6	4	2	1	4	1	7	1	0	1	1	4	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	8115	1673	997	1812	881	944	375	503	237	265	174	177	144	136	87	198	112	109	71	186	53	89	45	130	44	25	80	34	59	56	22	22	18	17	37	13	18	33	26	7	4	11	4	5	12	3	1	15	4	3	3	11	10	12	4	1	7	2	8	2	0	2	4	14	3	0	1	2	2	0	0	1	2	1	1	2	0	0	0	1	1	0	1	0	0	2	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0
0.03	south35_active	80	5300	810	465	1155	513	599	188	311	116	144	77	92	73	72	34	117	63	70	39	130	27	54	22	89	22	12	58	21	37	44	13	12	7	11	20	10	15	25	16	3	3	6	3	1	9	1	1	8	1	1	1	5	7	6	2	1	4	1	7	0	0	1	3	5	3	0	0	1	0	0	0	1	1	0	1	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	7721	1628	1030	1722	787	895	392	484	279	244	160	171	136	134	104	178	99	100	70	169	49	100	44	119	42	34	92	34	66	64	21	19	19	16	36	16	21	35	22	9	5	12	8	4	8	3	3	7	8	6	1	8	8	14	4	1	7	0	3	2	2	3	3	5	4	1	1	1	3	0	0	1	1	1	0	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0
0.03	south36_active	80	4951	784	476	1111	446	567	195	295	127	132	70	93	75	72	49	107	55	62	40	115	24	67	20	89	21	16	65	23	42	45	13	12	6	8	21	9	16	21	10	2	2	6	6	0	6	0	2	3	5	2	0	4	6	7	2	1	4	0	3	0	2	1	2	3	3	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	7290	1553	1050	1624	757	832	376	464	277	251	169	177	137	130	102	173	99	114	80	152	51	91	36	103	36	33	69	27	55	70	19	18	21	14	40	19	19	43	23	10	6	13	10	5	8	4	4	8	7	8	4	8	4	12	3	3	2	1	0	0	2	2	4	3	4	1	5	0	3	0	0	1	2	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	2	0	0	0	0	1	0	0	0	0
0.03	south37_active	80	4663	736	503	1024	414	526	180	283	130	142	81	98	75	66	51	103	53	72	39	103	23	65	20	76	16	14	43	14	32	48	10	11	8	7	22	11	14	28	13	3	1	5	7	0	7	0	2	2	4	5	4	4	4	5	1	2	0	0	0	0	2	1	2	1	3	0	3	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	6821	1532	1062	1558	769	802	362	437	260	234	154	170	119	105	111	162	97	105	79	126	49	89	41	68	36	43	66	26	64	69	23	17	15	23	30	19	20	35	25	12	8	11	12	4	3	3	5	6	9	7	6	2	6	6	1	5	0	2	0	0	2	1	2	1	2	3	7	0	2	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	4263	715	516	980	420	486	170	262	116	128	86	89	58	55	62	97	58	61	36	82	23	59	20	51	14	19	42	16	37	44	13	11	7	13	18	8	15	23	15	6	1	4	9	0	2	0	3	1	6	5	4	1	5	5	0	2	0	1	0	0	2	0	0	0	1	1	6	0	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	6718	1573	1028	1457	748	805	336	468	239	218	159	179	119	97	106	170	103	109	73	131	50	76	40	66	40	43	53	26	59	60	22	15	16	22	29	21	19	28	22	16	9	12	11	2	6	3	5	8	9	7	6	3	7	3	0	6	2	4	1	0	1	1	3	4	2	3	7	1	0	1	4	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	4210	710	484	923	414	499	154	260	112	118	93	85	55	44	62	106	60	62	41	92	21	51	21	47	19	19	35	10	36	39	12	9	8	11	15	8	13	16	12	8	1	4	7	0	2	0	2	2	6	5	4	0	5	1	0	2	1	2	1	0	1	1	1	3	2	1	6	1	0	1	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	6776	1560	1007	1399	750	765	333	447	229	217	161	184	133	107	105	197	107	105	61	144	54	66	42	59	37	37	39	25	57	60	19	15	8	20	25	20	18	25	12	13	5	11	7	1	5	4	5	10	5	6	6	3	11	6	1	7	2	5	1	0	1	1	2	6	1	3	3	1	0	1	4	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	4273	688	449	893	433	478	160	248	113	115	91	90	57	50	58	129	62	60	32	101	23	37	24	42	19	17	29	9	34	38	11	8	4	12	10	7	14	15	5	8	0	5	6	0	1	0	3	5	3	6	2	0	9	3	1	3	1	3	1	0	1	1	1	4	1	1	3	1	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
