label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108
0.03	south27_active	80	26106	3892	10265	2478	4001	6179	1193	1699	807	362	668	1116	313	218	302	199	89	319	83	465	251	76	122	47	349	75	134	39	34	234	105	48	88	114	12	13	53	13	6	3	7	26	13	6	25	19	2	15	14	22	5	5	7	11	2	14	1	2	3	3	1	2	0	3	2	0	4	0	0	0	0	2	0	0	1	1	0	4	0	0	0	0	0	1	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south28_all	80	38629	12668	13217	5659	5847	6962	2576	2653	1845	1354	1238	1517	840	725	676	587	448	526	355	644	391	227	228	179	403	159	190	125	106	264	138	96	104	119	58	43	61	49	30	31	31	59	36	19	40	16	13	29	15	13	14	9	12	11	8	19	7	1	4	2	3	5	0	1	4	2	0	0	0	2	0	3	0	1	0	2	2	4	1	0	0	0	0	2	0	1	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
0.03	south28_active	80	26184	3911	10118	2358	4040	6006	1152	1672	835	362	620	1119	315	233	337	193	102	314	84	532	265	77	115	43	340	66	131	37	34	224	118	56	82	91	13	10	54	15	7	6	8	27	29	3	35	12	4	13	11	8	4	5	8	10	2	17	2	1	0	1	1	3	0	1	3	0	0	0	0	0	0	3	0	0	0	2	0	4	0	0	0	0	0	2	0	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south29_all	80	38797	12480	13155	5759	5937	6829	2603	2713	1836	1377	1240	1536	856	705	663	545	428	513	353	681	373	229	218	180	450	169	195	112	106	229	169	93	92	113	61	42	73	45	29	26	36	59	35	27	38	24	16	22	11	13	16	8	16	9	8	19	9	7	4	4	1	4	12	1	5	1	0	4	0	1	1	4	1	0	1	1	2	1	1	0	0	0	0	1	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	26251	3817	10122	2388	4129	5887	1175	1753	852	359	632	1134	330	237	331	194	100	309	86	560	242	85	102	41	394	68	138	31	35	192	149	57	71	89	13	10	64	10	6	8	10	31	27	7	31	18	5	7	8	9	5	4	12	9	3	17	3	7	0	3	0	3	11	1	4	1	0	4	0	0	1	4	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	38656	12637	13129	5801	5975	6672	2630	2766	1836	1394	1243	1601	851	674	630	546	439	493	348	656	389	211	214	189	392	163	214	121	106	227	202	115	84	99	58	41	66	54	30	26	40	38	34	24	36	35	13	14	10	21	16	8	16	11	14	23	8	10	5	3	0	9	13	1	4	1	0	4	1	1	1	4	2	0	2	1	3	0	1	3	1	0	0	1	0	1	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	26201	3954	10050	2421	4173	5721	1179	1842	900	357	623	1181	329	228	315	205	97	295	86	547	274	85	98	45	342	57	159	32	32	188	181	82	69	76	10	10	57	13	7	9	10	22	25	7	29	27	4	7	4	18	6	2	12	10	5	19	3	9	0	2	0	8	12	0	3	1	0	4	0	0	1	4	1	0	0	1	0	0	0	2	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	38555	12780	13094	5804	5621	6969	2600	2690	1744	1250	1256	1505	800	692	679	566	453	483	359	648	397	237	209	175	371	149	214	108	104	171	185	91	83	112	52	47	81	48	41	29	27	39	34	8	26	20	13	17	9	20	12	3	16	15	10	14	7	7	3	1	6	5	4	4	2	1	3	12	0	1	2	4	0	1	1	1	0	11	6	0	1	0	0	0	1	1	0	0	2	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	4	0	0
0.03	south31_active	80	26238	3864	10062	2414	3859	5976	1135	1725	811	328	634	1100	306	228	349	199	100	304	88	543	281	97	97	41	316	63	157	22	32	139	153	67	55	76	15	14	65	13	14	7	9	30	21	1	20	7	4	12	7	9	5	1	7	13	5	12	4	4	0	0	2	4	3	4	2	0	2	11	0	0	2	4	0	1	1	0	0	11	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0
0.03	south32_all	80	38535	12656	13394	5785	5780	7101	2645	2631	1718	1276	1230	1468	802	708	661	590	449	484	374	654	383	223	224	174	333	167	216	117	102	194	191	115	81	110	48	45	59	50	40	31	27	31	29	16	34	18	16	19	13	19	13	3	22	17	9	5	2	4	5	1	6	5	3	4	2	1	2	11	0	1	2	8	0	1	0	1	0	11	3	0	0	0	0	0	1	1	1	0	2	0	0	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	26202	3891	10262	2431	3965	6136	1165	1701	791	335	621	1059	302	227	346	195	105	321	77	556	273	98	109	46	282	74	159	25	31	165	162	95	58	79	13	10	44	10	12	8	11	20	19	2	30	8	4	14	7	7	5	0	10	12	4	4	2	3	2	1	2	4	2	3	1	0	1	9	0	0	2	8	0	1	0	0	0	11	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	38387	12690	13391	5854	5867	7004	2611	2537	1710	1309	1270	1515	814	711	671	550	442	496	393	632	372	235	204	174	341	157	233	125	112	216	220	116	81	88	57	45	71	49	36	28	28	37	36	18	42	16	19	16	15	22	13	4	16	15	7	5	2	2	4	2	4	3	8	3	2	3	2	5	0	0	0	8	0	0	1	1	0	11	0	0	0	0	0	0	1	2	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0
0.03	south33_active	80	26130	3822	10213	2475	4064	6040	1171	1640	779	363	635	1070	301	234	342	185	107	335	86	527	266	107	104	40	288	64	176	30	34	195	190	90	55	60	15	8	52	7	10	8	10	28	22	3	39	6	5	11	9	10	6	1	10	11	2	4	2	2	2	2	0	3	7	2	1	0	1	3	0	0	0	8	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	2	0
0.03	south34_all	80	38490	12589	13479	5832	5828	6989	2631	2456	1722	1346	1293	1580	845	710	638	543	441	513	374	584	351	227	224	186	368	176	222	118	110	189	227	116	105	97	53	48	83	44	29	26	31	29	27	22	46	12	19	27	17	16	7	7	19	15	7	8	2	4	4	2	4	8	6	2	1	4	2	5	0	0	1	4	0	2	1	1	0	12	1	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0
0.03	south34_active	80	26147	3812	10388	2484	4031	6018	1161	1581	782	369	655	1115	307	247	303	178	105	338	73	487	245	86	112	53	299	90	169	31	39	168	204	93	76	74	17	7	63	6	7	7	10	22	20	5	45	5	5	22	11	8	3	2	14	12	2	6	1	2	2	2	0	5	6	1	0	1	1	3	0	0	1	4	0	0	0	0	0	12	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0
0.03	south35_all	80	38463	12831	13302	5746	5781	6992	2628	2512	1742	1357	1289	1586	850	690	625	527	433	543	363	594	351	223	214	188	378	186	219	120	102	186	232	110	104	105	54	40	85	33	33	24	28	31	32	18	46	16	16	21	18	23	6	7	21	10	5	7	4	3	3	2	2	9	6	1	1	3	2	4	0	0	1	1	0	3	1	2	0	1	1	1	0	1	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	2	0
0.03	south35_active	80	26122	3855	10206	2414	3994	6012	1157	1632	778	359	651	1120	325	236	279	168	93	355	82	494	230	80	102	50	308	104	173	33	35	154	211	79	80	85	11	6	65	7	4	5	9	22	23	6	44	10	6	16	12	15	3	2	15	7	0	5	1	1	1	1	0	5	5	0	1	1	1	3	0	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0
0.03	south36_all	80	38654	12685	13165	5685	5829	6917	2638	2488	1755	1333	1279	1521	835	706	662	530	439	541	340	560	372	232	223	181	384	194	232	117	95	177	194	92	98	111	45	39	65	31	34	27	29	20	33	22	29	19	12	24	20	28	7	10	20	12	4	9	5	3	3	2	4	9	6	1	1	2	2	3	1	0	1	0	0	3	0	3	0	2	1	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0
0.03	south36_active	80	26223	3836	10093	2383	4055	5934	1145	1613	795	363	651	1084	325	248	304	181	82	350	81	465	242	82	107	47	307	103	185	34	34	140	175	65	71	93	12	7	50	9	8	3	12	13	23	6	25	13	6	19	11	21	3	1	15	8	0	5	2	0	1	0	2	4	5	0	1	1	1	3	0	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
0.03	south37_all	80	38519	12764	13268	5740	5845	6861	2653	2560	1767	1311	1273	1499	818	703	642	560	448	551	345	550	382	233	233	168	386	196	224	115	85	180	164	94	81	100	46	39	75	30	36	27	28	25	36	18	29	17	12	22	30	23	7	11	17	13	8	7	5	5	4	4	3	5	4	5	2	1	3	4	1	0	0	2	1	2	0	3	0	2	1	2	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south37_active	80	26017	3863	10131	2398	4073	5860	1154	1655	800	349	632	1072	315	226	309	190	86	359	90	457	249	95	116	41	322	100	171	29	27	145	143	66	57	81	13	8	57	9	12	1	10	15	22	6	24	14	6	15	21	17	2	1	12	7	0	4	2	3	1	2	2	3	3	3	1	0	1	4	0	0	0	1	0	0	0	1	0	1	1	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	38411	12679	13218	5741	5820	6986	2586	2624	1785	1325	1313	1515	845	728	657	566	461	526	354	525	364	230	221	155	386	211	251	114	96	179	151	90	80	106	52	45	90	38	25	33	29	25	35	11	24	13	17	20	28	16	11	13	17	13	6	4	6	7	5	4	4	2	5	5	3	2	6	1	2	0	1	3	5	1	0	3	0	1	2	1	2	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	25724	3800	10030	2374	4094	6003	1103	1716	830	358	662	1089	339	231	340	195	88	348	82	423	234	103	117	35	328	112	193	26	31	155	127	66	51	86	16	8	74	8	9	4	9	15	19	2	19	10	5	13	22	13	4	1	14	8	0	1	2	4	2	2	3	1	5	3	2	1	4	1	0	0	0	2	0	0	0	1	0	0	1	0	2	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	38311	12743	13375	5735	5785	6926	2635	2671	1732	1307	1285	1528	815	715	679	570	455	512	355	595	342	239	219	169	365	192	229	108	103	185	160	106	81	87	59	44	112	43	32	33	35	27	43	16	24	15	18	16	32	6	10	11	13	13	8	8	8	7	6	3	2	2	6	5	4	2	8	2	2	0	1	4	5	1	0	1	0	1	3	1	2	1	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	25851	3876	10177	2378	4062	5901	1148	1751	821	346	648	1126	318	227	360	213	90	330	80	483	214	101	112	44	319	105	173	25	35	161	134	78	53	73	17	10	95	9	11	6	10	13	26	4	20	12	4	12	25	3	4	1	10	8	0	3	3	5	3	2	1	1	6	3	2	1	6	2	0	0	0	2	0	0	0	0	0	0	1	0	2	1	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	38191	12569	13362	5795	5844	7160	2626	2672	1778	1277	1278	1447	846	707	666	535	459	488	348	660	332	232	205	190	340	178	253	112	103	201	124	110	90	94	63	47	117	46	31	33	36	20	39	10	24	19	20	15	40	8	14	6	12	9	7	14	5	7	7	5	2	3	6	3	3	2	8	3	2	0	2	3	5	1	0	0	0	0	3	0	0	6	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south40_active	80	25719	3788	10223	2374	4092	6179	1153	1726	857	344	642	1037	333	237	356	200	87	319	88	535	195	93	95	52	288	103	193	32	37	176	98	82	55	77	16	11	97	11	7	7	7	10	25	3	20	15	1	11	33	5	5	1	10	7	0	11	1	5	5	3	1	1	6	0	2	1	8	2	0	0	0	1	1	0	0	0	0	0	1	0	0	6	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
