label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121
0.03	south24_active	80	19713	9946	8073	6977	1740	2811	1315	1993	1097	689	482	1237	592	815	303	437	386	183	198	374	160	326	117	82	91	127	180	80	74	84	80	40	48	55	97	25	52	37	84	18	44	15	16	18	12	14	15	16	7	8	5	5	23	6	2	12	4	1	2	6	18	1	4	1	3	2	1	0	1	5	0	2	1	3	0	2	0	2	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	36351	18097	13750	11529	3738	4804	2717	3409	2128	1457	1155	1979	1118	1298	664	823	705	417	424	677	293	516	280	212	183	212	321	138	143	197	160	90	101	103	148	51	90	76	124	44	60	33	31	26	23	21	24	38	15	24	22	14	33	11	8	23	3	7	7	14	20	2	3	4	1	5	3	1	3	2	5	2	2	6	2	2	2	3	0	1	1	1	9	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	20481	10401	8359	7271	1701	2878	1364	2049	1166	701	511	1200	621	812	304	500	368	195	214	423	151	327	138	96	93	137	202	73	79	111	90	45	48	52	95	22	53	42	90	23	45	11	14	12	13	9	12	14	8	12	8	4	24	6	2	16	2	1	4	10	16	1	1	1	1	2	1	0	2	2	1	1	0	3	0	1	0	3	0	0	1	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	36953	18579	14265	11797	3692	5021	2799	3492	2177	1473	1154	2116	1170	1387	646	884	687	406	447	657	328	548	282	211	192	203	333	150	148	236	153	82	115	109	163	45	85	56	119	41	48	33	36	34	25	14	15	32	9	24	24	11	15	13	9	21	5	8	4	13	5	4	1	3	3	4	5	3	2	5	5	2	2	2	5	2	2	3	1	1	2	2	9	1	1	1	0	1	0	0	0	0	0	0	0	4	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	20905	10732	8742	7413	1695	3029	1407	2162	1230	734	517	1318	652	852	305	543	349	182	228	410	172	354	133	107	87	129	215	89	87	142	87	41	59	53	101	16	48	33	79	21	30	12	15	11	15	7	11	20	8	11	10	4	4	5	3	14	2	4	2	9	2	2	0	0	2	1	3	2	1	3	2	2	0	1	1	1	0	3	0	0	2	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	36746	18537	14519	11529	3762	4966	2820	3634	2143	1451	1130	1962	1139	1356	628	873	752	408	475	657	335	598	293	215	188	210	337	157	131	228	160	89	128	107	179	43	83	55	120	40	35	42	38	41	22	13	16	33	9	25	27	12	14	11	10	14	6	10	10	13	12	4	3	2	3	6	8	3	2	6	8	3	1	2	4	2	3	3	1	2	1	2	9	0	1	0	1	1	0	0	0	0	0	0	0	6	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south27_active	80	20765	10726	8914	7301	1704	3019	1451	2233	1215	707	516	1213	639	813	291	528	396	201	247	406	169	385	133	101	82	125	207	88	75	135	96	38	77	61	124	16	54	33	77	17	21	15	15	16	15	6	10	22	9	12	11	6	2	3	4	7	4	7	7	8	10	2	2	0	2	2	3	2	1	4	4	3	0	1	1	2	1	3	0	0	1	1	9	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south28_all	80	36961	18379	14563	11757	3762	4963	2814	3711	2140	1506	1166	1943	1108	1402	620	939	749	387	487	652	342	634	250	189	210	228	316	155	151	213	147	79	126	113	224	54	85	44	88	42	38	43	37	51	25	20	17	42	16	21	24	15	15	14	8	20	8	11	9	16	16	7	6	1	5	4	8	3	0	5	6	3	0	0	3	1	1	2	1	1	2	2	9	0	1	0	1	1	0	0	1	0	0	0	0	6	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1
0.03	south28_active	80	20940	10643	8957	7527	1725	2992	1471	2272	1225	717	545	1172	593	857	287	563	410	190	261	410	184	390	117	84	88	119	197	80	78	120	96	39	75	69	152	19	50	25	45	21	22	17	17	21	14	7	9	32	13	10	8	7	4	6	5	14	5	10	5	9	11	4	4	0	3	2	3	2	0	3	5	3	0	0	1	1	1	2	0	0	2	2	9	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
0.03	south29_all	80	36766	18361	14480	11829	3768	4889	2737	3689	2065	1492	1157	2004	1050	1454	625	887	772	425	498	651	321	634	254	201	202	220	297	173	161	187	130	66	113	111	198	64	106	56	109	41	36	43	32	40	30	25	24	36	18	25	26	13	22	15	10	18	10	12	14	12	17	5	6	1	3	4	7	3	0	4	5	3	2	1	1	2	2	2	0	2	2	2	9	0	1	0	1	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1
0.03	south29_active	80	20820	10678	8989	7589	1677	2885	1409	2268	1168	721	554	1230	575	930	298	509	457	198	284	400	173	400	125	77	89	118	186	93	81	85	88	32	73	69	132	25	67	33	64	19	20	18	16	23	13	10	12	26	14	14	11	6	15	9	6	15	7	10	7	4	13	4	4	0	2	2	3	2	0	2	4	2	1	0	0	1	2	2	0	1	2	2	9	0	1	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1
0.03	south30_all	80	37010	18235	14254	11665	3770	4854	2713	3600	2022	1533	1206	1922	1040	1399	641	911	717	437	465	616	303	563	252	205	177	228	274	185	171	187	114	82	107	101	167	63	118	55	106	39	42	40	31	36	27	27	29	41	19	24	19	10	28	12	10	18	10	11	11	11	8	8	6	1	3	3	4	2	0	4	5	3	3	1	0	4	1	0	0	1	2	1	8	0	1	1	1	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	1
0.03	south30_active	80	21142	10559	8816	7420	1685	2791	1357	2207	1121	750	587	1138	569	907	314	521	438	192	260	372	152	339	113	93	89	114	183	97	86	99	76	44	64	68	109	24	66	33	68	23	22	21	17	16	11	11	19	30	13	12	9	5	21	9	4	15	7	7	3	4	4	5	4	0	2	2	3	1	0	2	5	1	2	0	0	2	1	0	0	1	2	1	8	0	1	1	1	4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1
0.03	south31_all	80	33524	16616	12305	10146	3959	4658	2555	3099	1991	1286	1171	1869	1020	1263	610	775	685	403	450	601	307	502	211	208	173	222	289	153	133	152	163	66	120	75	155	43	94	63	83	36	49	35	27	55	21	28	20	42	19	16	18	15	11	15	7	34	10	8	7	16	15	7	8	6	4	6	2	5	7	3	3	6	2	1	1	1	3	1	2	0	0	0	0	1	2	0	0	0	0	2	0	4	1	1	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	18146	9285	7377	6191	1879	2625	1302	1781	1034	624	543	1133	517	741	277	441	391	191	220	368	138	328	93	91	82	113	164	77	70	94	81	28	71	34	102	23	44	36	34	19	30	17	15	25	7	14	7	29	9	8	8	9	5	11	5	16	5	6	4	9	9	2	4	4	2	2	1	3	2	0	1	4	1	1	0	1	2	0	1	0	0	0	0	0	1	0	0	0	0	2	0	4	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	33536	16678	12591	10247	3920	4616	2573	3064	1905	1329	1169	1840	1020	1231	579	777	649	420	431	609	269	503	214	202	159	234	262	156	136	174	152	71	122	82	140	51	88	58	84	38	33	38	29	43	18	23	25	43	19	21	18	10	10	15	6	34	9	9	3	15	12	3	9	5	3	6	5	4	6	3	4	3	0	1	1	1	1	3	1	0	0	0	0	1	2	0	0	1	0	0	0	4	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	18184	9287	7507	6383	1870	2618	1300	1773	983	617	530	1105	521	737	261	441	377	192	215	370	116	305	93	94	68	124	147	75	68	96	68	36	75	39	101	30	48	35	42	22	16	23	13	20	8	11	14	31	10	9	9	6	3	11	5	18	5	8	2	6	5	1	6	3	1	2	3	2	2	1	2	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	34040	16975	12855	10776	3886	4694	2645	3198	1970	1404	1101	1879	992	1290	605	762	642	449	424	644	274	495	239	200	160	221	241	153	140	187	148	84	130	84	142	62	88	68	90	37	36	35	33	36	23	24	22	44	17	16	20	10	15	16	5	30	7	8	4	15	15	4	13	5	2	4	3	6	4	3	2	2	0	2	2	3	1	3	2	2	0	0	0	1	1	0	0	1	0	0	0	4	0	1	2	1	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	18691	9479	7760	6799	1820	2715	1318	1868	1033	675	495	1144	527	810	261	427	364	209	221	400	114	314	98	101	63	117	128	68	67	102	86	48	75	43	104	30	54	45	64	19	16	23	11	18	11	11	14	33	11	6	11	7	5	11	4	16	3	8	4	4	9	1	10	3	1	2	2	2	1	1	1	1	0	2	0	2	1	1	1	2	0	0	0	0	0	0	0	1	0	0	0	4	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	34971	17404	13196	11365	3834	4830	2679	3305	2020	1420	1096	1874	1028	1310	620	817	634	451	406	664	301	518	249	189	160	209	269	161	136	200	147	89	132	83	140	71	115	79	87	37	40	37	36	21	19	24	25	40	16	9	13	8	18	14	7	19	10	4	6	7	13	3	10	5	1	3	5	4	3	4	4	2	1	4	4	5	1	2	2	2	0	0	1	0	1	0	0	1	0	0	2	0	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	19313	9823	8002	7171	1789	2844	1325	1969	1065	673	508	1142	559	812	261	472	361	219	214	404	135	310	100	89	68	106	163	73	63	112	87	50	72	40	108	35	74	47	71	21	24	24	9	9	11	10	19	28	10	3	10	4	9	9	5	13	3	4	5	2	9	1	7	3	0	2	2	2	0	2	2	0	1	2	1	3	1	1	2	2	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	36229	18009	13627	11562	3742	5100	2693	3527	2128	1436	1111	1935	1046	1366	645	873	715	482	398	706	317	510	263	190	163	208	290	172	141	187	140	81	141	96	116	68	125	74	93	38	44	35	37	22	21	29	24	41	13	11	13	10	24	17	7	20	10	8	5	7	8	2	11	8	3	2	4	4	2	5	3	2	1	3	3	4	2	2	2	2	0	0	2	0	1	0	0	1	0	0	2	0	0	0	2	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	20341	10303	8357	7235	1680	3036	1329	2165	1149	678	517	1165	562	859	278	526	410	211	213	457	153	331	112	91	81	108	174	80	71	119	83	44	79	54	86	29	65	37	73	22	26	21	11	13	10	16	17	31	7	4	10	4	15	12	2	15	3	5	4	3	7	1	7	2	1	1	1	1	0	3	2	0	1	1	1	2	2	1	2	2	0	0	1	0	0	0	0	1	0	0	2	0	0	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	36937	18628	13979	11793	3699	5169	2688	3652	2176	1488	1103	1972	1101	1425	617	908	727	480	410	771	327	511	278	193	181	238	304	173	122	170	133	73	141	113	114	68	148	72	92	42	44	39	34	33	25	34	32	31	15	15	15	9	24	16	11	19	14	8	11	8	17	1	10	8	3	0	6	3	3	5	3	2	2	4	3	4	2	0	4	3	0	0	3	0	0	1	0	0	0	0	2	0	0	0	2	3	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	20863	10781	8652	7558	1644	3103	1356	2253	1196	678	512	1207	613	913	289	558	412	222	219	497	170	318	118	93	93	120	193	82	60	107	74	36	79	69	81	34	75	35	69	22	26	24	16	21	13	21	23	25	7	9	10	5	18	12	3	15	2	4	6	4	17	0	6	3	1	0	1	1	2	3	2	0	2	1	2	1	2	0	3	3	0	0	1	0	0	1	0	0	0	0	2	0	0	0	2	2	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	36827	18675	13872	11580	3700	5092	2724	3751	2178	1485	1130	2002	1113	1507	621	855	712	472	391	776	335	535	263	205	192	260	283	174	140	167	132	70	134	111	129	64	126	73	78	39	44	40	34	43	20	27	27	34	16	18	12	12	28	11	11	18	14	15	10	8	20	2	8	10	2	1	6	3	3	6	2	1	2	10	4	3	1	0	3	2	1	0	7	0	0	2	0	0	0	1	3	0	0	2	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south37_active	80	20903	10812	8610	7364	1635	3008	1345	2284	1177	700	527	1251	611	941	280	507	414	213	205	490	179	341	115	95	92	125	164	84	68	97	72	37	86	73	90	34	65	35	50	18	29	22	20	29	10	17	18	17	4	11	6	7	22	6	4	15	3	10	3	6	18	0	5	4	1	0	1	0	2	4	2	0	2	2	2	1	1	0	1	2	0	0	6	0	0	2	0	0	0	1	2	0	0	2	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	37083	18837	13742	11611	3688	5036	2684	3634	2191	1483	1184	2024	1109	1508	621	822	686	440	415	731	323	536	264	200	193	253	310	174	143	188	135	84	125	101	147	56	122	65	94	37	33	39	33	40	22	24	27	24	18	24	15	11	27	12	12	17	14	17	10	10	21	6	7	8	2	2	5	3	3	6	3	2	1	10	3	2	1	0	5	2	1	0	6	0	0	3	1	0	0	1	1	0	1	2	0	3	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south38_active	80	21092	10899	8524	7373	1623	3019	1337	2198	1202	703	558	1304	608	942	288	485	399	197	209	458	162	338	116	90	92	116	191	85	74	102	78	48	78	67	97	33	67	36	63	13	22	19	22	29	10	15	20	6	7	13	7	6	21	7	6	15	5	10	3	8	18	1	6	4	0	1	1	0	3	4	3	1	1	2	2	0	1	0	3	2	0	0	5	0	0	2	0	0	0	1	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	36967	18721	13646	11779	3658	5138	2733	3559	2134	1482	1213	2036	1086	1481	606	803	676	424	419	663	331	534	235	200	185	238	300	167	168	206	144	86	140	87	180	55	110	72	87	36	41	43	30	42	14	18	20	41	14	26	16	11	20	15	10	15	8	15	6	12	10	6	6	6	3	2	5	4	3	5	3	4	1	11	3	1	0	0	3	3	1	0	5	0	0	2	1	2	0	1	1	0	1	2	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
0.03	south39_active	80	21006	10940	8411	7449	1610	3073	1385	2122	1160	732	587	1324	581	919	274	463	408	205	206	417	157	349	109	89	80	113	182	85	87	116	82	44	95	56	121	31	64	42	63	12	22	22	18	23	7	10	12	10	6	19	7	5	16	11	5	11	5	10	0	11	5	1	6	4	2	1	1	2	3	2	3	1	1	4	2	0	0	0	2	2	0	0	5	0	0	1	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	37031	18506	13808	11760	3745	5012	2714	3463	2183	1473	1182	2087	1060	1388	578	820	713	413	446	661	332	614	249	183	188	229	348	165	161	229	167	90	145	96	173	45	109	68	82	35	49	34	34	50	13	29	24	37	11	24	25	12	22	22	10	11	6	17	5	9	8	6	5	5	4	2	4	5	2	3	3	6	1	5	3	0	0	4	2	5	1	1	0	0	0	1	1	2	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0
0.03	south40_active	80	21068	10775	8509	7354	1609	3003	1389	2100	1217	725	565	1354	578	864	274	493	436	195	217	411	157	417	130	84	78	127	214	82	89	137	91	42	95	54	122	25	67	41	63	16	23	17	15	24	5	15	15	8	4	16	10	4	16	16	5	8	3	9	2	6	5	1	4	3	2	1	1	4	1	0	2	3	0	4	1	0	0	4	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
