label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135
0.03	south22_all	80	39769	20453	17032	6119	9217	3172	2527	2065	3142	2929	1801	1378	947	1510	1504	693	601	1362	546	460	409	507	463	354	239	244	191	245	214	150	118	143	114	132	78	122	131	119	66	74	62	55	82	70	44	81	48	40	20	34	29	36	58	16	45	20	62	24	24	16	9	13	8	10	8	21	5	11	7	6	7	13	5	5	3	5	3	4	21	2	4	2	0	1	2	2	1	4	0	3	5	4	0	1	0	3	0	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south22_active	80	29216	15751	14537	3397	7961	986	685	500	2433	2408	1210	828	268	1213	1232	276	168	1184	329	238	184	358	360	232	62	123	37	150	129	84	45	66	46	93	20	95	109	86	34	49	24	34	50	44	15	69	13	29	6	9	12	28	55	14	41	9	55	5	21	11	5	9	1	5	4	18	2	4	3	1	2	9	3	2	1	5	1	0	20	1	4	2	0	1	1	1	1	2	0	2	4	1	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south23_all	80	39991	20505	16855	6087	9325	3171	2545	2008	3211	2913	1772	1355	951	1531	1541	687	594	1388	538	455	393	505	480	339	226	230	191	239	224	144	120	142	114	110	81	108	116	110	67	68	54	57	71	76	40	87	44	37	23	29	31	33	68	17	43	12	44	20	17	23	11	9	11	6	10	20	8	11	4	6	5	10	9	4	3	4	4	2	19	4	5	2	2	1	2	1	1	4	1	3	5	4	2	1	0	3	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south23_active	80	29349	15788	14407	3378	8034	987	692	491	2520	2380	1180	788	251	1235	1242	265	180	1204	304	238	178	345	372	202	59	106	42	150	131	77	43	63	50	74	24	84	89	75	30	44	22	33	34	55	13	75	9	28	6	5	13	25	63	15	37	8	37	6	13	14	4	6	3	1	4	18	3	4	3	2	2	8	3	1	2	4	0	0	18	2	4	2	1	1	1	1	1	2	0	2	5	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south24_all	80	38913	19769	16009	6010	8940	3169	2497	2011	3057	2723	1665	1348	974	1403	1505	709	595	1264	550	487	402	446	459	368	255	241	193	240	199	142	118	143	122	112	82	130	146	96	62	62	63	53	67	76	40	88	30	32	31	19	31	35	45	18	33	12	42	22	13	17	10	11	9	9	11	21	6	12	3	5	5	6	8	3	6	4	2	2	18	4	6	3	3	0	1	2	1	3	2	2	4	5	2	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south24_active	80	27862	14840	13537	3152	7630	945	618	469	2353	2180	1052	778	238	1094	1198	279	177	1074	290	252	181	297	348	222	62	105	47	163	113	63	39	63	50	62	24	103	116	66	28	39	23	27	31	57	13	74	8	20	8	4	10	29	39	16	25	9	34	7	6	10	5	7	3	2	5	19	2	5	3	2	4	6	3	1	3	3	0	0	17	2	4	2	1	0	0	1	1	2	0	2	4	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	37132	18695	14856	6035	8469	3182	2470	1988	2865	2659	1609	1250	979	1292	1353	666	581	1179	525	478	358	380	488	371	249	234	199	214	213	141	128	125	117	111	93	133	143	106	71	53	66	62	69	70	41	83	31	32	33	24	33	35	33	20	28	13	51	20	15	17	10	14	8	11	9	16	7	15	4	5	4	4	8	3	4	3	3	0	15	6	6	1	3	0	2	1	2	3	2	1	1	4	3	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	south25_active	80	25725	13553	12309	3004	7089	911	572	470	2142	2112	962	688	213	976	1067	245	172	1001	245	261	155	232	370	218	55	96	56	138	121	59	31	56	42	65	25	93	110	73	31	27	26	27	30	52	12	68	8	24	9	5	9	28	27	18	21	7	43	6	9	10	3	8	3	4	2	14	2	8	4	2	4	4	2	3	2	2	0	0	15	4	3	0	1	0	0	0	2	2	0	0	1	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	35656	17879	14257	6009	7915	3090	2402	2005	2731	2535	1632	1206	944	1229	1319	677	555	1066	470	463	383	342	469	316	248	232	188	211	195	143	133	138	111	118	95	125	148	113	68	47	70	62	58	62	36	82	40	31	32	26	30	31	17	12	38	13	28	22	19	13	9	17	2	15	14	21	4	13	6	4	5	3	4	7	4	3	4	1	1	5	4	1	2	1	3	2	2	1	1	3	0	3	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
0.03	south26_active	80	23705	12577	11529	2800	6504	833	520	485	1979	1967	937	653	195	895	1019	228	148	885	212	218	148	186	339	193	53	103	54	127	119	57	29	65	39	63	24	84	115	75	25	20	30	21	34	43	13	65	9	21	9	5	8	26	9	10	32	6	22	7	11	7	3	10	2	4	5	18	0	6	5	2	3	3	2	5	2	2	0	1	1	4	1	0	0	0	2	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	36017	18311	14306	6082	8155	3118	2377	2037	2805	2519	1610	1255	963	1249	1312	675	545	1106	466	444	378	395	493	315	237	226	196	211	222	172	134	126	105	118	109	122	185	117	65	50	69	71	70	66	34	80	40	46	31	27	27	27	18	15	35	12	35	19	20	15	16	11	7	13	13	17	5	8	6	4	6	2	5	7	2	6	7	2	3	7	2	2	2	4	3	4	2	1	1	3	0	3	2	1	1	1	0	0	0	1	2	0	0	0	0	1	0	0	0	0	2	0	5	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
0.03	south27_active	80	24326	13068	11636	2868	6744	865	538	487	2060	1951	951	666	201	934	1019	237	138	925	213	208	151	228	359	187	56	100	54	126	151	67	32	60	36	70	24	79	155	84	25	16	28	29	41	48	14	66	7	30	12	10	6	16	9	12	29	5	30	6	10	11	8	5	4	4	4	13	1	4	4	2	3	2	3	4	2	4	1	2	3	5	0	1	0	3	2	1	2	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	37786	19150	15360	6088	8254	3121	2443	2001	2976	2596	1701	1356	930	1348	1486	674	572	1250	512	444	391	431	489	297	247	243	195	235	212	163	124	134	123	121	107	112	223	128	75	53	69	74	65	54	35	81	42	49	26	20	20	28	33	28	30	6	33	19	23	17	22	13	9	11	12	34	5	4	6	3	10	1	5	6	5	6	6	2	4	6	6	1	2	5	2	5	0	0	1	3	0	4	1	1	1	1	0	0	1	1	2	1	2	0	0	1	0	0	0	0	3	0	5	0	1	0	3	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0
0.03	south28_active	80	26514	14176	12761	3007	6918	910	602	466	2228	2023	1031	756	210	1044	1160	223	143	1065	257	204	157	263	365	181	67	117	44	143	145	64	38	64	49	73	23	77	193	99	33	20	27	36	38	41	12	72	9	29	8	8	7	15	25	24	26	2	29	8	15	13	10	6	4	2	4	31	2	1	3	1	3	0	3	3	4	5	1	2	3	5	4	1	0	3	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	2	0	0	1	0	0	0	0	3	0	5	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	39386	19814	16207	6228	8615	3156	2504	1982	3030	2752	1674	1439	939	1442	1571	674	600	1394	532	476	386	457	498	350	242	251	203	256	231	168	125	125	120	122	98	123	254	142	70	64	63	61	66	49	40	77	33	46	33	19	20	25	46	39	20	11	56	16	27	17	24	17	12	10	10	32	6	4	8	2	10	8	8	1	4	6	4	4	6	2	7	1	1	19	1	5	0	0	2	0	0	4	1	1	1	1	0	0	2	3	2	1	4	0	1	0	0	0	0	1	3	0	1	0	3	0	3	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0
0.03	south29_active	80	28553	15037	13692	3257	7276	910	697	428	2295	2208	1066	846	232	1142	1275	236	170	1226	284	234	168	309	395	228	74	128	49	168	163	75	38	62	49	71	22	86	225	121	30	27	23	32	36	34	18	70	11	31	9	9	7	13	41	35	16	6	53	7	21	11	12	12	5	3	5	28	3	2	4	1	3	7	6	0	3	4	1	2	5	1	5	1	0	18	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	3	1	0	4	0	0	0	0	0	0	1	3	0	0	0	2	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	40106	20411	17228	6137	9217	3153	2584	2010	3113	2904	1701	1404	974	1549	1617	671	575	1455	546	475	376	464	531	344	248	237	189	266	235	158	126	130	129	124	86	152	241	144	76	63	62	59	56	56	46	66	31	39	32	17	22	35	53	42	20	15	51	14	24	9	24	25	9	12	10	35	7	4	8	2	8	12	9	0	4	6	1	5	4	1	7	1	1	17	0	3	0	0	3	0	0	5	2	2	1	1	2	0	2	2	1	1	4	0	3	0	0	0	0	1	1	0	1	0	3	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0
0.03	south30_active	80	29648	15823	14713	3356	7887	928	733	427	2393	2389	1103	839	253	1252	1344	250	175	1304	299	251	165	320	441	223	79	121	49	180	158	73	45	66	53	77	19	109	217	131	35	29	33	36	32	38	19	57	10	25	10	7	7	24	46	38	16	6	47	7	21	5	12	19	1	4	4	30	2	2	5	0	2	11	5	0	3	4	1	1	3	0	5	0	0	15	0	1	0	0	0	0	0	2	0	1	0	0	2	0	0	2	0	0	4	0	1	0	0	0	0	1	1	0	0	0	3	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	40244	19976	16909	6242	9622	3151	2488	2057	3011	2807	1760	1401	906	1395	1511	716	592	1210	501	454	406	462	468	365	233	225	194	239	241	170	138	143	133	143	109	151	152	136	67	71	61	59	69	77	43	49	31	33	32	27	32	30	60	39	27	28	31	19	24	7	16	8	17	14	6	21	7	8	7	5	3	4	3	9	1	5	5	3	2	2	9	3	3	0	5	1	0	1	5	1	1	3	2	1	0	1	1	2	1	2	0	2	0	1	0	1	2	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south31_active	80	29576	15349	14466	3424	8284	965	697	452	2328	2287	1122	860	250	1114	1237	273	184	1040	245	240	206	316	351	230	68	111	43	167	169	87	58	66	59	105	34	127	123	107	34	45	34	27	43	62	24	37	8	11	16	12	13	20	51	24	20	14	28	9	19	3	7	7	13	9	3	20	0	4	5	0	0	3	3	0	1	1	2	2	2	2	9	2	1	0	2	0	0	1	3	0	0	1	2	1	0	1	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	40074	20187	17129	6257	9580	3206	2501	2071	3055	2886	1731	1414	911	1366	1584	716	581	1302	521	422	427	453	492	403	228	221	198	210	242	167	138	140	132	131	105	152	181	145	66	69	72	65	78	72	40	62	31	27	29	25	25	44	63	30	29	28	31	19	19	9	11	8	16	12	8	21	8	11	5	3	5	3	3	7	2	5	5	4	4	2	8	4	3	0	3	1	1	2	4	1	0	3	2	0	1	2	1	1	2	2	0	1	0	1	0	1	2	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
0.03	south32_active	80	29358	15624	14664	3428	8222	960	678	456	2375	2379	1100	881	253	1090	1311	289	185	1128	259	221	210	312	373	268	68	118	46	144	171	78	56	68	62	98	30	126	155	114	30	40	37	33	40	56	22	54	6	8	9	9	11	35	58	22	24	14	26	7	15	5	3	7	13	8	6	20	0	5	3	0	1	3	3	0	2	1	1	2	4	0	8	3	1	0	2	0	1	1	3	1	0	1	2	0	0	1	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	40104	20393	17122	6259	9402	3176	2485	2071	3007	2829	1728	1373	924	1415	1440	758	574	1336	529	423	434	464	525	403	244	241	183	233	246	167	141	139	104	140	103	130	178	115	72	65	70	63	78	64	38	68	27	31	33	32	23	45	51	32	37	27	48	18	18	10	11	12	8	14	6	17	6	8	5	4	5	0	3	2	5	6	6	6	5	3	4	2	2	0	3	1	9	2	3	2	0	3	2	0	4	1	0	0	2	0	0	1	0	2	0	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	29291	15839	14636	3413	8093	938	684	444	2336	2297	1121	835	267	1148	1187	296	184	1173	267	226	213	313	401	280	71	135	40	169	172	78	47	60	52	102	31	96	153	90	33	38	41	37	41	48	19	58	9	10	9	13	6	34	49	25	32	13	41	7	15	5	3	11	4	9	4	16	1	4	3	1	2	0	3	0	2	5	1	4	5	0	4	1	1	0	2	1	9	1	2	1	0	2	2	0	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	40066	20374	17114	6314	9520	3178	2470	2120	2949	2923	1659	1346	969	1368	1423	710	596	1332	549	424	410	507	544	372	247	259	201	240	230	155	136	146	115	135	94	136	195	102	71	69	68	74	61	85	32	84	26	33	33	33	20	52	25	23	33	20	41	11	19	12	12	9	11	4	11	9	7	7	4	5	7	0	5	1	6	7	5	7	4	4	2	2	3	0	3	1	11	2	3	3	2	3	0	0	4	2	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	29283	15819	14594	3461	8238	953	652	470	2265	2375	1087	806	271	1105	1187	292	193	1188	295	238	198	351	427	254	73	149	47	176	154	68	40	68	52	96	25	102	174	81	35	41	39	48	30	62	13	77	10	13	10	13	4	39	24	16	27	6	34	5	15	6	4	8	6	3	6	7	1	5	2	1	2	0	3	0	3	5	1	5	4	0	2	1	2	0	1	1	10	1	1	1	0	2	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	39714	19889	17103	6277	9206	3175	2408	2125	2933	2829	1616	1340	981	1393	1393	700	617	1288	565	440	416	509	587	398	250	275	206	261	227	170	135	151	100	119	92	143	154	81	69	70	53	71	59	71	34	90	26	38	26	31	22	44	23	26	47	19	37	10	16	12	10	19	9	9	12	12	3	7	4	6	8	2	5	1	6	11	5	7	9	2	5	1	2	1	2	1	12	1	2	2	3	1	1	0	3	2	0	0	1	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	28960	15183	14560	3431	7950	919	609	490	2241	2254	1025	763	280	1104	1149	282	184	1120	308	247	199	349	466	265	70	161	42	179	159	77	46	71	41	77	28	104	133	61	28	38	28	52	40	52	13	76	10	20	10	14	4	29	18	20	36	4	34	3	12	6	5	14	6	5	6	11	1	6	2	3	2	1	3	0	2	7	0	5	9	0	2	0	1	1	0	1	10	1	0	0	1	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	38212	19213	16410	6120	8532	3143	2418	2093	2813	2705	1585	1296	986	1345	1318	677	587	1168	523	460	394	496	510	377	267	269	207	239	220	157	125	142	99	121	84	135	171	95	63	73	58	70	63	83	36	77	31	38	22	32	25	34	29	25	42	20	26	10	36	10	8	19	13	10	12	11	3	11	3	6	6	4	4	2	7	9	4	7	12	3	8	2	2	2	3	1	12	1	2	4	3	0	2	0	0	2	0	0	1	0	0	1	0	1	0	2	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	27064	14205	13730	3189	7232	835	583	484	2104	2131	996	705	234	1056	1075	260	165	977	276	251	180	335	398	232	77	139	47	160	144	72	46	67	32	74	24	96	150	70	22	38	28	53	45	68	13	61	9	24	10	16	6	22	20	16	30	4	23	2	27	3	4	13	10	5	4	10	1	10	1	2	1	1	2	0	2	5	0	4	10	0	4	1	1	2	1	1	10	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	36576	18358	15441	5889	7875	3149	2411	2070	2742	2514	1532	1290	976	1334	1276	648	569	1182	469	455	380	443	457	373	250	242	201	238	214	159	122	134	111	137	86	137	138	95	61	66	57	61	75	63	37	82	28	38	22	27	18	22	38	27	59	18	27	10	35	12	9	21	12	8	10	16	3	12	5	7	6	7	5	2	2	5	4	8	11	1	8	4	1	2	2	0	4	1	1	3	2	0	2	0	0	2	0	1	1	0	1	1	0	0	0	2	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south37_active	80	25039	13195	12696	2955	6540	784	528	499	2003	1962	890	689	213	1025	988	221	147	979	232	238	158	298	347	219	64	120	51	150	133	66	44	59	36	76	21	98	111	68	17	30	20	40	57	54	13	65	8	21	10	10	4	12	26	19	48	2	25	1	28	5	5	13	9	3	5	15	1	11	2	3	2	3	3	0	0	2	0	3	9	0	3	3	0	2	1	0	2	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south38_all	80	35785	18253	14918	5823	7940	3193	2495	2080	2581	2495	1458	1255	970	1392	1210	631	547	1037	482	470	384	415	380	347	265	238	203	227	211	153	118	121	116	146	83	119	136	107	60	67	61	49	70	63	37	59	32	38	25	25	15	23	41	32	43	22	31	12	34	13	11	16	17	6	14	13	4	25	6	5	4	8	6	2	3	2	3	8	9	1	8	5	0	2	1	0	1	1	0	5	1	1	2	0	0	2	1	1	1	0	2	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south38_active	80	24075	13047	12137	2835	6495	779	553	481	1824	1903	847	683	226	1062	913	198	138	845	233	245	150	260	266	192	66	112	52	139	132	59	37	55	43	82	16	84	110	74	20	31	21	26	52	47	15	46	7	19	11	10	4	12	31	24	39	4	27	1	23	5	5	8	9	1	6	13	1	20	3	2	2	3	4	0	2	0	0	1	7	0	4	5	0	2	1	0	1	0	0	2	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south39_all	80	37522	18931	15401	5985	8271	3169	2516	2039	2663	2674	1521	1287	966	1398	1304	667	579	1061	474	456	393	442	421	361	261	239	214	215	205	158	120	116	126	124	85	147	142	119	61	67	69	46	60	63	37	82	39	32	28	33	17	24	44	22	40	23	53	10	22	11	12	8	15	5	11	13	8	25	7	2	2	7	5	3	7	5	4	6	6	1	7	7	0	5	0	1	2	1	0	4	1	1	0	0	1	3	2	1	1	0	2	0	0	1	0	0	1	0	0	1	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south39_active	80	26041	13941	12771	2992	6869	841	567	470	1929	2098	912	725	255	1085	998	233	165	886	229	251	179	300	305	215	74	118	48	131	127	63	35	53	46	73	17	113	113	87	21	28	23	22	42	45	18	72	12	12	14	13	4	12	37	16	37	5	48	1	12	6	3	4	6	1	5	12	2	20	3	1	2	5	2	0	3	4	0	1	5	0	4	6	0	5	0	1	2	0	0	1	0	1	0	0	0	2	2	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south40_all	80	38951	20008	16281	6196	8850	3146	2569	2058	2746	2797	1584	1319	940	1372	1407	701	568	1048	515	476	402	444	478	363	258	239	225	188	220	172	123	139	113	134	87	148	150	125	68	72	73	54	50	67	40	80	41	29	32	25	23	34	43	17	40	21	52	14	10	16	10	7	11	6	11	11	9	23	10	1	4	10	4	5	6	7	3	4	4	3	6	5	1	6	1	1	3	1	0	2	2	1	0	0	1	2	3	1	3	0	1	1	1	2	1	0	1	0	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	27943	15209	13728	3218	7485	887	622	461	2011	2218	984	765	253	1058	1106	267	165	896	271	269	190	302	364	230	78	119	48	111	143	82	37	57	44	85	24	111	123	97	27	33	24	29	33	45	15	72	15	13	13	11	8	21	36	12	37	6	45	2	5	11	4	5	3	1	4	10	3	18	4	0	2	8	2	1	3	6	0	0	3	1	5	4	1	6	0	1	1	0	0	1	1	1	0	0	0	1	3	1	2	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
