label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143
0.03	south21_all	80	48093	11882	8424	7123	4242	3765	3013	3624	2087	1551	1327	2037	919	1554	802	785	712	530	462	438	403	364	405	285	282	227	225	180	215	180	209	101	109	119	94	61	129	145	146	56	72	109	38	45	48	85	34	53	58	59	71	27	16	51	14	9	28	29	27	15	15	40	15	8	9	10	14	8	11	13	10	5	5	5	6	2	9	2	2	4	2	3	2	4	4	2	1	1	1	7	0	1	0	1	4	1	0	0	3	1	1	1	0	0	0	0	1	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	38830	2625	4321	4763	1827	2111	1665	2815	1109	592	472	1613	319	1272	380	462	411	209	130	184	228	159	230	72	115	44	104	72	126	116	170	25	26	64	25	28	97	130	131	20	27	95	15	25	11	78	9	33	53	49	64	8	2	43	5	3	27	21	23	2	4	28	10	2	4	6	12	5	4	8	5	2	3	3	0	0	7	0	0	2	0	1	1	2	2	0	0	1	0	6	0	1	0	1	2	1	0	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	48384	11886	8490	7225	4274	3758	2927	3622	2139	1563	1308	2000	911	1614	806	813	735	522	466	444	434	356	388	283	275	220	227	191	200	200	211	93	111	124	103	70	126	223	162	61	76	102	39	44	42	78	40	47	58	63	59	25	18	70	13	11	27	28	22	14	15	29	14	8	11	7	7	7	10	17	12	7	4	4	6	2	9	1	2	2	2	2	3	2	4	2	1	0	2	2	1	1	0	1	4	2	0	1	3	0	2	1	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	39197	2656	4435	4858	1885	2134	1617	2832	1182	608	461	1609	348	1331	371	487	421	196	131	188	255	158	230	77	127	42	105	75	119	128	161	27	23	62	22	28	90	208	138	22	28	83	14	24	8	72	10	29	51	49	48	8	2	62	5	5	22	20	17	4	6	25	9	1	6	5	7	4	3	12	6	4	1	1	0	0	8	0	0	0	0	1	1	1	2	0	0	0	2	2	1	1	0	1	2	1	0	1	3	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	48605	12061	8530	7268	4375	3751	2972	3643	2113	1526	1302	2081	912	1603	795	859	688	497	451	459	465	330	379	258	276	216	226	202	201	195	229	98	101	124	100	81	139	263	160	57	74	98	42	46	44	61	42	50	51	38	58	25	21	55	13	13	33	29	28	22	15	22	16	7	10	4	8	6	10	23	6	5	4	6	6	2	15	1	5	3	4	4	3	2	3	2	1	1	2	2	1	1	0	0	2	1	0	1	5	4	1	2	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	south23_active	80	39503	2682	4460	4931	1942	2145	1606	2833	1148	592	455	1713	351	1335	370	514	391	188	120	209	278	151	228	69	117	47	110	77	118	128	183	29	21	60	18	28	103	247	138	21	26	81	16	25	8	54	14	32	43	28	47	8	4	49	5	5	28	19	23	8	4	20	11	1	6	1	8	5	2	20	4	3	0	0	0	0	14	0	1	0	3	1	1	1	3	0	0	1	2	2	1	1	0	0	1	0	0	1	4	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	south24_all	80	47917	11945	8384	7359	4344	3833	3007	3591	2098	1508	1317	2095	928	1585	802	843	699	465	434	446	495	324	368	276	287	189	209	183	177	192	237	112	104	120	102	84	133	244	148	55	66	97	51	53	34	54	41	37	51	46	65	26	17	55	14	14	34	21	27	17	9	3	16	8	9	3	7	10	8	17	5	7	3	6	4	1	13	1	7	5	5	7	2	1	2	2	4	1	2	2	1	0	0	0	1	1	0	1	3	4	1	1	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	south24_active	80	38979	2624	4318	4991	1910	2159	1612	2770	1143	603	470	1699	357	1320	358	527	388	179	118	200	294	149	227	67	117	47	110	67	105	117	196	36	23	61	23	26	97	222	124	21	25	69	20	28	8	43	20	21	42	38	53	8	3	50	2	7	27	10	23	7	2	2	12	1	6	0	5	8	2	14	3	3	0	0	0	0	13	0	1	0	4	1	1	0	2	0	2	1	2	1	1	0	0	0	1	0	0	1	2	4	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	south25_all	80	48014	11789	8356	7456	4314	3809	2976	3507	2058	1507	1312	2123	931	1562	809	843	702	491	427	441	483	324	386	276	280	201	205	194	186	204	244	127	93	120	101	91	125	228	140	54	56	115	58	55	36	81	30	37	43	41	47	26	16	47	17	15	20	18	22	16	10	4	29	7	10	10	7	9	9	16	4	5	3	6	2	2	21	1	6	3	6	6	0	0	2	2	4	1	2	2	0	0	0	0	0	2	0	1	2	4	2	1	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	south25_active	80	39020	2580	4192	5047	1941	2132	1591	2671	1134	591	457	1704	353	1286	354	546	396	196	126	208	293	163	235	68	120	51	108	72	112	125	204	39	23	60	20	27	92	203	111	21	22	82	23	30	9	67	17	24	34	30	37	10	3	41	3	7	17	10	18	6	4	3	26	2	5	3	5	6	5	13	2	2	1	1	1	1	21	0	1	0	5	0	0	0	2	0	2	1	1	1	0	0	0	0	0	1	0	0	1	4	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
0.03	south26_all	80	48142	11792	8179	7428	4248	3802	3012	3494	2076	1544	1317	1984	925	1530	837	854	731	502	440	467	476	338	375	282	270	202	199	199	187	194	246	132	122	121	95	79	117	186	131	57	65	124	53	62	40	107	34	37	40	61	64	23	14	34	20	13	23	13	17	8	9	9	22	7	10	12	11	12	8	7	6	5	3	4	1	3	15	3	3	2	3	3	0	0	1	2	4	1	2	2	1	0	0	0	0	1	0	2	1	4	2	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	39151	2588	4064	4990	1951	2114	1634	2678	1136	622	472	1558	341	1232	357	561	428	194	140	207	298	176	223	71	115	48	103	86	106	112	214	37	27	67	20	24	89	157	103	26	27	93	24	39	10	89	16	28	28	52	55	8	1	27	3	4	19	7	12	2	3	7	21	2	5	3	7	9	5	6	2	3	1	1	1	2	15	1	0	0	2	0	0	0	1	0	2	1	1	1	1	0	0	0	0	1	0	0	1	4	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	48217	11672	8370	7483	4233	3837	3027	3542	2060	1491	1332	2076	939	1554	821	825	732	539	464	496	438	332	383	288	250	219	217	203	207	187	221	109	122	128	92	75	124	160	145	68	67	122	44	64	36	100	41	32	54	55	54	20	20	38	17	14	25	13	31	11	11	12	31	10	9	13	9	11	7	8	8	4	4	4	3	4	15	2	2	1	1	1	1	1	1	0	1	0	2	1	4	2	0	1	1	1	0	3	0	1	2	0	2	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	39163	2553	4189	5009	1904	2178	1702	2714	1139	587	478	1660	315	1252	350	525	406	195	159	220	280	167	239	78	112	54	115	98	125	118	183	27	33	70	21	25	83	132	120	27	26	95	19	40	10	84	17	25	39	44	48	7	4	33	4	3	22	7	24	3	3	10	28	4	5	5	5	7	4	6	3	3	1	1	1	2	15	1	0	0	1	0	1	0	1	0	0	0	1	1	4	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	48044	11684	8494	7475	4304	3893	3048	3510	2052	1574	1313	2092	966	1664	837	878	750	529	460	499	454	328	379	283	240	216	214	202	206	187	228	102	131	128	90	87	137	165	150	61	60	173	56	53	39	80	39	31	52	57	54	26	23	44	12	13	22	9	33	10	9	25	28	10	9	9	11	9	5	6	9	8	4	4	3	4	8	3	1	1	1	0	2	1	1	1	3	0	2	1	7	3	1	1	5	0	0	2	0	1	2	0	2	0	1	0	0	2	0	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	38889	2546	4306	4997	1926	2207	1708	2680	1120	623	486	1692	319	1345	374	560	418	190	159	219	297	160	245	69	110	49	104	91	127	119	194	27	29	70	25	36	88	139	136	25	18	152	23	32	11	65	16	25	38	51	48	7	5	38	3	3	18	4	27	1	2	11	24	6	3	2	7	5	1	5	3	5	1	0	1	2	8	1	0	0	1	0	1	0	1	0	0	0	1	1	7	0	1	0	4	0	0	0	0	0	1	0	0	0	0	0	0	2	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	48252	11753	8606	7451	4333	3843	3005	3524	1989	1586	1327	2060	953	1548	814	843	729	498	466	522	418	324	386	255	246	215	204	196	213	185	242	112	124	141	92	90	133	178	215	58	56	168	53	57	37	79	41	36	46	49	62	30	27	41	10	16	18	6	26	9	8	24	25	7	6	7	11	10	6	9	9	6	2	3	4	5	11	2	1	2	8	0	2	1	3	2	2	0	0	0	7	3	1	1	5	2	0	1	0	1	1	0	2	0	1	7	0	1	0	5	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	39017	2541	4382	4972	1902	2109	1689	2689	1056	591	498	1670	311	1269	372	529	405	170	150	243	260	147	256	68	100	43	99	85	132	117	195	34	35	78	28	39	80	152	196	23	20	149	19	35	14	68	18	26	35	44	53	9	6	37	3	7	13	3	23	1	0	10	21	5	2	2	7	5	0	7	3	2	0	1	0	2	11	0	0	0	8	0	1	0	2	0	0	0	0	0	7	0	1	0	4	1	0	0	0	0	1	0	0	0	0	7	0	1	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	48812	11901	8463	7382	4329	3721	3027	3548	2028	1572	1335	2004	959	1544	801	845	682	482	432	477	456	319	366	247	230	201	215	189	209	202	238	124	111	130	93	101	116	198	203	55	47	180	55	43	36	78	47	39	81	44	42	24	27	42	12	14	25	11	25	10	6	24	26	6	8	5	17	8	10	5	10	5	1	5	5	4	7	3	3	2	8	0	3	1	2	3	2	0	0	3	4	1	1	0	5	2	0	1	2	2	0	0	0	0	1	7	0	0	0	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	39458	2563	4313	4870	1906	2005	1693	2694	1053	590	493	1631	334	1271	367	532	389	164	123	225	287	140	241	64	84	37	108	80	128	128	198	42	30	66	31	39	75	172	189	24	18	160	17	23	11	67	26	27	72	40	31	7	5	37	5	7	16	5	21	1	0	9	22	4	3	0	13	3	2	4	7	2	0	1	0	2	7	0	2	0	8	0	1	0	1	0	0	0	0	3	3	0	1	0	5	1	0	0	2	0	0	0	0	0	0	7	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	48306	11864	8569	7514	4396	3730	3027	3647	2092	1544	1302	2063	972	1743	843	806	660	496	497	419	437	339	409	254	241	199	236	207	204	206	232	122	105	123	102	87	134	154	116	66	64	99	42	66	38	82	35	36	54	59	66	29	27	15	27	21	17	20	38	9	12	18	11	7	14	7	6	10	6	8	9	10	3	6	4	5	10	8	1	1	4	2	3	2	3	2	1	4	0	5	2	1	1	4	2	1	1	1	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
0.03	south31_active	80	39199	2546	4315	5042	1980	2066	1674	2840	1131	578	460	1660	370	1462	384	496	377	181	153	160	267	164	258	70	100	49	118	96	130	135	170	38	21	60	24	29	114	136	97	31	23	84	12	52	9	78	13	24	48	46	61	5	8	13	13	8	15	7	36	1	4	16	10	6	6	0	4	5	3	6	8	6	0	0	1	3	7	4	0	0	2	2	0	2	1	0	0	4	0	2	1	0	1	4	2	1	1	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0
0.03	south32_all	80	48701	11818	8510	7559	4323	3797	2969	3643	2073	1521	1342	2014	975	1827	811	813	668	504	460	437	445	341	416	241	222	215	236	192	243	202	218	119	119	117	106	82	113	150	135	54	52	124	46	56	35	89	38	37	34	61	56	30	19	31	28	20	16	19	41	13	10	21	13	6	10	3	10	9	7	20	6	10	4	6	4	5	12	3	2	1	4	1	2	3	3	1	0	1	1	4	1	1	2	4	2	1	1	1	13	0	0	1	0	0	0	0	0	3	0	0	0	2	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	south32_active	80	39606	2533	4275	5090	1875	2091	1619	2821	1118	554	501	1629	347	1522	376	514	388	185	156	199	274	164	263	63	96	47	129	86	165	128	158	42	24	56	25	29	91	127	118	20	23	105	14	38	7	83	13	24	32	52	50	7	4	30	11	6	12	5	38	1	2	19	11	4	4	0	6	4	4	19	4	7	0	0	1	1	10	1	1	0	2	1	0	3	1	0	0	1	0	2	0	0	2	4	2	1	1	1	13	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
0.03	south33_all	80	48183	11878	8483	7570	4313	3831	2943	3601	2195	1476	1302	2134	971	1687	792	821	672	503	439	432	437	330	426	244	238	210	232	183	262	193	236	116	111	92	99	97	109	157	137	51	61	129	45	52	43	81	43	34	45	45	38	32	18	50	25	17	14	18	33	16	13	19	10	7	7	5	11	10	6	24	5	6	4	4	6	5	10	3	5	1	1	0	2	2	1	2	0	1	2	3	0	1	2	0	1	1	0	1	12	0	0	1	0	0	0	0	0	2	0	0	0	2	0	0	1	4	0	2	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south33_active	80	38951	2563	4262	5118	1906	2104	1615	2767	1187	550	488	1739	347	1390	369	514	383	178	146	187	261	153	271	68	105	41	126	80	183	121	183	41	27	41	21	33	97	136	122	18	22	113	14	32	8	75	20	22	41	37	31	7	6	46	10	9	10	7	29	2	3	15	9	2	3	1	8	4	3	22	4	3	0	0	1	0	9	1	3	0	1	0	0	2	0	0	0	1	0	2	0	0	2	0	0	1	0	1	12	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south34_all	80	48037	11866	8583	7410	4390	3850	3007	3521	2104	1500	1313	2074	996	1632	777	843	670	478	439	440	442	341	415	263	239	215	266	175	241	217	241	124	94	100	83	89	119	158	175	49	66	118	52	51	40	128	43	46	42	38	70	23	18	61	18	10	18	13	20	16	15	19	20	8	7	9	14	7	3	33	3	9	4	4	7	5	6	3	5	1	2	4	4	3	3	3	1	3	2	1	1	0	3	1	1	0	0	0	12	6	1	0	0	0	1	0	0	1	0	0	0	2	0	0	1	4	0	2	1	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	38852	2515	4234	4962	1941	2152	1677	2721	1126	562	499	1672	338	1335	348	526	379	166	140	211	273	153	270	77	106	44	147	80	168	146	191	40	22	43	17	33	94	133	154	17	26	97	20	29	6	117	20	33	36	32	63	9	5	57	7	5	13	6	17	2	3	15	18	2	3	3	11	4	1	29	1	7	0	0	0	0	4	3	4	0	2	0	1	1	2	0	0	3	0	0	0	0	1	0	0	0	0	0	12	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	49154	11810	8525	7593	4427	3791	3051	3591	2157	1520	1288	2085	1000	1719	786	864	652	501	458	435	447	363	390	289	256	232	261	186	200	242	258	128	94	113	75	85	131	186	175	56	78	119	52	54	37	103	39	58	56	49	80	21	21	63	20	18	15	12	17	12	17	9	26	8	9	11	13	8	6	17	3	11	6	2	4	6	6	2	5	2	1	5	3	3	4	4	3	6	1	1	1	0	3	1	2	0	0	0	0	6	1	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	39878	2526	4198	5071	2012	2133	1729	2782	1138	581	485	1670	338	1413	353	547	362	171	145	203	281	163	261	74	118	51	140	82	134	162	208	43	24	46	17	31	102	161	154	25	30	96	18	32	5	91	20	43	45	39	74	6	7	59	9	5	11	8	13	2	4	5	23	2	3	3	12	4	2	14	0	10	2	0	0	0	4	2	3	0	1	1	1	0	2	1	0	5	0	0	0	0	1	0	0	0	0	0	0	6	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	49333	11702	8611	7508	4497	3802	3184	3579	2071	1527	1269	2002	989	1687	824	837	693	494	452	402	448	378	369	319	247	242	243	190	199	226	243	144	97	115	72	78	139	188	217	55	64	139	53	42	32	102	43	58	90	54	87	18	20	59	20	19	23	12	23	9	15	7	26	6	12	10	9	9	8	33	3	11	6	3	3	4	10	4	5	2	2	5	3	4	11	3	3	6	1	2	2	0	4	1	1	10	0	0	0	6	1	1	1	0	1	0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	0	1	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	40237	2559	4282	4989	2053	2133	1776	2743	1099	566	468	1583	345	1388	377	523	385	179	139	204	290	171	246	78	120	50	120	90	138	152	193	48	25	50	16	30	102	158	203	25	24	116	20	27	4	88	19	44	80	45	84	5	4	55	8	6	19	6	19	1	4	4	24	2	8	3	8	5	2	30	0	11	2	1	0	0	9	4	3	1	2	1	1	0	9	1	0	5	0	0	1	0	0	0	0	10	0	0	0	6	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	49424	11745	8562	7487	4361	3857	3028	3736	2070	1532	1255	2008	975	1717	813	839	710	517	462	415	417	395	379	286	262	247	227	187	194	207	242	132	105	126	73	74	139	198	183	62	58	137	54	41	37	87	39	53	107	59	102	19	13	49	20	18	40	13	33	11	17	6	34	8	12	8	8	9	10	21	4	8	4	5	3	2	13	4	4	2	3	5	1	3	9	2	2	6	0	1	1	1	3	0	1	10	0	0	0	6	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	40254	2547	4294	5041	1965	2138	1651	2898	1108	568	462	1580	354	1418	379	526	393	185	144	209	269	187	261	59	126	49	104	87	128	131	191	41	27	67	20	29	109	175	170	27	21	116	19	26	6	72	15	40	97	47	100	5	2	43	6	5	37	6	29	0	5	4	32	3	7	2	6	6	3	20	1	8	2	1	0	0	13	4	2	1	2	2	0	0	7	2	0	5	0	0	1	0	0	0	0	10	0	0	0	6	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	48719	11712	8623	7449	4353	3824	3156	3770	2110	1533	1234	2109	938	1662	794	841	738	516	452	429	406	368	363	257	257	239	223	198	196	182	241	142	105	142	74	82	151	191	149	58	52	133	46	39	40	65	40	50	117	52	71	22	14	51	20	11	42	17	32	12	20	10	18	9	13	7	9	6	7	24	7	6	3	5	3	4	12	3	5	3	2	2	1	4	11	2	0	2	0	1	2	1	3	0	0	14	0	1	0	0	0	0	1	1	0	0	0	1	1	0	3	0	1	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south38_active	80	39598	2526	4338	5043	1961	2128	1740	2933	1180	587	447	1679	352	1347	389	515	416	177	137	215	242	174	243	61	115	42	91	91	117	108	190	46	27	83	20	34	116	168	133	22	20	109	17	24	8	51	12	36	110	42	67	6	2	45	7	4	36	12	27	0	4	8	17	5	7	3	5	5	2	23	5	6	0	1	0	1	12	3	3	3	1	2	0	0	9	2	0	1	0	0	2	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	48104	11853	8529	7389	4353	3949	3045	3807	2052	1583	1276	2027	920	1533	791	829	712	523	431	433	406	356	371	253	240	231	241	208	177	159	283	119	115	146	72	89	128	195	88	73	50	82	46	40	37	88	37	47	85	48	89	28	15	34	15	6	47	16	30	16	15	12	17	10	9	8	7	8	7	19	8	4	3	5	3	2	8	2	3	4	1	4	2	3	4	2	1	2	1	0	1	3	1	0	0	14	1	1	0	0	0	0	0	1	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1
0.03	south39_active	80	38947	2547	4219	5036	1959	2221	1698	2968	1136	609	446	1631	342	1248	386	517	426	175	135	215	239	162	246	64	97	44	113	99	98	91	228	36	35	87	15	35	98	174	70	30	21	61	14	24	10	78	16	33	78	41	80	7	3	26	5	1	37	11	27	2	3	11	16	6	3	3	3	5	1	19	7	3	0	1	0	1	8	1	2	3	0	3	1	0	4	2	1	1	0	0	1	2	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south40_all	80	48315	11751	8564	7480	4347	3855	2990	3853	2053	1561	1296	2003	985	1510	797	854	672	526	401	427	444	348	328	238	251	211	225	205	161	154	306	129	123	152	80	110	129	185	115	69	53	83	46	43	39	77	38	51	67	43	84	29	24	68	16	10	37	19	28	12	10	19	19	6	15	8	9	6	5	8	11	13	3	4	5	3	4	3	3	6	4	4	2	2	2	1	1	2	1	5	1	3	0	0	0	11	1	1	0	0	0	0	0	1	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	1
0.03	south40_active	80	39187	2503	4246	5015	1952	2181	1677	3020	1127	583	444	1629	361	1216	380	542	398	190	130	178	246	173	210	51	100	41	111	103	93	88	255	39	31	99	16	36	100	162	100	29	22	64	14	22	10	71	14	33	59	36	75	9	6	62	6	1	26	12	25	2	2	17	18	3	4	3	5	3	1	8	9	11	0	0	1	2	4	1	1	4	3	3	1	0	2	1	1	1	0	5	1	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0
