label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147
0.03	south21_all	80	10319	3806	4988	1725	1274	1743	719	873	708	508	406	887	363	398	247	189	180	173	211	142	130	124	228	259	105	102	157	61	66	49	85	103	29	52	39	44	44	50	21	26	28	38	30	14	16	18	26	17	25	16	12	33	21	22	9	15	20	11	8	7	7	20	10	7	8	4	2	5	2	5	7	6	4	2	6	5	0	3	4	3	9	0	2	2	2	2	0	4	1	1	3	1	2	3	1	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	7253	2189	4242	954	645	1354	224	607	438	268	126	761	195	272	102	60	42	65	151	55	61	67	201	233	62	69	128	27	14	18	57	93	6	35	9	16	25	40	6	12	12	31	16	4	5	15	21	10	19	7	8	27	16	11	6	6	15	1	4	2	3	19	9	4	6	2	2	1	0	3	6	5	2	2	6	0	0	1	2	2	7	0	0	1	1	1	0	3	0	0	3	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	9891	3692	4595	1655	1262	1569	700	852	709	493	398	838	326	405	222	212	183	162	212	131	118	117	216	253	103	100	150	67	61	55	68	99	38	42	34	37	42	42	23	26	25	36	24	15	17	21	33	15	22	13	19	31	15	19	9	8	23	10	7	7	5	19	14	4	7	3	5	4	3	5	7	4	4	2	7	5	1	2	5	3	9	0	2	2	2	2	0	2	1	1	3	1	2	2	1	0	1	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	6765	2029	3790	881	604	1193	199	585	436	239	102	711	148	276	90	61	43	51	145	39	56	60	181	221	56	57	119	23	12	18	40	88	8	28	7	9	23	31	7	8	14	28	13	6	4	18	29	8	15	6	13	27	10	8	7	3	16	1	3	3	3	18	13	0	6	0	4	1	1	4	6	4	0	1	5	0	0	1	2	2	7	0	0	1	1	1	0	2	0	0	3	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	9865	3792	4532	1684	1260	1519	720	826	681	500	377	935	335	378	225	208	175	160	213	134	116	115	213	229	106	107	151	67	64	57	63	112	39	50	35	30	40	44	28	23	27	26	27	17	19	25	36	14	18	8	18	26	10	16	14	14	17	7	6	4	7	11	14	3	7	3	8	3	6	4	5	2	4	4	7	4	2	2	5	3	10	0	1	0	1	1	0	1	0	0	0	1	2	1	0	1	1	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	1	3	1	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_active	80	6707	2018	3711	886	592	1134	205	561	403	245	107	801	154	247	88	53	43	47	149	40	57	63	176	199	59	62	117	20	10	19	35	101	8	33	5	7	20	27	7	5	15	17	11	7	5	20	31	6	10	3	12	22	7	8	11	7	13	1	1	2	3	11	13	1	6	0	4	1	4	2	5	2	0	1	4	0	0	1	2	3	9	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	10221	3833	4681	1734	1256	1613	715	858	671	495	364	916	321	420	227	208	177	175	241	127	109	125	211	234	103	106	152	68	62	62	72	128	43	43	35	28	43	55	30	32	24	25	20	19	14	21	33	12	21	14	18	30	8	19	10	15	9	4	10	3	6	10	14	4	6	4	10	3	7	5	2	3	3	4	7	1	2	2	4	3	11	0	1	0	1	0	1	1	0	0	0	0	2	1	2	1	1	0	1	1	1	0	0	0	0	0	1	1	0	6	0	0	0	3	1	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	1
0.03	south24_active	80	7038	2033	3890	947	559	1230	192	564	406	239	101	792	159	310	88	61	42	58	183	43	50	68	176	204	57	64	115	26	13	23	45	107	9	28	4	6	25	35	6	7	14	17	11	9	4	15	29	2	13	8	14	27	5	12	6	9	6	2	2	2	0	10	13	3	5	1	5	1	5	2	1	3	0	1	4	0	0	0	2	3	9	0	1	0	1	0	1	1	0	0	0	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	1	0	0	6	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
0.03	south25_all	80	10680	3883	5043	1765	1246	1648	717	919	678	518	352	1034	333	441	215	211	172	178	265	132	121	129	224	285	113	121	153	67	60	62	87	147	44	46	38	29	35	57	34	35	27	24	24	19	16	22	19	12	26	13	23	40	19	18	14	13	7	4	6	4	6	19	14	5	3	3	9	1	26	3	3	4	3	4	7	0	2	5	1	2	6	2	2	1	1	0	2	1	1	1	0	0	1	1	2	1	0	2	1	1	1	0	0	0	1	0	1	0	0	6	0	0	0	3	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	3	0	0	1
0.03	south25_active	80	7514	2143	4290	986	601	1283	203	622	419	247	100	909	167	339	85	57	41	74	196	47	49	71	187	254	67	81	124	32	15	23	53	125	9	27	5	8	23	37	6	6	11	18	12	8	7	17	15	4	21	7	17	35	15	12	10	8	6	1	1	1	1	19	13	5	2	2	3	0	25	0	1	2	1	1	5	0	0	2	1	1	4	1	2	0	1	0	1	1	0	1	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	1	0	0	6	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0
0.03	south26_all	80	10811	3943	5232	1775	1254	1828	711	910	682	547	334	1097	313	432	214	214	172	170	278	119	121	128	234	321	120	132	133	71	61	65	82	119	42	46	44	35	43	51	30	35	20	23	20	27	17	15	23	13	29	23	25	40	19	17	19	11	4	8	9	3	9	21	14	5	7	3	10	1	24	2	7	4	3	5	5	0	0	4	0	1	4	6	2	1	3	0	2	1	1	1	0	0	0	1	2	0	1	3	1	0	1	0	0	0	1	0	1	0	0	8	1	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	1
0.03	south26_active	80	7714	2235	4491	1033	613	1484	203	629	427	268	95	971	165	336	87	59	39	71	200	43	50	73	203	289	76	89	112	36	16	25	46	93	11	29	6	7	30	36	8	5	9	17	11	13	5	8	16	4	24	12	18	35	15	12	10	7	4	2	5	0	2	21	13	5	6	2	3	0	22	0	4	2	1	1	5	0	0	2	0	0	2	5	2	0	3	0	1	0	0	1	0	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	1	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0
0.03	south27_all	80	10719	3912	5250	1791	1264	1813	704	894	684	542	345	1097	317	419	236	220	173	182	290	123	123	119	229	331	116	131	148	75	69	58	78	149	51	50	44	42	43	34	30	33	23	26	24	24	22	19	24	12	31	18	28	28	24	11	17	8	4	10	7	6	7	39	12	4	8	3	12	2	23	1	6	9	6	2	5	0	2	5	1	1	4	6	1	2	3	0	3	2	1	1	0	0	0	0	4	0	3	3	1	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	0	1	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0
0.03	south27_active	80	7649	2305	4522	1055	635	1482	214	630	441	269	95	979	165	333	89	62	40	85	206	48	51	62	190	300	76	95	125	39	19	16	47	126	16	31	6	13	33	23	9	5	7	19	13	12	6	9	16	4	21	9	20	24	19	7	9	6	4	2	4	2	2	38	11	4	7	2	3	1	21	0	3	7	3	0	5	0	2	4	1	0	4	5	1	0	3	0	1	1	0	1	0	0	0	0	4	0	2	2	1	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	10948	3907	5182	1830	1266	1843	710	837	716	517	354	1072	311	413	271	223	176	191	300	124	149	106	254	300	104	137	169	82	73	53	74	142	51	53	45	40	44	34	35	29	19	21	26	21	17	22	30	11	32	26	21	18	20	7	15	8	7	12	10	5	5	49	14	5	6	3	11	3	8	1	7	6	4	2	2	1	2	5	1	0	5	6	0	1	3	0	1	2	0	1	0	1	0	0	5	0	3	1	1	0	0	0	0	0	0	0	0	0	0	2	3	1	0	1	0	0	0	0	1	1	1	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	south28_active	80	7861	2293	4441	1074	629	1533	220	583	450	256	103	961	162	310	104	66	35	87	217	48	62	49	221	269	64	95	141	39	18	16	48	123	15	33	6	13	27	24	12	7	4	12	11	12	6	9	22	4	22	15	14	14	15	5	6	7	5	3	6	2	1	48	14	4	6	1	3	1	6	0	5	6	2	1	2	1	2	4	1	0	5	4	0	0	3	0	0	1	0	0	0	1	0	0	4	0	2	0	1	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	10932	3986	5182	1827	1265	1796	720	853	709	527	384	1022	320	447	273	218	163	177	280	127	148	124	248	291	96	122	165	92	62	46	73	145	50	48	38	36	46	47	38	28	20	22	25	15	15	18	25	9	21	18	17	14	20	10	13	10	8	12	8	6	2	53	16	3	9	4	10	3	7	3	8	5	4	1	2	2	3	3	2	0	3	7	2	3	1	0	1	1	1	1	0	1	0	0	6	0	2	1	2	0	0	1	0	0	0	1	0	0	1	0	2	2	0	1	0	0	0	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0
0.03	south29_active	80	7792	2356	4458	1049	622	1499	241	593	451	255	104	916	169	326	96	69	30	86	208	50	64	58	210	257	52	87	136	49	17	15	49	127	14	28	6	15	27	33	9	10	3	13	12	10	6	10	20	3	11	14	9	13	15	6	7	7	5	5	5	2	1	52	15	2	8	2	4	1	5	1	8	5	2	1	1	1	2	2	2	0	3	5	0	2	1	0	0	1	1	0	0	1	0	0	5	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south30_all	80	10801	4031	5132	1827	1238	1747	698	871	709	536	391	1006	321	440	259	209	164	175	282	129	147	116	243	274	92	124	176	90	51	43	66	141	43	48	33	31	41	48	37	23	18	22	26	17	12	22	25	14	21	14	13	16	18	13	10	8	11	13	6	2	3	35	14	3	20	4	7	2	6	5	5	2	3	3	1	5	1	3	1	0	3	7	2	3	1	1	1	1	2	1	3	1	0	0	5	2	0	2	1	1	0	3	0	0	0	1	0	0	1	0	2	2	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south30_active	80	7603	2406	4388	1041	617	1437	230	581	449	247	110	899	170	325	96	63	31	79	202	49	65	52	208	242	52	86	145	51	15	18	48	124	8	28	9	14	20	34	9	8	2	12	11	10	4	14	21	4	13	11	6	15	11	8	7	4	8	4	3	0	2	35	13	1	18	1	4	0	5	2	5	1	3	2	0	1	0	2	1	0	1	5	0	2	1	1	0	1	2	0	3	1	0	0	4	2	0	0	1	0	0	2	0	0	0	1	0	0	0	0	2	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south31_all	80	10590	3915	5158	1729	1302	1698	705	939	638	551	400	929	335	413	258	201	221	155	245	142	122	120	294	279	127	80	168	79	61	57	80	176	47	91	36	38	34	48	27	30	26	56	26	28	22	25	18	17	28	10	21	43	10	19	16	6	10	6	3	7	5	21	15	6	9	11	2	1	6	3	6	14	7	3	12	5	3	4	3	2	2	2	0	1	4	2	1	1	1	1	2	1	2	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south31_active	80	7561	2276	4421	973	654	1329	236	686	393	260	137	814	173	307	100	56	42	60	175	71	53	77	255	249	75	56	144	39	12	23	52	166	11	70	5	14	23	34	12	10	9	50	14	15	7	18	16	9	19	4	19	40	5	15	10	3	5	0	1	1	1	20	14	4	8	5	1	0	4	2	4	11	5	2	10	0	0	3	1	1	0	0	0	0	4	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	10434	3820	4818	1714	1288	1703	711	912	664	496	363	859	324	403	247	198	211	166	240	142	131	119	273	239	133	104	176	78	58	58	74	155	52	64	33	43	37	52	30	26	24	62	31	26	25	34	16	15	21	7	12	41	11	18	14	7	9	4	1	6	8	14	7	7	8	5	2	2	9	5	6	7	4	1	7	3	3	4	4	3	2	2	1	1	5	2	1	3	1	0	4	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south32_active	80	7373	2136	4121	953	644	1324	233	649	381	237	122	745	161	289	95	52	44	65	153	69	63	65	234	210	77	60	150	37	14	24	46	144	16	46	10	17	28	38	15	11	6	54	18	11	4	25	14	6	13	3	10	37	7	13	6	4	4	0	1	2	2	14	6	3	6	3	1	0	8	3	5	5	3	0	5	0	0	2	2	2	1	0	0	0	5	0	0	2	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south33_all	80	10510	3961	4786	1715	1284	1689	699	902	700	460	356	787	309	416	230	186	195	177	246	133	144	136	239	255	117	111	177	74	62	66	54	152	51	57	32	39	39	59	33	25	19	45	31	23	20	33	24	13	20	10	9	39	15	11	11	6	11	6	2	5	9	22	3	8	8	6	1	4	13	4	5	10	4	2	2	1	3	5	3	4	2	2	1	3	1	2	2	2	1	1	4	1	0	0	0	0	3	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south33_active	80	7439	2255	4090	946	635	1330	226	635	421	235	106	681	149	307	94	43	47	64	164	61	66	71	200	223	70	68	153	38	15	24	33	138	14	40	11	15	28	41	13	11	5	37	20	11	2	23	22	7	11	2	6	38	12	7	5	3	6	2	1	3	6	22	1	3	6	3	1	0	12	3	5	8	3	0	1	0	0	3	1	3	2	1	0	0	1	0	0	1	0	1	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south34_all	80	10426	3989	5051	1718	1256	1663	735	907	710	442	356	833	327	427	225	204	174	176	247	136	138	133	274	223	105	114	173	65	50	69	54	143	46	62	31	36	39	69	34	18	24	41	28	22	25	35	20	10	15	9	12	23	19	12	8	9	10	8	3	6	11	14	5	6	17	5	1	6	25	6	2	8	3	2	4	2	1	3	3	4	2	2	2	2	1	1	2	2	2	2	3	2	0	0	0	1	3	0	0	1	0	0	0	1	0	3	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south34_active	80	7364	2252	4324	957	607	1324	256	646	433	231	100	730	163	322	79	61	41	65	174	48	70	66	238	187	59	70	145	37	11	28	34	128	13	42	13	12	28	53	10	9	8	33	18	9	3	26	19	4	8	1	7	22	14	8	2	4	6	3	1	3	6	14	3	1	13	3	1	0	24	4	2	7	1	0	2	1	0	1	1	3	2	2	0	0	1	0	0	1	1	2	2	2	0	0	0	1	2	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south35_all	80	10456	4130	5163	1737	1232	1716	730	909	679	477	384	832	339	465	251	200	194	183	257	127	155	145	290	256	107	126	151	63	48	63	55	173	46	74	33	30	44	70	33	24	25	47	28	21	18	31	23	12	20	14	18	15	25	14	10	9	11	8	6	7	10	26	8	5	19	5	2	6	28	8	1	7	5	2	3	3	1	4	1	3	2	2	1	2	0	1	1	1	3	2	1	2	0	0	0	3	3	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	7479	2386	4437	999	603	1392	245	646	438	245	107	726	179	370	91	64	50	70	195	46	74	79	257	217	69	86	122	35	10	23	38	157	14	48	8	10	30	51	9	8	13	38	17	13	6	19	21	5	12	5	10	13	20	11	1	5	6	3	2	3	5	25	5	3	15	2	2	0	27	6	1	6	4	0	2	1	0	2	1	3	1	2	0	0	0	0	0	1	1	2	0	2	0	0	0	3	2	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	10354	4066	5194	1741	1200	1699	689	921	699	503	388	907	383	464	262	216	205	175	264	140	135	127	297	259	103	131	137	72	50	55	61	179	45	73	38	33	51	66	28	25	25	56	26	21	18	28	27	16	22	15	23	12	25	17	11	12	8	12	6	7	7	16	7	4	23	5	3	6	23	5	1	6	7	0	3	4	1	4	1	3	4	2	1	3	0	0	0	0	5	2	0	1	1	0	0	10	2	0	0	1	1	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	7484	2376	4494	1008	594	1352	234	665	460	252	110	807	225	370	92	69	54	69	203	49	64	74	262	222	62	92	107	36	10	24	45	167	15	49	7	13	37	52	5	9	12	47	13	12	6	16	24	6	13	8	16	9	20	15	3	6	4	4	3	1	1	15	5	2	21	1	3	0	22	4	0	4	6	0	2	2	0	2	1	3	1	1	0	2	0	0	0	0	1	2	0	1	0	0	0	9	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	10332	4034	5244	1747	1215	1798	666	911	702	533	374	987	359	477	258	221	210	167	259	143	131	146	295	275	117	121	138	70	58	50	66	200	45	74	43	30	45	63	19	27	21	53	23	20	15	16	22	17	24	17	34	6	27	37	11	13	10	14	8	9	4	15	9	7	15	6	2	2	18	5	2	8	10	0	0	2	3	2	1	1	5	1	0	3	2	0	0	0	3	2	0	0	1	0	0	9	2	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	7454	2437	4550	1016	610	1463	206	653	463	264	112	879	206	374	92	69	56	64	198	59	61	89	260	240	75	81	109	35	15	22	48	185	13	50	12	13	31	47	3	8	9	45	14	11	6	8	18	4	16	10	28	2	23	34	3	6	8	5	5	2	0	14	7	3	13	2	2	0	18	3	0	4	9	0	0	1	0	1	1	1	2	0	0	2	2	0	0	0	0	1	0	0	0	0	0	8	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	10498	3925	5234	1776	1234	1735	728	924	671	498	350	1026	376	451	257	202	204	167	280	158	130	129	276	265	126	106	137	71	70	46	70	186	36	72	40	29	43	58	25	18	22	49	27	15	14	15	20	20	26	15	28	7	21	35	10	10	12	13	7	10	8	24	9	6	15	7	3	0	15	5	4	7	6	1	0	2	5	1	0	1	6	1	0	3	2	1	0	0	4	2	0	0	1	2	0	9	1	0	1	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	7534	2335	4554	1016	637	1414	230	678	449	239	99	909	213	355	101	54	57	56	222	65	64	75	242	236	78	71	107	38	18	16	45	164	9	50	11	12	28	45	4	5	10	41	16	6	3	9	18	7	16	9	25	3	18	33	5	3	11	5	5	2	2	22	7	1	14	1	3	0	15	3	2	3	5	0	0	1	2	0	0	1	3	0	0	2	2	0	0	0	1	1	0	0	0	0	0	8	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	10391	3871	5282	1776	1249	1772	752	947	649	489	359	1020	361	416	250	199	187	176	288	152	125	125	267	283	130	130	157	58	76	41	73	158	43	71	29	33	46	54	26	14	21	42	30	12	14	19	21	21	20	11	29	13	12	34	9	13	15	7	12	7	12	18	9	7	10	6	1	2	20	11	4	6	9	1	1	0	6	0	0	1	2	0	0	3	2	1	0	0	1	2	5	0	1	2	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	7362	2278	4573	996	642	1461	243	677	412	239	117	911	194	310	95	48	51	56	229	61	56	64	231	252	79	91	127	34	22	13	46	131	13	52	8	10	28	39	10	2	8	34	17	6	5	16	19	10	12	8	26	9	8	32	4	5	13	4	10	1	8	15	7	2	9	2	1	1	20	9	2	3	6	0	1	0	2	0	0	1	2	0	0	2	2	0	0	0	1	1	5	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	10406	3919	5270	1839	1235	1760	758	924	645	479	380	916	365	441	243	194	189	171	257	148	122	112	267	320	128	129	159	65	70	44	87	160	45	73	21	31	59	54	33	15	25	44	34	13	21	21	13	19	21	13	15	13	13	21	8	9	8	5	12	7	16	20	10	6	7	9	4	4	20	13	3	1	5	5	3	0	4	0	0	0	2	2	1	2	3	1	1	1	1	1	9	0	1	4	0	1	0	0	1	0	1	0	1	1	0	0	0	0	1	4	1	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	7428	2272	4553	1034	646	1426	238	675	409	231	125	807	186	330	93	52	49	53	205	58	54	51	232	289	74	90	135	36	22	16	54	132	12	53	6	8	40	35	13	1	11	32	21	4	6	18	11	13	15	8	11	11	9	20	4	2	6	3	9	1	10	17	7	2	6	4	2	2	20	10	2	0	2	2	2	0	2	0	0	0	1	1	0	1	3	0	1	1	1	1	9	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
