label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156
0.03	north19_active	80	2986	3009	3264	2510	347	1821	338	552	154	1005	166	357	389	363	292	245	58	209	90	62	258	24	62	53	44	83	205	16	22	24	9	13	22	13	17	14	54	12	54	3	4	55	7	9	5	4	4	7	9	4	14	18	23	7	4	12	6	5	14	8	1	3	4	6	0	9	0	3	0	2	3	0	0	0	6	2	1	9	4	4	0	5	2	1	0	0	0	4	6	1	1	2	4	5	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	1	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	7673	4733	4028	3180	1251	2048	839	841	546	1245	435	492	547	464	394	317	202	302	176	162	299	144	115	124	109	144	211	73	67	71	46	48	51	42	47	33	72	31	80	34	16	60	20	14	23	22	19	15	12	15	21	21	24	8	8	19	13	9	21	15	14	4	7	3	4	9	3	5	2	3	3	2	1	2	5	4	1	7	3	5	1	3	2	3	2	2	2	2	8	1	1	1	6	1	0	0	2	0	0	1	0	2	0	1	1	0	0	2	0	0	0	0	1	0	2	0	0	10	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	3054	3028	3107	2523	358	1719	325	533	145	1072	152	331	405	367	290	238	65	213	87	66	248	27	54	58	51	95	181	19	26	34	11	13	27	24	15	13	57	11	68	5	6	52	5	9	4	5	4	6	7	6	14	18	18	6	4	11	8	2	15	6	4	2	4	2	0	7	1	2	2	0	1	0	0	0	4	1	1	7	2	4	0	3	2	3	1	0	1	2	7	1	1	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	10685	9240	2909	4858	1513	1856	845	1338	1028	457	397	382	920	491	436	291	193	294	163	232	212	138	186	205	96	89	116	107	66	90	81	45	52	60	71	68	57	108	43	20	30	25	29	37	35	36	64	27	38	11	14	39	14	18	13	39	10	8	4	10	6	6	5	6	7	2	9	7	9	18	4	5	1	5	3	3	6	6	4	3	4	10	2	1	3	2	1	3	3	1	4	1	1	0	1	0	0	4	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
0.03	south21_active	80	7295	8040	1823	4332	963	1455	413	1105	817	201	90	159	816	366	318	172	63	221	62	146	148	75	129	169	47	34	78	75	21	62	54	25	17	40	54	55	44	100	25	7	8	17	15	32	11	33	53	25	33	6	8	34	8	14	10	36	7	1	1	4	3	3	0	3	5	2	7	3	8	17	0	3	0	3	2	1	6	4	1	1	2	8	2	0	3	2	0	2	2	0	4	1	1	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south22_all	80	10668	9164	2847	4932	1548	1948	837	1392	1030	461	424	371	965	501	421	300	201	318	164	230	225	147	167	244	104	81	120	118	69	101	82	49	52	63	64	64	66	106	43	21	24	21	28	35	32	33	51	28	34	12	13	15	16	22	9	32	12	6	4	12	8	9	3	6	6	3	10	7	10	9	7	4	1	4	3	5	2	5	4	3	2	10	2	1	7	2	1	3	1	1	4	1	0	0	1	0	0	0	2	2	2	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1
0.03	south22_active	80	7276	7936	1794	4371	1005	1573	416	1161	814	200	101	150	852	362	297	190	65	249	61	146	150	80	111	199	56	29	84	88	17	71	51	29	13	40	50	49	56	100	25	8	7	11	13	29	10	27	41	25	29	6	7	10	7	16	8	30	8	1	2	5	3	6	0	4	5	1	8	2	9	9	2	2	1	3	3	3	2	4	2	1	0	8	2	0	4	1	0	2	1	0	4	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south23_all	80	10844	9212	2930	5107	1567	1886	865	1393	1010	472	412	374	905	490	441	304	193	324	164	222	217	139	160	246	101	87	99	127	63	109	70	52	53	59	73	68	68	106	45	25	24	30	20	36	26	39	41	37	20	13	6	14	16	20	13	34	11	4	5	10	8	6	2	5	9	2	7	7	13	10	7	5	2	2	3	3	3	4	2	2	2	6	2	0	7	1	2	0	1	1	4	0	0	0	0	0	0	0	2	2	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0
0.03	south23_active	80	7351	7997	1824	4530	1011	1521	433	1160	788	194	100	150	777	363	314	185	66	247	67	155	146	72	107	206	58	30	59	92	12	83	41	30	12	34	57	51	55	100	32	7	6	17	10	29	8	30	34	33	18	9	3	10	7	14	11	31	8	1	1	5	3	3	0	2	9	0	7	1	12	10	3	4	1	2	3	2	2	4	1	1	0	5	2	0	4	0	0	0	1	0	4	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south24_all	80	10775	9122	2907	5048	1546	1902	855	1411	1018	492	414	353	866	454	431	294	206	325	158	203	228	147	150	246	100	88	112	123	59	105	80	64	53	48	57	59	65	94	39	21	21	26	20	33	25	44	35	42	16	17	8	18	21	15	13	18	17	4	5	5	7	4	2	4	10	3	10	3	19	8	6	6	3	1	2	2	7	4	1	2	1	3	0	1	7	1	2	0	1	2	4	1	0	1	0	1	0	1	3	1	4	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0
0.03	south24_active	80	7312	7924	1781	4475	989	1544	441	1178	794	204	108	130	745	331	303	184	73	250	61	132	160	68	100	201	59	34	65	94	10	82	43	35	13	29	45	41	51	89	27	5	7	16	11	26	12	36	26	37	13	9	5	14	9	10	10	15	9	1	1	3	2	3	0	1	9	1	9	0	18	7	3	6	1	1	1	2	5	4	1	1	0	1	0	0	3	0	0	0	1	1	4	0	0	0	0	1	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south25_all	80	10611	8897	2831	4983	1538	1910	876	1392	981	499	407	381	837	441	433	296	195	292	171	201	224	140	157	227	102	88	116	116	65	103	87	59	54	46	53	65	55	72	40	29	24	28	20	34	23	50	43	47	19	14	6	23	25	18	10	19	17	4	6	5	6	2	4	3	17	5	12	3	21	7	4	7	2	2	2	2	14	4	2	2	0	1	0	1	7	0	1	1	1	1	1	2	0	1	0	1	0	1	2	0	2	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0
0.03	south25_active	80	7130	7724	1741	4438	950	1537	462	1153	756	199	107	136	707	326	308	183	70	221	68	123	163	63	104	193	53	35	68	88	14	75	45	31	15	26	41	48	37	65	28	7	7	18	13	18	8	43	34	43	14	6	3	17	13	13	7	17	9	1	1	2	3	1	1	0	16	3	11	0	19	6	2	6	0	1	0	0	11	4	2	1	0	0	0	0	3	0	0	0	1	1	0	0	0	0	0	1	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
0.03	south26_all	80	10536	8800	2779	4899	1493	1855	851	1397	953	510	407	368	802	445	440	278	200	277	182	201	226	141	145	220	102	89	103	116	73	83	89	67	54	43	57	77	59	75	39	32	23	19	22	33	22	55	35	31	25	17	10	30	22	19	11	22	17	4	7	4	6	2	7	2	18	11	13	3	12	5	2	7	1	2	2	2	15	5	1	2	0	1	0	1	2	9	1	1	1	1	1	2	0	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	7097	7624	1715	4370	863	1472	447	1142	732	206	97	128	686	318	316	172	64	215	73	124	161	67	92	191	52	29	58	92	20	56	54	41	18	25	44	54	40	65	24	8	7	13	13	19	9	47	28	28	21	6	6	24	11	17	7	21	10	1	1	1	3	1	1	0	15	7	12	0	11	4	1	5	0	1	0	0	13	5	1	1	0	0	0	0	1	9	0	0	1	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	10568	9018	2721	5061	1513	1955	859	1460	939	507	407	373	862	433	417	259	194	286	169	200	225	140	147	262	120	87	91	115	80	87	86	67	58	38	57	89	59	83	46	37	18	27	27	29	23	52	38	32	24	21	9	32	19	23	19	24	15	3	9	7	7	5	8	2	15	13	14	4	5	4	2	6	2	3	2	2	12	2	2	2	0	10	1	0	1	9	0	1	1	1	1	2	1	1	0	0	2	2	0	0	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	7128	7777	1700	4530	882	1581	452	1192	732	203	105	143	750	309	313	157	58	224	66	122	153	73	91	228	67	30	50	89	22	63	59	44	20	18	45	64	38	74	28	9	6	18	18	17	4	45	30	29	20	6	5	26	14	20	11	22	11	1	3	2	2	2	1	0	13	9	14	2	4	3	1	3	0	0	0	0	11	1	2	0	0	9	1	0	1	9	0	0	1	1	0	0	1	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	10619	9071	2780	5057	1548	1870	863	1478	1021	499	385	349	886	449	430	268	208	290	148	214	224	141	135	257	138	93	86	105	76	93	87	68	59	38	58	89	66	75	49	32	22	29	28	26	22	46	36	31	22	25	9	25	18	24	17	27	9	6	9	5	6	4	6	4	8	11	14	7	8	5	3	10	2	4	4	2	11	10	2	1	1	9	1	0	1	9	0	3	1	0	1	2	3	0	0	1	2	6	0	0	1	0	0	1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	7221	7842	1706	4544	959	1509	456	1224	796	199	88	128	779	321	295	171	66	226	57	136	150	72	86	225	80	37	43	74	22	64	65	50	16	18	43	64	47	66	31	8	4	16	18	17	3	41	32	28	19	11	7	21	10	22	10	25	8	3	3	2	1	1	0	1	5	8	14	3	6	3	1	7	0	1	2	0	11	7	2	0	0	9	1	0	1	9	0	2	1	0	0	0	1	0	0	1	1	6	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	10603	9057	2858	5019	1591	1831	888	1503	1102	503	396	386	910	463	408	291	215	288	145	218	221	134	148	213	152	93	85	105	81	121	74	67	62	44	76	98	70	99	50	31	23	32	31	30	22	39	39	36	32	23	13	15	17	13	18	25	4	14	11	4	3	5	6	6	10	9	10	7	8	6	2	5	4	6	5	1	6	11	1	1	1	10	1	0	2	0	0	3	1	0	0	1	3	0	1	1	1	6	0	0	2	2	0	1	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	7167	7835	1743	4488	1004	1498	486	1243	854	197	101	159	800	354	277	185	71	210	58	139	153	67	99	176	91	46	40	74	23	89	56	47	22	23	59	77	45	92	30	7	4	17	20	22	5	35	33	34	27	10	11	12	8	12	13	21	3	4	4	1	0	1	0	1	7	6	9	3	6	3	0	4	0	1	3	0	6	8	1	0	0	9	1	0	2	0	0	3	1	0	0	0	1	0	0	1	1	5	0	0	0	2	0	1	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	10459	9133	2836	4890	1605	1823	869	1483	1088	521	373	357	950	475	446	308	218	278	133	227	218	126	158	203	149	103	94	90	70	118	70	56	55	54	79	85	66	111	40	28	27	25	34	34	21	29	39	50	37	20	21	14	14	10	8	19	6	18	12	5	1	3	4	5	9	10	7	5	8	2	3	7	4	5	4	1	8	11	1	0	1	4	2	0	2	1	3	3	1	2	1	2	4	2	1	1	0	6	0	0	2	2	0	1	2	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south30_active	80	7101	7894	1705	4377	1023	1480	453	1232	842	206	99	147	837	367	309	209	74	196	48	153	152	56	107	172	91	53	43	60	22	79	45	36	14	29	64	70	41	103	18	8	5	12	21	21	6	24	32	47	31	7	17	11	7	10	8	16	5	5	3	2	0	0	1	1	8	8	6	1	5	0	1	4	1	1	3	0	7	9	0	0	0	3	2	0	2	0	3	3	1	0	0	0	1	0	0	1	0	4	0	0	0	2	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	10492	8902	2907	4742	1542	1859	916	1400	1010	505	424	341	822	474	428	291	207	304	157	194	230	120	145	252	93	78	112	105	63	110	95	59	39	52	59	59	69	105	44	30	26	33	27	39	21	48	42	30	32	20	19	22	8	11	25	32	8	5	7	13	5	9	3	9	7	9	5	0	12	9	5	6	6	4	6	3	6	7	2	6	2	2	0	2	1	2	1	1	3	0	1	1	2	0	0	1	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south31_active	80	7069	7717	1778	4175	944	1492	435	1182	799	222	92	124	735	365	308	195	71	220	68	124	178	52	95	213	47	33	75	75	20	84	61	34	7	27	45	43	52	100	23	8	9	16	14	29	3	44	36	20	27	11	11	16	4	6	15	29	6	2	3	1	2	6	1	2	5	8	4	0	11	7	1	5	0	0	4	1	6	5	1	2	0	2	0	0	1	2	0	0	2	0	1	1	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	10640	8895	2909	4791	1497	1959	902	1407	1057	503	413	367	901	453	412	281	208	310	158	198	210	114	149	235	85	81	106	115	60	110	81	45	41	58	63	74	72	109	47	20	23	26	26	36	15	55	35	25	23	20	16	20	13	14	23	27	7	8	5	13	8	9	5	10	11	6	8	1	12	10	3	4	4	6	3	3	5	4	5	5	2	1	0	5	1	2	1	0	7	0	0	0	2	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
0.03	south32_active	80	7152	7725	1819	4242	904	1594	431	1185	846	210	85	125	806	339	292	197	68	231	59	134	153	48	95	203	42	35	68	89	20	81	55	25	7	35	45	59	52	103	28	7	10	12	13	24	2	50	30	19	15	12	14	14	9	8	15	24	5	2	2	0	3	3	2	3	10	6	7	1	9	6	1	4	0	0	2	1	5	2	2	1	0	1	0	1	1	2	0	0	7	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	10708	8888	2967	4923	1514	1995	891	1441	1038	494	443	366	925	466	414	263	211	285	163	202	206	128	155	199	103	84	96	116	48	104	79	53	46	57	70	82	62	120	44	16	30	27	31	40	11	58	34	25	25	19	15	23	13	17	21	21	10	10	3	5	7	10	3	7	9	9	8	2	8	6	3	4	2	4	2	3	5	3	4	4	2	1	1	3	2	2	3	0	7	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	7153	7710	1879	4353	906	1625	443	1208	829	198	102	124	827	357	298	177	74	213	62	129	144	53	98	174	50	38	56	93	18	78	52	26	7	32	45	61	45	111	27	3	9	14	17	26	1	50	30	21	16	9	10	19	10	13	12	18	7	2	1	0	3	2	2	2	8	7	7	1	4	3	2	4	0	0	1	1	5	2	2	3	1	1	1	1	1	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	10658	9169	2924	4839	1508	1949	860	1445	1021	492	427	373	969	451	388	259	225	277	155	211	205	136	157	220	102	81	96	137	45	115	70	50	49	59	74	83	64	124	42	17	32	29	31	40	14	55	27	31	30	14	18	29	14	13	18	24	8	8	6	3	6	7	3	4	12	10	9	3	10	5	1	4	1	3	1	3	4	3	4	4	1	0	1	5	3	0	2	1	8	0	1	1	0	0	0	0	1	0	0	2	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	7161	8009	1839	4291	910	1576	447	1203	808	196	101	134	857	336	279	172	80	205	54	141	146	61	101	199	51	36	53	107	15	85	45	23	14	33	45	64	43	114	26	3	10	14	16	30	2	45	24	29	23	6	13	26	10	10	12	20	5	1	2	0	2	2	1	2	11	7	9	1	7	1	1	3	0	0	0	2	4	2	1	3	1	0	1	2	2	0	0	1	8	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	10554	9096	2895	4839	1517	1855	859	1471	1002	509	454	386	930	484	394	270	221	276	154	185	204	132	155	227	94	78	94	127	48	98	61	59	51	53	69	84	51	140	46	21	33	28	37	33	14	54	33	45	34	13	19	22	15	11	17	22	10	5	6	5	6	7	2	3	11	9	9	4	8	3	1	2	2	2	1	3	2	2	4	7	2	1	2	4	2	2	2	1	5	0	1	1	0	1	0	0	0	2	0	2	0	0	2	2	1	0	0	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	7115	7898	1805	4302	912	1483	444	1231	793	205	122	142	807	383	279	157	79	202	64	117	153	60	104	203	51	33	54	96	17	75	39	30	17	26	43	65	30	125	26	2	7	15	19	26	2	45	30	43	28	5	11	20	11	7	13	18	6	2	3	1	2	2	0	1	9	5	9	2	7	1	1	1	0	0	0	1	2	1	3	7	1	1	1	1	1	2	0	1	5	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	10515	9174	2842	4769	1519	1768	827	1499	1007	490	441	395	859	482	375	286	206	276	150	202	227	130	149	273	91	82	101	121	52	104	69	62	48	56	70	81	39	148	41	29	29	25	27	33	16	61	43	48	36	16	21	22	19	13	21	18	7	9	10	4	4	6	4	0	10	10	6	4	11	3	2	1	1	3	1	3	4	2	3	5	3	7	2	4	3	2	1	4	5	0	0	2	2	1	0	1	1	2	0	1	1	0	2	2	1	0	0	2	0	1	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	7090	7953	1752	4258	921	1407	429	1272	787	186	116	155	742	379	257	161	77	197	71	138	169	65	101	245	50	32	67	86	20	88	40	28	16	27	47	61	23	135	24	6	7	11	13	28	2	52	40	47	31	10	15	19	15	9	18	14	4	2	5	1	1	3	0	0	9	6	6	2	9	1	2	0	0	0	0	1	4	1	2	5	1	6	1	1	1	2	0	3	5	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	10552	8881	2865	4758	1502	1837	846	1469	1008	488	445	384	919	539	393	304	199	291	174	205	227	124	168	232	90	83	94	124	51	104	67	59	44	59	67	70	41	161	36	29	24	22	33	24	10	57	54	40	24	12	25	22	20	16	15	25	13	10	9	8	5	3	5	1	11	11	8	5	12	3	1	0	2	3	2	2	3	1	4	5	3	7	2	3	3	2	1	3	4	0	1	2	2	2	0	2	1	2	0	2	1	0	2	2	1	0	0	1	0	2	0	0	0	1	1	0	0	2	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	7159	7667	1789	4248	931	1456	424	1240	773	172	119	163	814	431	265	174	71	203	80	144	163	56	121	200	49	34	60	97	15	90	39	28	13	29	51	53	29	147	24	7	6	10	13	21	0	50	50	39	21	9	19	20	18	11	13	21	9	5	5	3	2	1	0	1	9	8	6	3	9	2	1	0	0	0	0	0	3	0	2	5	0	6	1	0	2	2	0	2	4	0	1	1	1	0	0	0	0	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	10454	9045	2879	4707	1476	1865	844	1410	1009	474	434	377	905	539	407	300	198	292	163	214	258	129	155	219	108	94	78	111	62	103	69	64	50	57	69	69	42	140	44	33	25	24	26	21	17	49	50	29	20	12	30	21	19	17	12	30	12	13	10	7	5	3	5	3	13	11	6	4	14	3	3	2	2	4	1	1	8	3	2	2	3	7	4	3	3	1	1	3	2	0	1	1	2	1	0	2	1	1	1	2	1	0	1	0	0	0	2	1	1	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	7058	7860	1799	4185	930	1458	409	1182	746	166	117	161	812	414	283	174	72	201	73	149	180	63	113	185	55	41	44	88	17	85	45	27	15	24	52	53	31	123	34	9	10	10	12	15	3	42	43	27	19	7	23	18	15	12	8	26	9	7	6	2	4	2	0	1	11	9	4	2	11	2	3	2	0	0	0	0	7	2	1	2	1	6	3	0	2	1	0	2	2	0	1	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
