label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117
0.03	south26_active	80	814	474	486	967	514	126	115	452	385	82	303	562	209	40	42	29	23	84	268	23	27	115	46	130	27	13	6	24	38	14	33	4	3	4	17	8	7	11	5	4	24	8	2	9	3	0	0	9	0	0	10	2	1	9	0	1	2	0	4	1	1	1	0	0	1	4	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	3643	1766	1140	1181	769	470	393	558	466	227	319	513	282	141	117	102	77	137	272	66	63	96	59	101	36	37	28	44	58	33	28	13	16	19	15	10	10	13	13	10	17	12	8	6	6	4	6	5	3	7	13	2	4	10	0	1	5	2	2	1	2	1	4	0	2	4	1	1	0	2	2	1	0	2	0	0	0	2	0	1	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south27_active	80	793	453	441	834	452	126	105	418	326	87	246	449	231	40	47	24	20	93	242	17	28	75	36	83	18	16	5	28	47	13	20	4	4	5	11	6	4	10	9	4	17	6	3	6	2	1	1	4	0	3	12	1	3	9	0	0	2	0	2	1	1	1	1	0	1	4	1	1	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	3692	1748	1154	1195	770	473	389	622	495	233	360	552	303	135	123	110	75	130	273	57	60	83	70	158	38	40	27	43	51	30	45	16	21	22	13	11	9	14	16	16	20	15	9	10	7	7	5	4	4	5	15	1	4	11	0	3	3	2	3	1	2	0	3	1	4	3	4	1	0	4	1	1	3	1	0	0	0	1	0	2	0	0	0	1	0	1	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
0.03	south28_active	80	837	467	439	863	480	123	108	485	367	105	289	494	257	37	49	26	23	91	250	19	31	67	46	140	19	15	4	30	41	10	37	5	5	7	11	6	4	10	12	8	20	9	3	7	4	1	1	3	0	3	13	1	2	9	0	2	0	0	2	1	1	0	1	1	1	1	3	1	0	2	0	1	3	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	3708	1733	1190	1250	830	486	385	673	582	231	404	679	349	141	120	108	73	133	275	63	59	101	68	173	40	47	32	46	64	25	50	16	24	19	11	10	14	10	13	13	15	11	9	12	9	12	5	1	5	7	17	3	5	9	2	3	4	2	3	1	3	2	2	1	4	3	4	1	0	3	1	1	3	3	0	1	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south29_active	80	861	484	475	925	556	125	111	538	454	114	323	619	299	36	51	29	26	92	259	24	30	86	45	156	22	19	5	34	54	12	43	5	8	7	7	4	5	7	9	7	15	8	2	7	5	1	1	1	1	4	15	1	3	7	2	2	0	0	2	0	2	0	1	1	1	1	3	1	0	1	1	1	3	3	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	3741	1764	1254	1370	878	492	398	729	664	251	429	783	332	150	109	116	80	146	342	73	71	121	89	237	43	40	33	44	67	24	55	20	29	19	11	16	12	9	11	12	19	11	11	11	6	13	2	3	4	5	37	5	6	7	4	3	3	1	2	2	6	3	1	2	3	3	3	3	1	3	1	0	3	3	0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	south30_active	80	884	516	564	1061	611	137	126	589	542	117	343	729	290	30	41	35	33	109	321	30	39	106	61	219	26	14	6	34	56	14	46	6	10	8	3	8	4	5	8	7	16	10	4	6	5	1	2	1	1	3	35	2	5	5	4	2	0	0	1	0	3	0	0	2	0	1	2	0	0	1	1	0	3	3	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	3642	1838	1183	1527	907	459	390	848	683	246	418	824	394	135	118	123	105	137	452	52	78	153	61	215	50	45	32	45	71	29	41	20	13	13	19	23	18	38	12	9	94	9	9	16	7	10	7	4	10	5	32	4	6	5	3	2	3	1	7	2	0	2	5	3	2	3	7	0	3	0	3	6	3	7	0	2	1	0	0	1	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south31_active	80	850	592	554	1171	639	129	145	735	572	122	337	756	338	37	49	36	45	112	430	19	43	137	45	199	32	10	12	37	57	20	31	2	4	7	13	14	9	33	8	6	89	7	2	15	5	3	3	3	5	3	32	1	5	4	2	1	1	0	5	1	0	2	0	1	0	3	7	0	1	0	3	6	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	3686	1825	1210	1571	881	454	372	902	669	259	418	940	386	142	124	121	83	147	374	56	70	145	57	162	54	30	27	55	87	20	39	22	14	13	21	22	17	42	11	14	120	16	5	14	9	12	8	5	11	7	36	4	5	10	5	4	3	3	4	4	1	1	3	1	1	1	0	2	3	0	2	6	3	6	2	0	1	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south32_active	80	876	573	553	1218	608	135	139	782	562	136	337	874	326	41	54	34	32	113	353	20	38	125	41	146	32	4	9	50	73	12	30	3	6	8	14	14	7	36	8	8	115	11	1	13	8	4	4	4	6	4	35	1	5	8	3	1	1	1	2	1	0	1	0	0	0	0	0	2	1	0	2	6	3	6	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	3764	1836	1218	1596	898	474	373	842	658	275	370	1069	402	126	120	124	91	155	384	55	52	143	58	204	66	31	32	51	79	18	32	22	17	11	25	21	20	49	7	12	133	15	6	19	11	9	8	14	9	7	37	3	9	8	6	4	3	4	16	3	2	0	2	1	0	2	2	2	2	0	3	1	3	17	2	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south33_active	80	904	576	576	1271	622	138	140	715	573	140	297	1008	357	41	55	45	29	112	362	18	14	122	35	184	45	6	11	48	68	10	26	4	6	4	17	15	8	44	7	7	130	11	1	18	9	4	4	11	7	4	35	0	7	6	4	1	1	1	15	0	1	0	0	0	0	1	0	2	0	0	1	1	3	17	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	3774	1783	1196	1510	858	459	354	765	652	265	366	1047	346	128	123	112	92	166	366	52	50	150	69	189	60	34	38	50	71	21	29	19	15	13	27	25	18	36	7	13	57	20	3	20	9	10	5	19	9	9	28	2	11	7	9	3	1	4	15	3	2	0	0	3	0	3	2	2	2	0	3	1	1	13	2	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	902	519	541	1202	579	129	131	642	562	127	292	993	300	40	54	34	32	123	346	13	17	128	49	172	39	4	12	43	62	10	24	6	6	2	17	15	8	29	6	6	55	15	0	16	6	6	3	12	5	6	26	1	7	6	7	0	1	1	14	0	1	0	0	2	0	1	0	2	0	0	1	0	1	12	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	3757	1748	1162	1402	818	438	392	679	555	271	341	777	316	122	102	115	95	141	385	61	55	136	78	173	61	41	36	47	61	25	26	21	12	15	21	23	18	28	5	9	39	22	7	21	9	6	4	17	8	5	20	4	8	3	7	3	1	1	15	1	3	1	0	2	0	2	2	1	1	0	2	1	0	21	2	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south35_active	80	915	480	497	1068	527	122	136	550	466	133	271	715	264	33	51	38	39	104	363	16	21	119	56	156	39	7	11	37	54	12	18	7	4	1	12	14	9	23	3	5	37	17	2	14	4	5	1	10	4	3	19	2	3	3	6	1	0	0	13	0	2	0	0	2	0	1	0	0	0	0	0	0	0	20	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	3755	1755	1160	1394	803	438	388	595	544	242	329	738	284	118	95	110	98	157	393	67	59	106	70	177	73	49	32	46	48	25	27	17	13	13	16	25	17	18	6	11	44	20	6	17	14	8	4	10	6	4	5	4	6	4	6	3	1	2	7	2	1	1	0	2	0	2	0	3	1	0	0	1	0	20	2	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south36_active	80	884	478	484	1050	493	121	143	479	446	103	271	689	234	26	42	29	44	120	371	18	19	90	50	161	53	11	7	33	38	11	20	6	5	1	10	13	8	14	2	5	43	13	2	9	9	4	1	5	3	3	4	2	1	4	6	1	0	0	5	0	1	0	0	2	0	0	0	0	0	0	0	0	0	19	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	3757	1754	1179	1393	864	466	408	672	520	235	315	714	318	121	105	116	99	143	341	69	55	149	78	152	60	41	22	43	45	20	38	20	12	12	13	14	17	21	12	14	55	17	10	12	15	9	5	6	3	3	4	4	5	10	5	3	3	1	12	3	1	2	0	0	0	2	0	3	2	0	0	1	5	9	2	1	1	0	1	0	2	2	1	1	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south37_active	80	881	494	496	1050	557	135	145	549	422	105	250	669	262	26	43	39	38	110	319	19	21	128	54	137	43	10	4	29	34	9	29	7	3	3	6	6	8	18	6	8	53	11	2	6	11	2	2	5	1	2	2	2	1	10	5	1	2	0	10	1	1	0	0	0	0	0	0	0	0	0	0	1	5	9	2	0	0	0	1	0	1	2	1	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	3737	1762	1246	1465	903	467	415	724	601	240	362	826	353	118	118	112	102	150	403	59	69	176	72	180	62	45	22	34	47	22	39	21	14	14	18	8	12	22	14	20	85	19	13	10	15	11	6	9	4	4	7	1	7	11	3	4	2	2	11	2	2	2	2	0	1	1	0	2	1	1	0	1	5	0	2	1	1	0	1	0	5	2	0	1	3	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	880	525	564	1139	618	139	142	611	510	114	300	782	289	32	53	41	32	113	378	17	32	156	46	167	42	14	5	25	33	11	30	7	4	4	8	3	4	20	7	11	83	11	0	7	14	2	2	6	2	2	4	1	3	11	3	0	2	0	10	1	2	1	0	0	0	0	0	0	0	0	0	1	5	0	2	0	0	0	1	0	4	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	3668	1739	1217	1534	886	468	403	785	643	267	422	854	359	122	121	102	102	165	436	50	77	206	73	205	58	34	29	39	53	26	59	22	17	15	22	7	10	25	20	19	62	11	13	17	9	8	5	14	5	3	9	3	9	10	5	6	3	3	9	3	1	4	2	0	1	0	1	0	2	1	1	3	5	0	0	0	1	0	1	0	8	2	0	1	3	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	886	525	572	1202	635	153	141	676	557	135	348	800	293	34	56	43	32	125	418	15	42	180	51	192	35	9	7	32	41	10	47	6	6	5	8	3	4	20	9	11	60	7	1	14	8	0	1	8	3	2	6	0	6	10	4	1	2	0	9	1	1	3	0	0	0	0	0	0	1	0	1	3	5	0	0	0	0	0	1	0	6	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	3673	1756	1186	1508	889	498	379	740	671	262	466	919	336	119	121	102	86	156	387	48	84	176	72	238	64	30	29	49	55	21	56	20	21	15	21	3	7	25	16	20	72	17	10	18	8	7	3	15	7	2	12	3	13	1	5	4	3	3	2	2	1	4	3	1	2	0	1	1	2	1	1	3	2	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	6	1	2	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	920	541	552	1163	645	156	128	645	578	133	393	861	272	36	55	40	28	112	371	18	52	152	56	227	37	7	6	43	44	10	47	3	9	3	8	2	2	20	5	15	70	10	1	17	7	0	0	9	4	0	10	0	11	1	4	1	1	0	2	1	1	4	0	1	0	0	0	0	1	0	1	3	2	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
