label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89
0.03	south34_active	80	6625	2263	853	1752	329	254	230	730	115	130	121	71	276	209	55	54	95	47	69	34	77	33	37	14	9	14	23	7	13	2	8	24	11	3	19	5	4	4	3	1	1	7	2	9	3	2	1	2	1	2	7	2	0	0	0	1	0	0	0	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
0.03	south35_all	80	11022	3916	1758	2825	756	526	489	1152	283	279	280	170	456	355	102	98	186	104	112	68	118	64	58	27	22	34	30	18	18	12	26	29	17	15	32	15	12	9	9	3	5	11	3	9	4	3	6	5	2	6	9	4	2	0	0	3	2	0	0	0	0	1	0	3	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
0.03	south35_active	80	6954	2322	897	1880	341	245	243	753	127	129	143	71	299	230	56	55	118	50	67	25	73	35	36	13	6	17	13	8	13	3	11	20	12	5	15	6	4	5	4	1	2	6	2	8	4	2	1	1	2	3	7	4	0	0	0	1	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
0.03	south36_all	80	11010	3831	1861	2856	750	540	474	1138	297	273	271	164	469	349	101	99	176	101	115	57	124	69	53	29	21	33	31	15	15	13	24	21	19	12	26	18	5	6	11	6	4	10	3	4	6	4	5	5	3	7	11	7	1	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
0.03	south36_active	80	6936	2285	961	1910	336	247	248	753	138	133	145	70	283	216	53	52	128	53	70	22	83	43	31	12	8	15	17	9	10	4	10	13	14	3	22	8	2	2	6	0	1	4	2	3	6	1	1	2	3	4	7	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0
0.03	south37_all	80	10294	3627	1792	2554	725	582	440	1092	282	258	252	166	424	288	94	109	158	93	98	59	114	59	50	35	23	34	26	15	17	23	22	15	15	15	25	16	7	5	10	5	4	4	5	4	5	6	2	5	2	6	3	7	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	6451	2142	908	1707	332	273	236	713	140	137	137	73	246	168	51	53	108	51	59	29	72	37	27	15	10	21	13	8	10	11	9	9	10	4	22	8	4	1	7	0	3	1	3	3	5	1	1	2	2	3	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	9286	3354	1694	2335	735	571	442	924	291	235	242	169	373	253	104	107	139	77	86	63	87	52	42	38	29	28	24	11	19	26	19	11	15	11	23	12	6	6	9	6	5	4	4	7	3	5	3	5	1	6	2	8	0	1	1	2	3	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south38_active	80	5679	1894	827	1472	351	288	228	586	154	120	131	72	225	147	46	47	94	45	46	33	59	30	24	17	14	17	16	7	7	13	7	6	9	3	19	6	4	3	8	2	4	3	3	4	3	1	2	2	1	4	0	8	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	8273	3161	1587	1919	796	593	431	760	298	226	224	180	264	239	97	107	139	79	63	60	91	51	44	34	28	24	23	12	23	27	14	10	12	12	16	8	9	9	4	7	4	4	4	4	0	2	4	3	0	4	2	8	0	1	0	2	2	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south39_active	80	4897	1686	734	1157	405	313	209	480	157	101	111	77	155	150	44	50	86	49	36	35	57	30	24	17	15	15	13	7	11	13	5	5	7	3	14	5	7	5	4	4	3	3	3	2	0	0	2	1	0	3	0	8	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	7446	2905	1496	1806	795	571	429	632	302	230	227	208	261	212	95	102	119	58	67	49	65	42	38	38	36	26	20	17	16	23	16	12	7	9	8	6	9	6	1	5	4	5	1	4	1	2	6	0	0	2	0	5	0	0	0	1	2	0	2	1	0	2	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	south40_active	80	4247	1482	672	1084	417	297	195	394	162	96	113	95	158	132	41	45	69	34	32	27	32	24	21	19	19	14	8	12	6	9	7	6	2	4	4	4	7	5	1	5	2	5	1	2	1	0	4	0	0	2	0	5	0	0	0	0	1	0	2	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
