label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102
0.03	south30_active	80	442	118	219	64	99	814	479	74	17	499	42	147	49	13	4	8	28	11	20	41	19	51	65	6	15	1	35	3	2	5	0	99	16	7	36	3	3	12	1	1	2	5	0	3	0	0	5	0	0	0	0	0	0	0	1	1	0	0	0	3	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	1216	515	403	263	215	687	448	124	81	473	76	133	83	24	39	36	35	20	21	16	24	22	148	8	31	10	28	9	9	13	6	71	25	9	37	4	8	9	2	2	2	6	2	7	5	3	5	2	3	0	0	4	0	1	1	1	0	0	0	0	0	1	1	0	1	3	0	0	0	0	0	1	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south31_active	80	454	111	231	75	93	640	406	56	18	441	39	119	61	5	12	11	26	11	11	9	18	18	146	1	22	3	22	0	3	9	4	70	19	2	37	3	6	8	1	0	1	5	1	7	0	2	5	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south32_all	80	1221	507	423	272	216	794	457	137	81	501	68	138	69	25	38	37	32	23	23	17	25	32	177	8	27	10	34	11	12	14	6	87	32	7	79	4	4	7	3	3	3	6	1	7	4	1	1	2	4	0	2	2	1	1	0	2	1	0	0	2	0	3	3	0	1	3	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south32_active	80	458	123	239	76	98	745	418	66	15	469	32	117	54	9	8	13	23	13	11	8	16	28	175	1	23	1	27	1	4	10	4	86	26	1	79	4	4	6	0	0	1	5	1	7	1	1	0	0	2	0	2	0	1	0	0	1	0	0	0	2	0	3	3	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south33_all	80	1208	534	415	259	207	870	435	122	91	485	59	182	77	29	38	28	43	28	23	21	17	33	146	8	35	9	28	11	8	11	8	81	30	5	86	4	4	10	4	6	3	8	2	7	3	0	6	2	5	1	3	1	1	1	0	1	2	1	0	2	0	2	3	0	0	2	0	0	0	0	0	1	0	2	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south33_active	80	447	151	236	75	90	828	396	58	20	454	29	161	61	10	8	10	31	12	13	12	9	25	144	1	33	0	21	2	2	8	4	80	25	1	86	1	3	9	0	1	1	7	1	7	1	0	5	0	2	0	3	0	1	0	0	0	0	1	0	2	0	2	3	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south34_all	80	1206	563	400	238	207	879	466	114	79	520	71	184	58	35	39	27	49	26	22	20	19	39	128	8	27	11	23	5	9	8	7	62	25	7	104	8	3	11	6	7	1	7	1	3	3	0	13	2	2	3	3	1	1	1	1	2	2	1	0	2	0	2	2	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
0.03	south34_active	80	461	171	235	73	99	831	427	58	13	497	35	164	42	10	8	9	37	9	13	10	10	29	126	1	24	2	19	2	2	6	4	61	22	3	104	4	1	11	0	1	0	6	0	2	1	0	11	0	1	1	3	0	1	0	1	1	0	1	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south35_all	80	1212	554	399	230	225	896	495	103	74	630	72	190	72	36	41	35	47	26	20	25	20	43	113	8	29	9	17	2	7	4	6	68	70	4	88	8	3	16	5	4	2	8	2	3	5	0	18	1	5	4	4	1	0	0	1	2	1	1	0	0	0	3	1	0	7	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1
0.03	south35_active	80	464	164	227	78	110	844	462	57	19	611	31	172	49	10	11	7	32	10	13	16	11	32	111	1	25	3	14	1	2	3	3	67	67	2	85	3	0	15	0	1	0	7	0	2	1	0	16	0	3	2	3	0	0	0	1	2	0	1	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south36_all	80	1221	558	388	247	201	959	552	112	73	628	77	188	72	31	39	37	48	28	21	28	20	34	116	8	30	11	17	2	4	5	4	55	66	5	79	9	4	14	6	2	3	6	3	3	4	0	19	0	5	4	2	1	0	1	1	2	0	1	1	0	1	1	1	0	7	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0.03	south36_active	80	465	157	216	78	104	904	517	62	21	610	31	172	50	7	10	8	33	13	11	20	13	26	114	1	26	3	13	0	2	4	2	53	64	4	75	3	2	13	0	0	1	6	0	2	0	0	16	0	3	2	1	0	0	0	1	2	0	1	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	1213	551	394	262	197	947	562	110	80	616	82	178	79	40	41	35	40	32	21	28	20	40	109	5	34	12	22	4	7	14	5	84	60	4	66	6	4	9	6	2	4	2	4	2	3	3	11	0	5	1	1	1	0	1	2	2	0	0	1	0	1	1	1	1	7	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	455	145	206	80	107	896	530	66	26	587	40	162	55	10	11	6	27	12	10	15	12	34	107	2	29	4	16	2	3	11	4	82	56	4	61	3	2	8	1	1	1	2	1	2	0	2	9	0	3	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	1204	544	418	265	181	967	527	117	85	612	67	179	67	38	37	38	43	31	19	28	18	41	151	13	25	12	24	11	8	23	6	83	46	4	73	4	4	2	6	2	4	1	6	1	3	4	6	0	5	0	0	1	0	1	2	2	0	0	11	0	1	0	3	1	0	2	1	0	0	0	0	0	1	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south38_active	80	434	142	230	74	90	918	483	75	28	579	33	156	51	12	7	9	24	12	6	17	12	34	148	5	21	4	18	5	3	18	3	81	43	4	70	2	3	2	2	1	1	1	4	1	0	3	4	0	2	0	0	0	0	0	0	2	0	0	11	0	0	0	1	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south39_all	80	1163	531	431	264	189	994	491	120	73	516	61	159	60	34	33	32	47	27	16	30	23	58	116	16	26	12	27	13	14	26	7	69	25	6	72	4	3	4	5	2	4	4	6	9	1	4	4	1	3	0	1	1	2	0	2	2	0	1	10	1	0	0	3	1	0	2	1	1	0	0	0	0	1	0	2	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south39_active	80	430	139	243	79	94	939	449	78	22	479	35	133	41	11	7	11	28	8	6	16	14	50	111	7	22	3	22	6	3	19	5	64	21	5	69	2	1	4	2	1	1	4	4	9	0	3	3	0	1	0	0	1	1	0	0	2	0	0	10	1	0	0	2	0	0	2	0	0	0	0	0	0	1	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south40_all	80	1137	539	450	255	181	1125	550	101	78	459	49	143	69	38	39	34	48	25	14	26	27	66	100	15	40	7	17	14	12	16	7	47	23	4	73	6	5	3	3	0	3	6	6	9	2	1	4	1	2	0	2	1	2	0	2	1	1	1	12	1	1	0	3	1	2	2	1	1	0	0	2	0	0	0	2	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south40_active	80	421	131	242	70	72	1067	503	68	18	424	27	113	47	12	8	14	26	11	8	17	17	56	95	6	31	2	15	7	2	9	5	43	21	3	71	2	4	3	1	0	1	5	4	9	0	1	3	0	0	0	1	1	1	0	0	1	0	0	12	1	0	0	2	0	1	2	1	0	0	0	2	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
