label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133
0.03	south22_active	80	21203	16106	8051	6262	1355	2355	3797	3332	2541	799	1120	331	324	235	491	949	321	127	299	696	198	525	50	101	102	302	90	378	56	25	89	183	212	20	21	31	21	93	22	21	92	8	6	10	76	8	5	22	8	9	4	9	10	18	10	5	29	12	2	2	9	0	11	0	3	0	1	1	2	0	1	4	3	3	4	0	1	0	1	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	33374	20564	11223	8513	3878	3760	4652	3995	3126	1553	1721	996	860	757	865	1239	585	446	464	846	334	656	222	235	227	381	188	372	132	107	154	224	246	94	66	65	70	135	61	39	83	42	37	31	66	28	17	26	30	22	13	37	18	26	16	11	15	17	11	7	10	9	19	3	7	6	5	4	4	1	2	5	4	1	4	0	0	4	4	4	1	1	1	0	0	1	2	0	0	2	1	0	1	2	1	1	0	0	1	0	0	1	0	0	0	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
0.03	south23_active	80	20911	16044	7944	6428	1392	2335	3762	3315	2512	816	1144	316	320	252	514	1034	298	134	275	721	205	568	49	95	109	317	85	326	60	27	97	187	216	25	20	34	20	110	21	17	72	11	8	12	58	8	2	24	11	7	3	32	10	21	11	6	12	13	5	2	7	1	16	0	3	0	3	2	4	0	1	3	1	1	2	0	0	0	1	0	0	0	1	0	0	0	2	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	33190	20211	11110	8666	3867	3823	4727	3883	3030	1531	1772	983	940	742	886	1266	596	435	472	835	364	647	240	255	230	397	194	304	136	114	154	222	261	84	59	64	76	131	58	42	111	38	37	31	81	24	20	37	37	20	15	40	16	23	15	21	16	14	12	8	15	11	22	3	5	3	4	3	8	3	2	3	3	3	3	0	2	3	3	3	1	1	6	1	1	2	1	1	1	1	2	0	1	2	1	1	0	0	1	0	0	1	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south24_active	80	20928	15779	7819	6515	1397	2389	3805	3206	2421	792	1174	323	372	249	533	1067	291	128	264	717	230	537	57	99	107	328	89	266	63	28	99	183	227	22	14	29	22	101	23	20	102	14	7	11	73	8	5	33	15	6	6	32	8	20	10	13	12	13	5	3	11	3	20	0	1	0	3	2	7	1	1	1	1	1	1	0	0	0	0	0	0	0	6	0	1	0	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south25_all	80	32678	20487	11036	8596	3900	3867	4636	4097	3042	1529	1772	973	936	727	875	1272	574	446	453	825	367	637	252	253	229	398	200	263	150	123	159	198	258	85	70	67	72	126	52	47	104	34	37	26	66	24	23	44	31	27	18	40	12	24	11	25	16	30	13	10	12	9	29	14	5	4	5	6	9	3	4	1	2	4	2	0	2	4	4	4	0	0	6	1	2	2	1	1	1	1	2	2	1	0	1	1	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south25_active	80	20488	15998	7720	6450	1387	2416	3759	3426	2425	772	1208	314	368	231	508	1063	287	140	268	713	233	536	60	105	107	328	87	230	70	33	97	167	229	18	18	27	19	98	26	19	92	11	9	8	57	7	6	40	10	13	7	34	5	22	6	20	12	28	4	3	9	3	26	9	1	1	3	5	8	1	0	0	0	2	0	0	0	2	0	0	0	0	6	0	1	0	1	1	0	1	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south26_all	80	32746	20661	10964	8458	3924	4012	4658	4120	3068	1490	1771	963	965	729	882	1239	643	460	489	789	384	574	251	261	241	385	197	262	151	118	132	202	244	89	76	72	76	91	55	59	136	34	33	29	48	26	24	44	30	28	20	28	9	30	6	26	19	23	11	10	13	8	22	14	7	5	5	9	7	5	4	1	1	4	2	0	2	3	3	3	0	0	6	1	2	1	0	1	1	0	2	2	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south26_active	80	20514	16182	7612	6280	1341	2477	3780	3444	2475	748	1222	307	363	246	517	1048	331	147	304	674	242	468	56	110	113	322	82	227	59	30	75	166	215	24	24	28	21	63	29	23	121	13	12	11	39	8	5	37	7	14	7	24	3	24	3	17	16	22	2	4	10	2	20	10	4	1	3	7	6	3	0	0	0	1	0	0	0	2	1	0	0	0	5	0	1	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south27_all	80	33190	21138	10972	8442	3968	3911	4638	4243	3128	1534	1805	986	956	735	832	1206	651	445	489	775	379	578	239	251	232	403	195	336	149	113	125	222	266	92	75	75	66	92	58	56	123	34	30	27	38	29	20	30	22	23	16	22	12	42	5	16	24	27	9	14	22	7	32	22	6	4	4	6	6	6	6	3	0	4	1	0	2	3	2	2	3	0	6	1	1	0	0	1	0	0	1	2	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south27_active	80	20695	16715	7661	6281	1367	2390	3754	3535	2554	769	1289	296	359	246	493	1010	331	147	310	657	221	471	48	116	106	349	81	292	61	35	67	179	233	25	21	37	15	70	33	23	107	11	10	11	29	8	4	22	6	15	6	22	2	36	1	9	21	25	2	7	19	2	31	19	4	1	1	5	5	4	2	3	0	1	0	0	1	2	1	0	2	0	5	0	0	0	0	1	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south28_all	80	33472	21215	10944	8364	3942	3982	4552	4197	3146	1592	1765	995	905	743	798	1110	660	456	522	766	414	619	233	239	248	399	192	381	140	99	125	199	278	93	71	95	74	117	57	60	125	36	28	32	55	26	22	37	24	22	11	20	12	39	6	16	25	14	9	10	25	4	23	28	6	4	4	7	3	3	6	3	1	3	2	1	3	0	3	1	3	1	3	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	20900	16767	7641	6224	1342	2470	3682	3487	2603	816	1261	308	335	253	480	921	343	164	332	620	237	523	47	112	122	343	74	334	53	31	67	155	241	29	22	51	24	94	31	27	110	9	12	14	46	9	7	29	4	14	5	19	3	31	3	6	23	13	4	6	22	1	23	26	4	1	2	6	2	3	3	3	0	0	0	0	3	0	2	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	33387	20898	11060	8383	3975	3940	4523	4040	3202	1629	1703	1023	907	742	795	1108	676	458	527	763	455	633	235	226	244	452	180	344	128	101	126	177	254	93	65	93	67	123	52	56	118	42	28	31	73	24	23	29	22	16	14	18	15	32	11	17	21	22	8	10	27	7	26	19	5	8	6	8	6	3	8	8	2	4	2	2	3	1	4	1	3	1	3	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	20846	16396	7758	6271	1333	2464	3632	3307	2654	848	1181	336	339	256	473	934	364	169	339	617	264	532	54	117	127	400	72	299	58	34	70	127	217	28	20	50	24	99	25	31	107	10	8	15	64	12	8	25	4	10	5	15	5	24	7	5	18	21	3	6	26	1	25	17	1	2	4	5	5	3	4	8	0	0	0	1	3	0	2	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	33428	20686	10823	8499	3970	3943	4562	3914	3267	1643	1682	1000	895	776	791	1138	631	462	514	760	463	576	226	228	234	406	179	295	126	101	127	171	259	94	71	97	76	120	55	55	114	40	34	36	67	29	20	44	16	25	16	26	10	15	14	20	19	20	7	3	26	8	12	17	5	8	8	8	7	3	10	5	4	3	1	2	2	1	4	1	1	2	12	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	20941	16130	7563	6398	1332	2488	3679	3183	2720	849	1162	339	331	280	456	959	355	165	328	609	283	479	47	109	119	352	77	255	57	28	75	131	226	27	23	53	24	101	25	29	105	8	13	15	61	13	10	39	2	15	5	22	6	10	8	9	18	19	3	0	23	1	11	16	1	3	6	4	7	3	4	5	1	1	0	1	2	0	2	1	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	33152	21091	10836	8466	3952	3908	4738	4036	3372	1597	1703	971	886	745	819	1152	657	433	555	817	382	584	241	223	218	401	163	337	148	114	134	262	209	92	66	109	67	115	60	40	128	38	27	32	55	26	26	60	16	24	23	19	12	34	12	14	16	32	8	7	26	6	6	23	6	5	9	8	6	7	8	6	2	2	1	2	0	1	3	2	2	3	0	2	0	5	9	2	1	0	3	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south31_active	80	20741	16453	7720	6445	1408	2487	3878	3414	2803	822	1192	329	316	253	481	991	372	124	342	717	254	478	62	106	98	344	68	304	70	28	73	235	182	29	20	75	18	102	31	16	121	9	4	14	48	8	9	52	6	13	5	18	4	23	6	7	11	28	1	3	26	1	4	20	1	3	5	3	5	6	3	4	1	2	0	1	0	1	1	2	2	1	0	0	0	4	9	2	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	33280	20902	10907	8682	3907	3905	4704	4085	3292	1592	1801	981	888	765	830	1195	637	428	537	840	373	622	258	216	216	441	158	357	139	120	153	249	216	83	69	121	67	106	62	46	121	40	35	31	57	30	26	58	21	24	19	27	19	27	10	8	15	31	8	9	35	7	8	21	8	6	7	5	6	6	6	6	1	2	0	3	0	1	3	0	0	3	0	2	0	4	9	3	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south32_active	80	20924	16327	7790	6579	1379	2469	3805	3428	2749	850	1267	321	307	259	495	1016	350	118	317	744	244	508	64	95	92	378	70	318	71	40	81	227	184	22	20	82	15	92	35	22	112	6	7	12	51	8	8	49	7	12	1	23	5	18	4	4	10	27	2	5	35	2	5	18	0	4	3	2	4	6	2	4	1	2	0	2	0	1	1	0	0	1	0	0	0	4	9	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	33297	20747	10799	8481	3897	3940	4663	4090	3162	1632	1814	989	889	824	817	1167	608	453	553	818	413	692	244	236	214	447	159	349	146	116	148	268	176	88	81	98	64	117	67	42	124	41	33	28	63	30	34	48	24	19	16	26	22	26	9	6	13	24	9	7	16	8	14	8	8	8	5	5	7	2	4	5	1	2	0	2	1	1	3	0	0	3	0	0	0	0	9	3	1	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	20966	16191	7661	6377	1399	2480	3771	3400	2603	868	1265	311	316	279	480	964	346	144	325	721	269	572	56	100	92	350	67	310	79	37	80	250	145	25	22	62	14	100	36	20	120	5	9	11	55	9	13	41	8	5	2	21	5	15	5	2	10	20	2	4	15	2	11	6	0	4	4	4	5	2	1	3	1	2	0	2	0	1	1	0	0	1	0	0	0	0	8	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	33106	20736	10824	8529	3922	3864	4554	4011	3117	1579	1839	999	910	827	808	1226	617	475	568	849	426	676	262	212	233	546	186	375	149	121	144	295	171	70	84	96	71	114	66	43	102	40	36	38	52	29	30	46	28	14	18	25	20	21	9	7	20	10	10	7	29	7	16	6	4	4	3	4	7	0	3	13	0	2	0	1	1	1	1	0	1	0	0	0	0	0	10	2	2	0	6	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	20905	16110	7646	6435	1373	2423	3634	3305	2558	810	1269	322	333	286	453	1027	353	175	340	745	277	565	52	83	99	444	82	337	73	36	84	269	141	18	22	59	20	96	39	19	95	5	10	15	44	8	10	38	9	5	5	20	5	13	4	3	18	8	5	5	28	1	15	4	0	1	3	4	6	0	1	11	0	1	0	1	0	1	1	0	1	0	0	0	0	0	8	1	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	33222	20753	10878	8370	3953	4000	4418	3987	3160	1611	1764	1019	901	795	777	1204	620	488	572	870	409	686	241	217	230	486	180	416	143	134	129	263	154	70	80	95	80	122	62	48	89	43	35	35	46	24	30	35	27	16	25	24	19	23	10	12	28	12	9	3	29	6	28	8	2	2	3	6	6	0	2	19	0	1	0	1	2	1	1	1	1	0	0	0	0	0	2	2	2	1	6	1	0	0	0	1	0	0	1	1	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	20836	16071	7662	6343	1380	2534	3519	3310	2571	818	1225	347	361	280	427	1002	366	179	352	764	263	573	49	84	87	389	78	374	66	30	81	232	132	16	26	56	24	102	31	16	82	6	10	13	36	7	8	28	10	5	7	22	5	11	6	4	24	9	4	2	27	1	26	7	1	0	3	4	6	0	1	19	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	33440	20973	11095	8641	3978	4035	4414	3831	3182	1592	1656	1055	899	745	786	1286	606	494	547	795	435	573	257	207	244	465	187	395	143	128	132	266	163	71	73	89	80	96	48	49	84	39	35	32	39	22	29	37	24	19	24	22	15	24	13	14	24	19	10	5	23	6	24	9	2	5	3	5	5	4	2	19	2	1	1	1	2	1	2	2	2	0	1	2	0	0	3	2	2	1	4	1	0	0	1	0	0	0	1	1	5	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	21091	16241	7866	6551	1421	2555	3538	3133	2617	805	1149	361	377	265	435	1096	340	191	343	684	294	477	56	82	94	397	88	357	64	36	84	235	140	18	26	54	25	80	27	15	76	9	9	13	28	5	5	29	11	6	11	20	5	14	7	5	20	15	4	3	21	1	22	7	1	1	3	3	5	4	0	19	2	0	0	0	1	1	1	0	1	0	0	1	0	0	1	1	0	0	4	0	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	32770	19979	10532	8363	3969	3935	4295	3600	3192	1549	1609	1040	860	733	775	1220	606	488	545	703	454	586	256	221	237	410	174	385	133	121	115	189	169	82	76	83	77	76	47	51	85	34	39	21	47	21	26	54	23	22	23	21	13	22	13	13	18	18	6	6	8	8	19	11	5	6	4	5	4	5	3	17	2	1	2	3	1	1	3	3	3	0	1	2	0	0	2	1	1	1	4	2	0	1	1	0	0	1	0	1	6	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	19814	15020	7182	6164	1331	2407	3356	2866	2585	734	1086	325	333	251	432	998	327	162	316	595	305	477	61	81	82	339	77	345	55	37	74	159	145	27	25	43	25	61	21	15	77	9	13	10	31	2	6	46	11	10	9	18	5	12	8	4	13	16	1	2	5	2	17	9	2	1	3	3	3	4	0	17	2	0	0	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	31018	18222	9978	7657	3860	3731	3945	3258	2763	1498	1464	965	879	743	727	1055	582	470	522	588	420	518	260	242	217	361	167	294	121	113	108	166	151	81	78	78	65	62	46	44	99	28	43	27	48	28	18	48	15	22	18	18	11	11	14	12	18	13	5	6	8	9	18	13	5	6	4	4	4	7	4	7	2	2	2	3	0	1	3	2	4	0	1	2	0	0	2	0	1	1	0	1	0	1	2	0	0	1	0	0	6	0	0	1	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	17223	12927	6419	5251	1102	2110	2949	2430	2112	633	901	273	285	222	352	811	279	132	274	478	266	399	70	80	73	286	67	244	40	41	57	136	129	25	22	37	17	41	17	14	90	9	13	11	33	2	5	39	5	10	9	12	5	8	7	4	16	11	2	2	3	2	17	11	1	1	3	3	3	5	0	7	2	0	0	1	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	30097	17495	9646	7421	3796	3613	3809	3362	2674	1441	1475	924	874	737	746	1039	584	448	501	616	394	498	258	239	208	370	183	283	120	122	100	184	173	93	81	76	70	79	55	47	120	41	39	31	43	31	19	49	12	16	12	23	10	13	15	14	15	14	6	8	8	6	7	9	8	2	5	4	2	6	4	0	1	2	1	3	1	0	2	1	3	0	1	0	0	1	24	0	1	2	0	1	1	1	2	0	0	1	0	0	2	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	16107	12099	5938	4980	992	1918	2802	2490	1981	564	875	246	249	208	347	780	274	124	256	502	237	369	62	73	71	300	65	225	42	40	49	149	144	30	20	36	17	56	21	18	107	16	12	12	30	4	5	40	6	7	7	17	6	10	8	7	13	13	2	4	3	1	6	8	1	0	4	4	1	3	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	24	0	0	1	0	0	1	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	30268	18005	9870	7207	3780	3583	3861	3435	2747	1497	1478	930	909	709	793	915	564	433	459	677	362	543	269	243	205	324	170	281	135	123	113	168	174	81	72	68	61	94	54	55	113	41	36	35	42	34	14	33	12	11	12	19	11	21	14	12	9	21	9	7	21	6	12	9	7	5	3	4	3	7	3	0	3	3	0	3	1	1	1	0	3	0	1	2	0	2	24	0	1	2	0	1	2	2	1	0	0	1	0	0	0	1	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	16596	12736	6223	4846	1068	1875	2864	2583	2071	616	878	277	272	196	410	680	253	112	238	544	207	428	60	74	76	255	56	228	52	33	47	136	143	23	15	23	16	71	18	21	96	15	11	15	32	7	4	27	5	4	5	16	4	18	6	6	7	19	3	5	15	0	11	7	0	2	2	3	2	4	1	0	0	1	0	0	0	0	0	0	1	0	0	2	0	1	24	0	0	1	0	1	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
