label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169
0.03	north18_all	80	2821	1396	821	629	489	383	302	268	212	184	446	153	269	129	130	133	139	99	61	60	58	64	45	159	36	43	44	27	23	112	24	46	22	24	41	23	17	40	16	26	49	14	17	17	14	13	45	9	9	17	22	6	11	4	9	9	10	4	3	5	9	4	9	5	4	3	15	1	3	10	1	1	16	2	6	1	3	4	1	2	2	4	0	2	2	2	7	2	1	1	1	2	1	0	0	0	1	1	0	2	6	1	0	3	0	0	1	0	1	0	0	0	0	2	0	2	1	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0
0.03	north18_active	80	962	414	165	183	125	128	134	67	38	39	396	32	208	25	62	82	104	42	13	18	17	15	12	134	10	12	28	8	10	103	3	32	11	17	31	6	13	37	8	19	44	7	3	12	3	7	39	0	7	15	21	3	4	3	7	7	8	3	2	3	7	0	2	2	1	3	15	1	0	5	1	1	16	1	6	0	0	0	1	0	0	1	0	2	1	0	6	1	0	1	0	1	0	0	0	0	1	0	0	2	6	0	0	3	0	0	1	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north19_all	80	2857	1396	863	647	488	392	316	289	225	179	489	152	282	126	133	123	165	104	69	47	63	56	34	180	43	47	41	27	27	92	30	48	23	30	48	25	17	54	18	27	45	20	14	17	8	10	26	12	9	27	24	1	10	8	12	8	5	3	2	7	12	5	9	5	3	2	18	4	3	7	0	1	17	2	7	0	2	2	3	2	4	2	0	6	1	2	11	4	1	0	1	2	3	1	1	1	1	0	1	2	1	1	0	1	0	1	0	0	0	1	0	0	0	2	0	2	1	1	0	0	0	0	1	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	1002	428	181	193	139	151	152	80	46	41	439	31	226	22	64	75	132	49	18	16	25	8	11	153	10	15	27	8	10	83	5	36	15	20	38	7	13	50	9	15	38	10	3	14	2	4	22	1	8	27	23	0	6	5	10	7	4	2	0	5	10	0	2	2	1	2	18	3	0	2	0	1	16	1	7	0	0	0	3	0	0	1	0	6	1	0	10	4	0	0	0	1	0	0	1	0	1	0	1	2	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	2866	1387	883	603	478	411	329	294	244	178	580	152	327	117	139	125	156	90	77	48	71	51	34	236	46	45	43	29	32	117	27	42	23	33	76	31	20	77	15	26	47	18	15	24	8	15	34	9	9	33	28	3	8	24	14	8	10	7	2	7	12	5	7	4	4	3	19	5	0	3	0	1	27	4	6	2	3	2	2	5	3	2	0	6	1	2	6	4	1	0	0	1	2	2	1	2	0	0	1	2	0	1	0	1	0	1	0	0	0	1	0	0	0	3	0	1	0	1	0	0	0	0	0	0	0	0	2	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	1067	442	185	197	158	170	163	88	52	38	523	32	281	25	71	89	128	44	20	21	32	7	8	213	12	18	30	8	16	106	6	34	16	25	69	7	12	72	7	10	42	9	4	21	1	6	31	1	6	33	27	2	6	21	11	6	7	6	0	4	10	0	2	2	2	3	19	3	0	0	0	0	26	2	6	1	0	0	2	0	0	2	0	5	1	0	6	4	0	0	0	1	0	1	1	1	0	0	1	2	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	2995	1337	788	636	445	435	326	279	216	195	818	157	489	115	146	185	241	96	65	73	64	54	50	263	39	31	55	34	39	159	32	56	22	41	98	13	24	94	20	52	58	13	12	11	9	10	62	13	7	12	15	12	13	9	4	7	20	7	7	1	24	3	6	6	3	7	17	2	2	3	1	3	3	1	5	3	2	0	4	2	1	3	2	8	3	0	2	0	1	0	2	0	2	3	1	2	0	0	0	3	5	0	1	0	2	0	1	1	0	0	0	6	0	1	1	1	2	0	0	2	1	1	0	2	1	1	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	1333	455	190	229	165	196	173	83	54	43	758	37	450	34	94	140	204	43	16	34	27	15	15	254	16	10	31	9	17	153	6	51	11	26	90	3	20	90	8	44	54	8	4	7	4	7	60	3	6	11	13	5	10	9	2	5	16	5	5	0	22	0	6	6	1	4	16	1	1	3	0	1	1	1	3	2	1	0	4	1	0	2	1	7	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	6	0	1	1	0	2	0	0	1	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	2983	1323	826	649	466	411	326	267	202	201	773	149	472	107	133	177	209	97	65	63	58	59	46	246	42	34	50	40	44	169	31	67	29	50	93	13	27	101	21	42	61	11	15	20	8	8	72	11	7	13	18	10	14	13	3	5	9	6	6	2	29	3	5	4	2	5	14	1	3	3	5	2	3	0	5	2	2	1	2	1	1	3	3	3	3	0	2	1	1	0	3	0	1	1	0	4	0	0	0	2	5	0	1	0	2	0	1	1	1	0	1	0	0	1	1	1	2	0	0	2	1	0	0	2	1	1	2	0	0	0	2	0	1	0	0	1	1	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south22_active	80	1265	435	185	223	181	171	159	89	53	51	712	33	426	30	79	133	170	47	16	28	23	15	13	239	18	13	21	12	25	163	5	61	16	33	88	4	21	96	8	36	58	8	1	14	2	5	71	2	4	12	12	4	11	12	1	4	6	4	4	1	27	0	5	4	1	3	13	1	0	3	4	1	1	0	3	0	1	0	2	1	0	2	1	2	2	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	5	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	0	1	1	0	0	2	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	2888	1278	796	613	455	401	316	265	220	192	712	136	410	111	133	166	188	86	67	66	43	62	43	223	44	41	52	39	40	176	28	65	27	59	64	13	28	100	16	16	39	11	19	23	9	11	61	9	8	12	18	4	14	12	3	9	12	5	6	3	33	2	5	7	3	9	5	1	4	4	6	1	7	2	6	2	2	1	2	0	1	3	1	2	4	0	1	1	1	0	2	0	2	2	0	4	2	0	1	3	5	0	1	0	1	0	1	1	1	0	1	0	2	1	0	0	0	0	0	2	1	0	0	7	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south23_active	80	1158	406	176	196	166	156	147	87	50	44	650	40	364	32	80	120	144	36	13	28	17	18	8	213	15	14	22	10	24	169	5	55	14	45	57	3	19	94	5	12	36	6	2	16	2	6	59	3	5	10	12	3	12	10	0	7	10	2	4	1	30	1	4	5	1	8	4	1	0	4	4	1	5	1	4	0	1	0	2	0	0	2	0	2	2	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	5	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	1	0	0	7	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	2823	1276	817	613	485	380	322	266	210	186	621	125	339	118	128	158	168	82	60	65	41	57	42	165	46	40	45	43	43	153	27	78	30	42	55	14	26	81	10	29	52	12	17	20	11	13	41	10	6	12	17	5	17	12	2	12	10	7	4	2	22	3	2	9	4	7	4	1	4	2	6	1	5	3	6	2	1	2	1	1	0	0	1	2	2	1	1	2	1	3	1	1	2	1	0	3	2	6	2	3	2	0	0	0	0	1	2	0	1	0	1	0	2	1	0	0	0	0	0	1	0	0	0	5	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south24_active	80	1101	388	188	195	167	145	145	73	42	42	560	34	292	31	70	106	130	36	13	21	17	14	6	149	14	11	21	15	26	144	4	67	17	32	44	3	16	74	3	19	49	4	2	13	2	7	40	4	4	9	13	3	13	10	0	7	6	2	3	1	19	1	1	7	1	7	3	0	0	2	5	0	4	1	6	1	1	0	1	1	0	0	0	2	0	0	0	1	1	3	0	0	1	0	0	1	1	6	0	1	2	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	2727	1290	825	592	479	380	317	264	214	188	499	133	325	130	137	138	181	71	61	61	49	51	46	136	45	39	39	44	30	106	27	57	23	34	50	12	18	47	10	27	42	16	13	22	10	13	36	13	5	9	14	6	8	8	3	11	15	7	3	4	13	5	3	7	4	10	4	1	1	4	4	3	10	5	4	1	0	1	0	1	0	0	0	1	2	1	1	2	0	3	0	1	2	2	0	1	2	6	2	1	3	0	1	0	0	1	1	0	0	0	0	3	2	1	0	0	0	0	0	1	0	1	0	5	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1012	392	182	177	148	144	137	65	38	46	436	36	271	32	71	94	135	27	13	19	22	13	8	121	12	8	20	16	17	96	5	45	13	27	36	3	11	40	3	17	38	7	4	14	1	6	34	4	4	6	12	3	6	4	0	6	11	2	2	2	11	3	2	5	1	10	3	0	0	4	3	0	10	3	4	1	0	0	0	1	0	0	0	1	0	0	0	1	0	3	0	0	1	1	0	0	1	6	0	1	2	0	1	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	1	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	2778	1332	841	570	487	388	321	256	221	195	555	136	352	132	134	163	188	82	63	60	65	47	46	178	42	43	46	38	32	171	28	61	20	25	43	10	18	39	17	26	55	16	13	19	15	11	39	11	4	20	12	8	7	14	2	14	13	8	3	4	5	7	6	11	3	5	15	1	1	3	3	4	43	7	3	2	1	1	1	5	0	0	0	0	1	1	4	2	1	3	0	1	2	2	0	0	1	6	2	0	4	0	1	0	0	1	1	0	0	0	0	4	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	1031	423	187	175	159	149	145	69	47	44	492	31	309	36	82	113	152	33	13	22	29	10	10	162	11	11	34	15	17	164	6	52	14	15	30	2	10	34	6	16	51	7	4	12	5	3	35	4	2	14	10	4	5	9	0	7	9	2	2	2	3	3	4	8	1	5	14	0	0	3	2	0	43	4	2	2	0	0	0	2	0	0	0	0	0	0	0	1	0	3	0	0	1	1	0	0	0	6	0	0	3	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	2818	1336	826	564	473	396	317	240	224	196	778	133	401	139	147	172	201	81	69	59	63	49	51	225	42	44	43	36	26	204	27	54	18	29	47	15	22	51	18	11	51	20	17	20	19	11	61	11	7	22	15	8	6	18	4	13	17	8	2	5	3	8	5	10	5	7	20	4	1	4	2	4	43	6	2	1	2	1	2	5	0	1	0	0	2	1	7	2	1	5	1	1	0	1	0	0	0	6	0	0	2	2	1	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	1068	439	191	167	161	163	133	75	56	43	717	33	369	34	93	120	171	33	13	24	27	7	9	213	11	14	34	11	12	193	6	45	12	15	40	4	12	47	7	7	48	11	6	13	9	4	57	4	2	16	10	5	5	13	2	7	15	3	2	3	2	4	4	6	1	7	19	2	0	4	2	1	43	4	1	1	0	0	1	2	0	0	0	0	1	0	3	1	0	5	1	0	0	1	0	0	0	6	0	0	1	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	2867	1354	823	585	448	384	333	257	219	201	933	140	472	122	157	177	212	81	67	69	70	57	59	280	47	39	46	34	38	270	25	55	22	37	49	17	27	70	23	16	75	19	13	18	21	10	64	6	7	23	23	12	7	17	6	11	16	9	4	6	3	7	6	10	4	4	21	3	3	7	1	2	46	4	3	1	2	3	2	10	1	1	0	4	4	0	6	4	1	4	1	0	0	1	1	0	0	0	0	0	1	3	0	0	1	0	0	0	0	0	0	5	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	1190	464	200	181	155	169	164	81	60	41	873	36	429	31	103	130	187	31	13	31	27	10	8	269	16	12	37	9	22	264	7	46	13	25	44	4	16	67	9	11	73	10	3	14	9	3	61	3	2	16	16	6	6	13	5	6	14	4	3	4	3	3	4	6	0	4	20	2	0	6	1	1	46	3	2	1	0	0	1	7	0	0	0	4	2	0	3	3	0	4	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	2854	1347	809	607	441	398	367	262	207	183	930	142	532	105	160	156	212	97	61	61	64	57	58	330	46	36	40	28	39	240	22	56	30	42	51	15	30	92	16	24	87	16	9	22	21	12	55	8	11	16	51	7	10	11	7	11	15	12	5	6	1	6	4	7	5	9	14	4	3	5	1	2	47	2	7	0	1	3	1	6	2	2	0	4	3	0	19	6	0	4	1	0	0	2	3	0	3	0	0	0	0	3	1	2	1	0	1	0	0	0	0	5	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	1248	473	217	204	139	193	191	88	61	32	879	38	486	23	108	111	193	46	16	30	26	13	9	319	17	9	27	9	21	233	6	45	24	27	43	3	17	89	6	16	85	7	4	18	11	4	53	1	6	12	45	4	8	8	5	6	13	6	3	4	1	3	3	4	1	9	13	2	0	4	1	1	47	1	2	0	0	0	1	6	0	0	0	4	2	0	19	5	0	4	1	0	0	2	3	0	3	0	0	0	0	1	1	2	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	2827	1324	803	612	471	415	377	272	183	179	927	155	527	108	166	142	203	89	66	62	67	56	54	354	49	31	36	25	44	232	18	57	33	34	75	20	20	114	13	34	88	15	10	14	11	10	75	12	10	18	56	6	9	11	10	5	17	16	8	5	5	4	9	5	4	6	8	4	2	7	1	2	13	2	6	0	1	3	2	6	2	1	1	9	3	2	19	6	0	2	1	1	0	2	3	0	3	0	0	0	1	1	1	18	1	0	1	0	1	0	0	4	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	2	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	1209	451	210	211	154	198	212	92	52	38	877	46	474	27	112	107	186	44	18	29	32	18	10	344	16	7	20	10	25	226	7	49	23	24	65	5	14	111	5	22	88	6	4	10	6	3	72	3	8	15	52	3	6	8	5	2	10	11	5	3	5	1	7	4	1	6	7	1	0	5	1	1	13	1	2	0	0	0	1	6	0	0	1	8	1	1	19	5	0	2	1	0	0	2	3	0	3	0	0	0	0	1	1	18	0	0	1	0	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	2902	1374	846	625	468	393	322	293	198	180	797	127	413	116	150	153	193	90	68	60	48	47	44	322	43	26	55	29	35	216	37	95	32	26	43	16	25	155	22	35	80	16	8	19	10	12	42	13	7	17	38	14	24	19	4	5	12	10	7	7	23	2	3	8	3	3	6	3	1	1	3	0	14	3	14	2	0	2	3	1	2	1	0	2	0	1	6	1	1	10	1	0	1	1	2	1	1	6	0	0	6	1	0	0	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0
0.03	south31_active	80	1193	505	213	217	131	161	171	92	70	33	750	44	362	25	96	125	167	49	16	25	19	13	13	312	19	15	39	8	20	206	7	83	11	20	36	4	18	149	7	32	77	5	4	16	5	7	38	5	6	15	35	6	20	15	3	4	9	3	5	3	23	1	2	8	1	1	4	1	0	1	2	0	13	3	14	0	0	1	0	1	1	1	0	2	0	0	6	1	0	9	0	0	0	0	0	0	1	6	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0
0.03	south32_all	80	2836	1401	858	619	457	383	340	276	205	189	692	132	394	116	139	156	179	91	73	52	44	47	50	260	42	36	50	34	38	204	34	72	25	26	62	22	29	161	20	39	78	16	6	18	11	14	21	13	5	18	36	9	14	19	6	5	14	11	7	1	11	0	7	6	1	3	8	2	1	1	1	1	16	5	6	4	2	2	1	1	2	2	0	2	0	1	7	1	0	11	0	0	0	1	1	0	1	3	1	0	4	1	0	1	0	0	0	0	1	0	2	3	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0
0.03	south32_active	80	1091	458	194	202	113	153	174	81	61	38	643	47	344	28	83	125	147	47	15	23	10	14	11	250	20	21	36	9	22	196	5	56	7	18	54	7	21	154	7	35	75	5	2	15	4	9	18	5	5	16	32	5	9	14	3	3	10	2	5	0	10	0	1	4	0	3	4	0	0	1	1	0	15	3	6	2	0	1	0	1	1	2	0	2	0	0	6	1	0	10	0	0	0	0	0	0	1	3	0	0	4	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0
0.03	south33_all	80	2776	1352	849	588	414	370	357	279	230	200	676	139	331	116	142	162	176	89	81	61	66	44	52	233	48	41	42	39	32	198	27	65	24	24	63	17	28	150	20	32	60	14	13	15	13	17	27	12	9	19	25	10	16	12	9	2	13	14	4	3	12	2	6	5	2	3	10	2	1	4	1	4	8	7	3	3	3	2	1	2	2	3	0	2	0	0	7	2	1	7	1	0	1	1	1	0	0	2	2	1	4	0	8	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	983	399	180	176	102	146	162	86	55	39	614	41	281	26	84	134	142	46	16	25	17	11	10	221	19	17	28	11	18	189	3	49	11	13	58	5	16	141	7	26	56	4	4	11	4	10	19	3	7	17	20	4	11	6	3	1	8	4	3	2	11	0	0	3	0	3	7	0	0	4	1	1	7	5	2	3	0	1	0	1	1	3	0	2	0	0	6	2	0	5	0	0	1	1	0	0	0	2	1	0	4	0	8	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	2691	1352	835	582	418	365	363	231	233	193	518	133	243	120	131	153	157	84	83	64	70	42	51	187	46	46	34	34	33	142	21	51	19	21	70	21	29	99	12	22	37	12	12	17	12	18	36	9	11	18	25	6	20	17	9	3	9	7	3	5	12	4	8	9	2	3	6	1	2	7	1	5	12	6	3	5	3	2	1	2	1	4	2	3	1	0	2	2	2	3	1	0	2	1	1	0	0	1	2	1	0	0	8	6	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	900	394	174	151	106	141	165	63	41	31	444	29	208	27	85	112	118	35	14	28	21	8	6	173	16	15	23	10	13	133	2	37	13	10	64	5	17	92	5	14	32	4	3	13	4	8	29	2	8	15	20	2	17	11	3	1	6	3	2	2	11	1	1	6	0	3	4	0	0	5	0	1	11	4	1	4	0	1	0	0	0	4	0	1	0	0	1	2	1	1	0	0	1	1	0	0	0	1	1	0	0	0	8	6	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	2647	1351	805	552	442	360	334	235	255	181	526	121	217	122	126	151	152	82	78	76	76	52	48	151	46	45	45	31	31	109	26	35	17	20	49	21	25	78	12	22	44	8	12	12	13	18	37	8	8	12	15	6	18	15	6	5	9	6	3	6	11	5	9	8	2	3	8	2	1	10	1	5	12	3	4	3	2	1	1	4	0	3	2	3	1	0	1	1	3	13	1	1	3	1	0	0	0	2	1	2	1	0	8	5	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	872	393	176	139	124	133	136	54	46	33	451	20	183	27	75	111	116	29	17	36	22	10	7	133	16	11	27	7	11	100	4	25	13	7	43	3	14	71	3	13	41	2	3	9	4	8	32	2	5	9	9	3	14	10	2	4	6	4	3	3	11	2	2	6	1	3	6	0	0	6	0	1	10	2	2	2	0	1	0	1	0	3	0	1	0	0	0	1	2	11	0	0	1	1	0	0	0	1	1	0	0	0	8	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	2682	1348	797	571	457	365	330	240	239	176	632	123	272	119	134	169	164	94	68	72	72	44	55	138	41	43	47	34	37	105	25	41	10	26	58	16	24	67	11	25	28	5	8	11	11	14	34	10	6	11	23	4	13	16	4	8	8	5	6	5	15	4	5	6	2	2	13	4	3	8	2	7	14	1	3	4	2	2	1	3	1	2	4	3	1	0	0	1	3	10	1	1	3	0	0	0	1	2	0	1	1	0	1	8	2	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	3	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
