label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168	Otu169	Otu170	Otu171	Otu172	Otu173	Otu174	Otu175	Otu176	Otu177	Otu178	Otu179	Otu180	Otu181	Otu182	Otu183	Otu184	Otu185	Otu186	Otu187	Otu188	Otu189	Otu190	Otu191	Otu192	Otu193	Otu194
0.03	north15_active	80	2080	1623	888	312	289	784	424	355	478	173	165	87	117	98	118	48	70	113	40	56	75	52	42	26	39	48	54	19	21	53	22	29	17	59	23	17	26	17	12	11	20	16	9	29	20	23	28	26	11	3	16	5	24	8	2	11	9	9	4	2	17	1	6	9	1	0	5	22	4	14	4	5	0	5	7	1	1	4	3	0	2	1	2	4	6	1	1	3	1	2	0	1	1	2	0	3	0	1	0	2	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_all	80	3711	2723	1523	617	594	1256	669	572	762	329	280	141	219	160	166	104	139	213	107	89	99	84	68	56	75	75	103	51	33	98	51	40	28	84	41	40	46	29	22	24	37	29	26	40	31	27	28	49	17	13	21	7	33	13	10	15	19	13	7	6	27	8	16	6	4	4	8	16	14	16	3	6	1	9	6	3	1	5	5	0	2	2	3	10	6	1	3	4	5	5	4	1	5	1	1	5	2	4	0	1	2	1	0	0	1	3	0	0	0	0	0	1	0	0	1	1	3	0	0	0	0	0	2	1	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north16_active	80	2098	1709	923	283	298	820	418	363	476	187	157	65	121	96	106	40	83	141	54	52	60	50	36	30	44	43	66	26	17	63	26	26	18	55	26	22	23	17	8	15	20	10	11	23	19	15	19	25	14	6	15	4	21	8	2	12	11	9	3	4	23	3	11	4	0	1	5	13	7	13	1	4	1	6	4	2	1	1	3	0	2	1	1	8	4	1	1	3	2	2	1	1	2	1	0	4	1	1	0	1	2	1	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_all	80	3789	2804	1517	609	568	1232	708	550	839	363	296	147	215	151	162	119	146	246	107	94	104	97	81	62	72	65	99	48	36	118	45	33	23	94	42	44	39	23	26	27	43	33	20	40	15	22	26	39	18	14	16	6	29	18	8	11	17	12	14	11	28	8	10	6	3	3	10	6	15	16	3	6	1	7	5	3	1	7	7	0	4	2	3	9	9	0	2	2	6	12	5	5	3	2	2	4	2	2	3	4	2	2	0	0	1	0	0	0	0	0	0	1	1	0	1	3	5	0	0	0	0	0	1	1	2	0	1	1	1	0	0	0	0	2	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north17_active	80	2134	1739	918	282	286	785	443	352	516	212	191	64	115	99	95	54	91	155	66	57	64	56	48	29	41	36	61	24	22	85	26	18	18	65	25	26	18	11	11	15	19	16	11	29	10	9	18	24	15	8	10	4	19	12	2	7	9	7	3	7	24	3	8	5	0	1	7	2	9	15	1	3	1	4	4	1	1	3	4	0	3	1	0	7	3	0	1	2	2	2	1	0	2	2	0	3	2	0	3	2	2	2	0	0	1	0	0	0	0	0	0	1	1	0	0	2	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_all	80	3844	2814	1532	621	577	1200	733	520	818	355	309	150	218	166	191	118	143	228	111	87	99	106	87	64	64	69	108	42	31	129	43	40	29	75	47	39	35	22	21	27	47	37	24	29	13	20	13	45	19	19	22	13	22	19	8	15	13	10	10	12	26	9	9	6	2	6	10	5	13	21	8	5	4	4	2	2	5	7	2	2	3	3	2	7	7	2	2	2	3	12	3	7	3	2	2	6	2	7	6	3	0	2	1	0	0	0	0	0	0	0	0	1	1	0	2	3	2	0	0	0	0	0	1	0	2	0	0	1	0	0	0	0	0	4	0	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north18_active	80	2161	1720	903	290	296	750	463	331	501	213	192	58	118	103	104	55	88	147	68	33	63	54	49	31	37	37	63	19	20	93	27	23	21	54	27	27	16	9	7	16	21	20	8	21	10	10	11	36	16	7	13	9	17	15	1	8	9	6	1	9	22	4	8	5	1	1	8	0	9	20	4	3	3	2	0	1	4	3	1	0	1	2	0	5	2	2	0	1	1	2	1	1	2	2	0	4	2	1	4	1	0	2	1	0	0	0	0	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_all	80	3719	2821	1526	611	573	1159	712	504	804	356	312	157	218	184	220	125	144	194	118	103	110	113	94	68	73	62	105	37	38	127	36	39	25	75	49	41	34	24	25	33	52	39	21	36	21	23	15	50	18	20	22	16	17	20	10	18	10	10	13	11	22	5	13	8	3	7	6	7	13	17	7	6	3	3	2	3	5	6	2	2	3	5	2	6	6	3	1	2	3	11	4	8	4	2	1	2	3	5	6	5	1	1	1	1	0	0	0	0	0	0	0	1	1	0	2	3	3	1	0	1	0	1	0	1	1	0	0	1	0	0	1	2	0	3	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north19_active	80	2046	1720	914	284	279	756	434	316	482	213	191	64	116	99	122	57	77	116	68	46	73	59	56	28	38	37	66	12	20	89	20	22	17	58	24	32	16	11	12	17	20	22	6	28	13	12	13	42	15	9	13	9	16	14	4	7	5	7	2	8	12	3	12	5	2	1	4	2	10	17	5	3	2	2	1	1	4	4	1	0	1	1	0	4	2	2	0	1	1	2	1	1	3	1	0	1	2	1	4	3	1	1	1	0	0	0	0	0	0	0	0	1	1	0	0	2	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	3684	2837	1549	567	570	1140	705	509	803	359	302	159	207	168	224	116	137	179	112	103	115	94	82	60	60	76	100	42	41	120	40	46	30	64	47	44	38	28	20	30	51	40	18	34	21	20	19	52	18	20	28	14	16	19	9	18	16	10	4	19	25	5	23	11	4	8	2	9	6	20	8	7	6	3	4	6	5	7	2	3	1	7	2	2	2	4	1	3	1	1	2	4	2	3	0	2	3	5	4	3	1	0	1	1	1	0	2	2	2	0	1	0	0	0	2	0	1	1	0	1	0	1	0	1	0	0	0	1	0	0	1	3	1	2	1	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_active	80	2070	1733	929	268	264	746	449	320	473	218	181	77	111	81	131	53	69	116	57	41	72	41	45	27	34	44	64	15	18	76	23	25	17	45	21	34	14	15	11	14	16	23	4	23	13	11	15	38	12	7	18	8	14	13	4	9	8	5	1	8	15	3	22	8	2	1	2	2	3	20	4	4	4	2	2	3	4	4	1	1	0	1	0	0	2	2	0	2	0	0	0	1	2	2	0	1	2	1	2	3	1	0	1	0	1	0	2	2	2	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	2967	1294	1701	1380	533	716	755	454	621	230	214	167	162	153	207	119	119	83	111	101	81	78	166	128	58	68	63	39	85	39	41	37	72	63	50	44	23	61	16	28	29	26	20	49	30	8	13	24	10	13	37	32	21	24	11	17	11	10	7	10	11	2	28	10	7	1	3	5	5	7	4	5	5	1	10	9	5	3	5	5	2	7	14	7	2	2	7	1	2	6	3	1	2	1	1	2	0	0	5	4	2	1	2	2	3	1	0	0	1	2	1	0	0	0	1	1	0	0	1	0	3	1	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	1387	555	1037	855	262	417	477	256	408	118	111	73	67	65	123	68	57	38	60	61	42	41	94	74	31	41	39	15	51	21	24	19	50	37	36	24	16	48	7	16	10	11	9	34	14	7	8	12	2	6	28	27	14	19	8	9	5	4	5	7	6	1	19	4	5	1	3	1	3	2	3	2	3	1	7	7	1	1	5	5	2	5	11	3	0	1	5	0	1	4	3	0	1	1	0	0	0	0	5	2	1	1	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	2963	1258	1699	1355	527	742	738	457	604	220	214	156	167	171	193	142	108	88	108	85	81	70	140	140	63	71	71	49	84	39	41	35	87	64	64	53	24	66	18	24	28	31	17	50	21	12	14	22	14	8	46	35	21	30	15	6	12	11	11	10	13	6	13	6	5	2	4	4	4	7	1	7	3	1	8	7	4	5	5	5	0	9	14	7	4	1	4	0	2	7	4	1	2	1	1	2	1	0	2	2	1	2	3	3	2	1	0	1	0	3	2	2	0	0	1	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	1396	552	1056	844	256	427	480	255	417	103	118	76	72	81	112	70	51	38	57	54	44	43	74	101	30	41	47	19	49	20	20	22	63	34	43	33	14	49	6	13	10	17	9	37	14	10	9	14	5	2	37	23	16	24	12	5	6	4	8	7	9	2	9	2	3	1	1	1	2	2	0	3	1	1	6	6	0	2	5	5	0	6	11	4	1	0	3	0	1	4	3	0	2	1	0	0	1	0	2	0	1	1	1	2	1	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	2962	1259	1797	1403	552	784	788	469	549	218	220	178	168	181	205	141	111	84	126	98	69	68	130	155	66	81	72	50	74	44	48	39	81	56	61	58	21	74	20	18	35	34	15	66	27	12	16	18	16	10	42	39	23	30	21	12	13	12	12	11	13	9	7	4	3	5	4	4	3	7	2	6	5	1	7	7	6	4	6	1	1	9	15	5	2	2	4	0	1	5	4	2	4	0	2	2	1	0	2	3	4	3	4	1	2	1	0	1	0	2	3	2	0	0	4	1	0	1	1	0	2	0	1	0	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	1410	568	1108	898	288	451	535	284	392	110	128	94	85	94	132	57	48	35	68	60	35	40	72	123	34	47	45	22	46	19	24	24	56	34	41	35	12	46	8	10	20	20	6	56	20	9	10	12	6	3	32	26	16	25	12	9	7	6	9	6	9	3	3	3	2	3	1	1	1	3	0	3	2	1	6	6	1	1	6	1	1	6	10	2	1	0	4	0	1	2	3	0	4	0	0	0	1	0	2	1	3	2	1	0	1	0	0	0	0	0	1	2	0	0	3	1	0	1	0	0	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	2931	1260	1850	1464	554	771	878	470	607	230	217	189	168	183	199	153	108	97	136	92	68	70	113	142	70	77	79	51	62	46	45	43	97	58	79	58	22	70	21	23	39	46	17	66	34	16	12	15	14	12	41	38	18	22	24	10	14	20	11	15	15	11	12	8	1	6	7	5	6	5	4	6	4	5	7	7	4	3	6	10	1	5	10	5	4	1	3	0	1	12	3	2	7	0	1	1	1	0	1	4	3	2	4	1	1	1	0	1	0	2	2	2	0	0	3	1	0	1	0	0	2	0	1	0	1	1	0	0	0	1	1	1	1	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	1417	586	1162	919	292	468	596	276	419	113	119	97	95	99	123	63	54	43	79	51	34	43	72	110	34	41	47	21	32	27	22	26	67	38	39	33	11	38	7	13	24	24	7	51	23	10	7	7	7	5	29	18	7	16	14	6	6	11	7	6	12	3	4	5	1	3	4	1	5	3	0	3	1	4	6	5	1	1	4	10	1	2	5	2	2	0	2	0	1	7	1	1	5	0	0	0	1	0	1	2	2	1	0	0	0	0	0	0	0	0	1	2	0	0	3	1	0	1	0	0	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	2954	1274	1795	1564	563	703	822	449	571	242	259	173	156	174	193	141	113	90	138	94	57	73	118	159	72	74	71	46	63	54	40	46	119	58	87	62	23	80	25	21	42	42	12	66	30	19	20	12	13	11	50	42	20	35	21	11	14	17	8	17	14	13	14	15	0	10	3	6	9	6	6	6	6	8	4	6	4	1	8	12	3	2	5	2	3	1	14	0	0	12	3	3	7	2	1	0	0	0	1	2	4	2	3	3	1	0	0	1	0	1	1	0	0	0	3	0	0	1	0	0	2	0	0	0	1	1	0	0	0	1	1	1	1	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south25_active	80	1446	590	1129	1004	300	449	521	265	361	126	141	92	82	96	119	61	61	38	86	46	28	39	76	111	38	36	41	22	40	34	19	24	80	38	46	33	13	43	8	13	30	25	6	51	22	12	9	5	7	6	34	24	6	25	10	6	7	9	3	7	10	4	4	11	0	7	3	2	7	3	1	3	2	7	2	5	2	0	6	11	1	1	1	1	1	0	5	0	0	7	0	1	5	1	0	0	0	0	1	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	2	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	3037	1300	1769	1554	539	669	864	422	593	255	237	172	168	188	180	134	102	92	140	94	67	73	135	145	77	63	70	49	67	51	38	59	108	71	89	69	33	76	26	21	44	35	16	64	31	23	22	14	11	9	42	54	15	33	17	10	11	17	8	15	10	8	12	16	0	15	5	6	11	4	6	6	7	10	3	8	5	0	6	14	2	2	3	3	5	2	13	1	1	10	3	4	5	2	0	0	0	1	1	2	3	1	1	2	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south26_active	80	1448	606	1115	995	275	420	550	237	363	130	123	87	81	110	107	65	59	46	92	52	33	37	84	96	36	34	42	25	41	34	19	31	67	39	39	34	19	44	10	12	31	22	7	40	17	15	10	4	6	4	26	38	4	18	7	4	5	6	3	7	7	2	5	12	0	11	5	3	7	2	2	3	3	9	1	5	3	0	4	13	0	0	1	1	4	1	4	0	1	7	1	1	3	1	0	0	0	1	1	2	2	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	2998	1270	1835	1550	533	707	810	408	602	250	241	168	154	193	184	133	95	90	132	80	78	73	148	136	78	59	80	50	86	52	34	56	119	67	66	58	31	92	26	21	44	29	17	58	23	24	20	14	11	8	43	62	25	33	24	13	8	10	8	14	11	6	8	12	1	12	6	7	9	3	9	7	7	10	3	8	4	2	10	13	2	3	3	3	3	3	12	2	1	2	3	2	3	3	0	1	0	1	1	0	2	0	0	3	1	0	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	2	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south27_active	80	1481	604	1147	986	262	442	499	222	358	123	124	83	70	103	106	69	50	43	90	43	42	39	92	83	40	28	45	26	64	32	15	29	86	33	32	30	17	64	9	12	32	21	7	31	11	16	9	4	3	4	27	46	10	18	16	7	5	2	3	8	9	2	3	9	0	10	3	3	5	1	5	3	4	9	2	5	3	1	9	11	0	1	1	1	3	1	4	1	1	2	2	0	3	1	0	0	0	1	1	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	2970	1325	1875	1556	537	729	820	436	605	248	242	181	155	201	205	135	93	99	123	90	80	70	145	146	83	56	74	50	84	59	31	49	135	64	57	52	28	84	25	17	35	21	25	62	28	28	18	13	12	7	28	52	25	22	26	17	6	13	12	4	13	4	12	13	2	11	8	6	10	1	8	3	8	7	4	5	3	8	11	5	0	2	3	2	5	5	1	2	1	1	3	3	1	2	1	1	0	1	2	0	1	0	0	2	1	1	0	0	0	1	0	0	0	1	1	1	1	0	1	1	0	1	2	0	0	0	0	3	1	1	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south28_active	80	1460	633	1169	1004	253	437	520	266	372	123	122	89	70	112	121	68	45	53	78	55	42	40	92	99	45	26	38	25	59	36	14	21	95	30	26	23	13	63	13	10	24	14	12	39	16	16	8	5	4	3	18	36	17	10	17	11	2	3	8	3	11	2	3	10	0	7	3	2	6	0	5	1	4	6	2	1	3	4	9	4	0	1	0	1	5	2	1	1	1	1	2	2	1	0	0	0	0	1	2	0	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	2985	1315	1861	1607	568	784	864	424	615	249	250	170	147	191	204	142	97	109	115	115	80	69	139	133	79	49	77	45	85	61	36	32	126	65	51	53	27	80	23	17	31	23	20	55	25	23	11	13	11	11	29	48	29	16	33	19	1	14	14	5	12	9	10	10	6	7	7	4	5	3	11	2	4	5	3	6	4	10	9	3	3	2	2	1	5	4	1	2	0	4	9	3	0	1	1	1	1	0	2	0	1	0	0	2	0	1	2	0	0	1	1	0	0	1	1	0	1	0	1	1	5	1	2	0	0	1	0	3	1	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	1491	657	1142	1036	276	477	551	247	397	119	119	85	70	106	119	72	44	59	69	66	42	38	83	100	47	25	43	25	59	35	15	13	84	36	30	27	15	61	12	7	17	11	9	38	16	12	6	4	3	5	21	32	21	9	26	13	0	5	11	3	9	4	3	9	1	5	1	1	3	1	7	1	3	4	2	1	3	6	7	1	2	2	1	1	5	2	1	1	0	3	6	3	0	0	0	0	1	0	2	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	5	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	2945	1355	1887	1555	587	710	825	460	639	244	241	164	155	172	186	151	95	108	115	120	71	70	138	138	84	48	67	42	77	58	41	31	114	76	52	55	19	64	17	21	32	34	19	55	19	23	17	16	13	9	25	28	23	15	22	14	9	20	14	6	6	10	15	7	6	8	9	4	5	3	9	2	4	5	2	11	3	19	5	5	4	1	7	3	5	3	2	3	1	6	7	3	1	1	2	2	2	1	3	1	1	0	1	1	0	2	2	0	0	1	1	0	0	0	1	0	1	0	1	0	5	1	1	0	1	1	0	2	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south30_active	80	1440	668	1139	997	296	425	499	273	426	125	112	85	85	91	114	73	47	56	64	68	35	36	82	108	50	30	40	22	50	36	16	14	72	41	36	35	10	43	9	7	19	19	8	42	11	10	8	3	5	5	21	17	16	7	15	8	5	9	13	3	4	4	8	6	2	6	1	2	2	1	4	1	3	4	1	5	2	16	3	3	2	1	5	1	3	1	1	3	1	4	4	3	1	0	1	0	2	1	2	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	5	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south31_all	80	2922	1291	1695	1366	540	694	791	418	612	233	244	166	134	170	186	141	93	102	118	105	71	62	112	121	64	77	62	38	68	48	29	39	121	56	44	57	31	70	26	28	40	27	18	36	30	23	17	13	10	7	43	16	20	25	16	28	12	14	19	11	7	3	26	5	3	3	8	6	7	7	4	6	10	7	1	7	8	12	11	8	3	3	15	2	3	2	7	2	2	4	3	2	7	4	2	0	1	4	1	2	0	1	3	0	1	2	3	0	1	0	6	1	0	1	2	2	2	1	0	0	0	0	2	1	0	2	0	0	0	1	0	1	2	0	0	1	0	5	1	1	1	0	0	1	1	2	0	0	1	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
