label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144
0.03	south21_active	80	5092	3343	807	653	1161	479	229	199	339	136	180	453	99	122	74	126	55	63	59	123	44	84	39	38	59	67	29	38	69	46	40	32	18	6	15	8	20	15	12	14	26	9	10	5	11	17	3	2	5	6	10	19	7	30	13	6	7	10	3	0	0	3	7	7	0	1	3	0	5	3	0	3	0	0	6	0	0	0	1	2	0	5	4	0	0	1	1	0	4	2	5	1	0	2	0	0	0	1	0	0	0	0	0	2	3	0	3	1	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	8457	5173	1631	1241	1843	882	505	413	589	315	319	634	197	222	156	215	121	145	110	201	104	125	67	69	142	129	49	66	104	57	55	62	36	22	32	19	34	35	29	24	40	17	24	14	25	21	9	11	17	16	21	18	7	34	39	8	10	12	9	1	4	10	7	8	7	2	3	4	5	3	2	5	3	3	8	0	4	1	1	0	0	8	7	1	0	1	1	2	4	2	1	1	2	3	1	1	0	1	0	0	1	0	1	0	4	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	5120	3316	812	639	1204	474	218	200	334	133	172	443	100	106	76	126	53	75	56	125	45	83	32	33	71	75	27	36	59	37	33	34	17	9	13	6	20	22	11	13	23	9	10	6	16	13	2	2	11	12	7	14	5	26	20	6	4	7	5	0	1	3	7	5	7	2	3	0	5	3	1	3	0	0	6	0	3	1	1	0	0	6	3	0	0	1	1	0	3	2	0	1	0	2	0	0	0	1	0	0	0	0	1	0	3	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	8165	4867	1620	1184	1610	854	497	382	610	299	309	578	210	221	146	218	122	161	97	177	96	109	67	60	153	119	53	54	85	61	52	44	36	25	26	21	44	37	23	25	28	23	31	15	26	20	8	12	17	18	21	20	7	34	32	6	10	11	12	2	6	7	3	8	9	4	3	6	4	5	3	5	4	4	7	1	4	1	1	0	0	5	7	4	1	2	1	2	1	0	3	1	1	1	1	2	0	1	0	0	1	0	1	0	1	0	4	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	4902	3047	794	603	1038	433	212	178	363	132	156	384	100	97	70	127	55	88	48	103	43	62	30	31	84	81	26	25	52	39	27	17	17	10	8	5	28	25	9	15	13	11	15	8	18	13	2	3	10	14	7	16	5	27	22	4	5	4	6	1	4	2	2	5	8	4	2	0	4	2	2	3	1	0	4	1	3	1	1	0	0	4	3	3	0	2	1	0	0	0	2	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	7699	4574	1547	1151	1528	810	499	363	581	312	292	506	202	208	160	214	125	163	88	173	96	99	75	57	154	136	55	56	86	54	59	42	40	23	33	25	54	38	23	24	31	22	35	17	27	20	3	10	18	23	12	11	8	15	34	6	9	11	13	2	7	5	10	6	10	4	5	5	6	5	4	5	4	4	3	3	5	1	1	0	0	4	4	4	2	1	0	2	1	0	3	1	1	1	0	3	1	0	1	1	1	0	1	0	1	0	0	0	4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south24_active	80	4567	2878	755	580	964	393	209	155	333	144	143	329	90	92	75	124	55	89	45	102	41	59	34	26	95	97	29	30	59	33	29	22	18	12	12	9	34	30	12	14	15	11	18	11	17	11	2	3	12	17	4	7	3	11	22	4	6	5	7	1	5	1	7	4	9	4	3	0	5	1	3	2	2	1	0	2	3	1	0	0	0	3	0	3	0	1	0	0	0	0	2	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south25_all	80	8053	4726	1556	1200	1507	767	483	364	623	314	305	532	212	214	157	218	117	162	94	175	94	91	73	65	140	137	56	62	93	69	67	40	40	34	36	27	56	36	17	35	29	20	30	18	31	20	6	8	13	19	12	12	12	15	21	7	8	8	10	3	7	2	14	6	4	6	5	4	4	4	4	3	4	3	2	4	6	0	1	1	1	3	4	3	2	1	0	0	2	0	5	4	1	0	0	3	2	0	1	1	0	0	0	0	0	1	0	0	4	0	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
0.03	south25_active	80	4884	2949	755	636	936	404	204	154	368	147	151	346	97	100	73	129	52	87	45	97	41	52	33	35	80	96	25	30	61	45	39	21	16	16	13	14	37	25	11	20	15	11	17	11	19	12	4	2	8	13	5	8	4	12	14	6	5	4	4	2	4	2	7	4	2	5	1	1	3	0	2	1	3	1	0	3	3	0	0	1	1	2	1	3	0	1	0	0	1	0	4	1	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south26_all	80	8318	5054	1544	1249	1620	771	525	371	639	315	334	560	225	221	173	210	137	179	99	152	83	105	73	72	140	155	54	61	107	80	75	50	32	35	32	23	68	38	20	37	37	22	27	19	31	16	7	9	18	17	13	15	13	11	6	9	6	7	9	6	5	4	15	3	2	4	5	3	8	5	4	3	3	2	1	5	7	0	1	2	1	3	3	1	1	1	0	0	2	0	2	3	1	1	1	2	2	0	1	1	0	1	0	0	0	1	1	0	4	1	3	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0
0.03	south26_active	80	5050	3212	757	675	1024	428	236	154	368	143	164	369	107	105	90	130	59	100	49	81	33	61	33	42	77	111	25	28	64	49	45	29	15	15	12	17	47	25	13	21	18	13	17	11	18	8	4	1	8	11	5	7	5	10	3	6	3	5	5	4	3	4	8	2	1	3	1	2	6	0	1	0	2	2	0	4	2	0	0	2	1	2	1	1	0	1	0	0	1	0	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	1	0	4	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south27_all	80	8794	5297	1573	1246	1802	770	519	387	647	315	341	571	212	223	177	211	149	187	105	142	74	115	78	68	155	158	56	58	112	77	91	48	37	36	32	31	62	38	24	35	33	21	17	20	43	24	14	8	20	13	14	19	12	11	14	7	6	5	7	5	5	4	14	8	2	2	5	3	8	2	3	2	6	1	0	2	5	0	1	2	2	1	6	1	1	0	1	0	2	1	2	6	1	1	1	1	2	0	1	1	1	1	0	0	0	1	3	0	4	1	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south27_active	80	5437	3290	795	688	1174	445	232	169	388	141	178	360	106	112	91	135	69	111	51	68	31	64	39	38	75	104	21	24	69	46	54	27	19	14	13	20	39	28	12	20	16	12	10	7	29	16	8	1	9	8	7	11	6	9	13	5	3	4	5	4	1	4	7	4	1	1	0	3	6	0	0	1	3	1	0	2	2	0	0	2	2	0	2	1	0	0	1	0	1	0	2	3	0	0	1	0	1	0	0	0	0	0	0	0	0	1	2	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	8853	5419	1578	1261	1910	790	511	376	687	301	354	636	197	215	175	216	156	192	96	140	77	119	83	66	157	172	51	53	115	89	85	47	29	30	26	27	58	43	27	23	25	22	21	25	39	25	14	10	28	12	14	23	9	13	17	9	3	7	7	4	5	3	10	8	3	4	3	3	5	3	1	2	9	2	7	1	2	1	0	5	2	1	3	1	0	1	1	0	1	1	0	4	3	1	1	0	0	0	0	1	1	1	0	0	0	0	3	0	0	1	0	0	0	2	1	0	0	0	1	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south28_active	80	5419	3417	807	692	1264	467	227	170	410	135	189	416	89	108	88	128	69	108	46	71	31	56	46	29	81	101	20	24	70	45	41	23	14	12	11	15	31	31	13	13	12	11	14	9	25	17	8	1	14	7	7	12	5	9	15	5	3	6	5	3	1	3	4	4	2	1	0	3	4	0	0	1	6	1	2	1	0	1	0	5	1	1	1	1	0	0	1	0	0	0	0	3	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	8928	5381	1615	1270	2030	787	503	391	676	307	333	648	190	225	166	214	158	165	89	144	88	116	89	64	147	165	63	51	124	87	80	50	33	28	23	26	50	47	25	32	25	21	16	21	34	24	12	13	27	8	14	18	14	18	22	8	3	5	9	2	6	4	14	7	7	5	4	3	6	3	1	1	7	1	11	1	0	4	1	3	4	2	3	1	0	1	1	0	0	2	0	4	3	1	0	0	0	1	0	1	2	0	0	0	2	0	2	0	0	0	0	0	0	1	1	0	0	0	1	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	5425	3370	830	689	1321	433	233	182	406	130	191	425	95	117	78	124	67	89	48	83	36	53	45	28	80	95	31	23	88	40	45	27	14	15	11	14	26	31	11	22	16	10	11	7	24	16	6	7	15	4	8	12	6	13	20	5	3	4	7	2	2	2	7	3	4	2	2	3	5	1	1	1	5	0	2	1	0	2	0	3	2	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	8492	5064	1556	1243	1921	758	495	384	648	309	331	608	214	222	165	212	142	154	99	169	95	109	96	68	169	169	68	48	126	94	79	51	28	26	25	28	47	44	21	37	21	21	17	13	26	17	13	15	32	10	12	16	10	13	22	9	3	5	10	0	6	4	13	2	7	7	3	3	9	4	1	1	5	2	11	1	0	4	1	3	5	2	3	3	0	1	1	0	0	1	0	3	3	1	0	0	1	1	2	1	1	0	0	0	2	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south30_active	80	5088	3152	784	678	1203	401	218	180	376	127	179	397	100	113	77	116	61	82	50	100	39	45	52	29	109	95	35	25	80	45	40	27	10	15	12	13	23	24	12	27	14	12	10	6	16	8	5	9	18	6	7	7	3	9	18	5	3	4	5	0	2	1	9	1	3	2	2	3	7	2	1	0	4	0	2	1	0	2	0	3	3	1	1	2	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	8099	4910	1600	1261	1745	751	513	412	659	306	351	568	241	205	155	214	123	136	127	166	76	149	71	76	147	144	44	54	104	94	68	44	34	31	26	25	56	36	19	32	26	18	10	14	19	24	13	21	27	10	14	24	8	16	16	13	1	6	9	4	4	3	8	4	5	4	5	6	10	5	2	5	0	3	9	3	2	0	2	0	1	3	4	1	0	1	1	0	3	1	1	1	1	2	0	0	0	0	2	1	0	1	4	0	0	0	0	0	0	2	0	4	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south31_active	80	4813	3037	804	668	1117	384	242	190	404	138	184	370	123	97	74	128	65	88	57	98	36	91	33	31	80	93	16	20	70	49	37	27	21	11	15	12	39	17	10	19	12	7	5	6	9	19	8	14	15	6	9	12	3	14	13	9	1	4	4	1	1	2	5	3	5	2	1	3	5	4	1	3	0	2	6	2	2	0	0	0	0	2	2	0	0	0	0	0	3	0	1	1	0	1	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	8090	5000	1581	1231	1881	768	491	416	686	297	353	598	244	230	144	198	130	133	120	187	69	146	90	81	165	162	39	51	103	93	57	57	31	31	26	23	69	34	19	38	24	19	9	12	21	32	12	21	24	14	13	31	7	15	14	16	7	4	9	4	4	4	7	5	3	4	5	5	9	4	4	4	0	1	5	2	6	0	3	0	0	2	6	1	1	3	1	0	5	0	1	1	3	2	0	0	0	0	1	1	0	1	4	0	0	0	0	0	0	1	1	3	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
0.03	south32_active	80	4793	3095	799	637	1202	398	238	197	437	125	188	405	122	98	70	120	71	80	49	126	35	88	46	39	83	96	17	20	61	50	30	34	18	11	15	9	46	23	9	21	10	11	5	5	10	25	7	13	15	9	9	20	2	13	12	9	3	2	5	1	1	2	4	3	3	2	1	5	4	4	2	2	0	1	4	0	5	0	1	0	0	2	2	0	0	3	0	0	5	0	1	1	0	1	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	8127	5058	1602	1233	1812	813	495	395	703	302	367	555	230	228	126	190	143	148	114	187	73	121	84	86	184	151	41	50	137	87	48	56	24	26	26	27	67	30	20	44	30	21	12	13	15	34	11	18	24	19	16	31	5	14	11	13	8	4	9	4	3	4	5	5	3	4	8	6	7	9	5	2	0	0	3	2	5	1	1	0	0	1	3	0	1	3	1	0	5	0	0	1	3	0	0	1	0	1	0	1	0	1	4	0	1	0	0	0	6	0	2	3	0	0	0	1	1	1	0	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south33_active	80	4910	3169	807	653	1147	427	242	180	448	127	197	368	110	103	55	101	70	85	47	137	33	71	44	40	85	84	19	23	79	49	26	34	14	11	13	11	44	20	8	24	17	10	7	6	8	25	6	13	18	14	10	22	1	12	8	6	3	2	6	1	0	2	3	3	3	1	3	5	2	3	2	1	0	0	2	1	4	0	1	0	0	1	0	0	0	3	0	0	4	0	0	1	0	0	0	0	0	1	0	0	0	1	4	0	0	0	0	0	6	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	7908	4895	1604	1228	1780	839	511	402	700	302	361	546	229	227	121	201	146	138	102	178	74	99	90	71	175	150	56	45	136	58	52	62	24	28	33	31	50	30	25	46	29	23	15	20	16	28	13	12	18	19	12	37	15	8	14	13	8	3	3	3	3	3	5	7	2	2	8	8	4	10	4	2	3	3	7	2	5	1	2	1	1	0	5	0	2	3	1	1	5	1	5	1	4	1	2	1	1	1	0	1	0	0	0	0	1	0	0	0	6	0	2	2	0	0	0	1	1	0	2	0	0	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	4820	3066	798	671	1143	442	236	174	428	137	198	363	112	102	56	108	63	76	41	121	35	58	43	36	81	84	24	20	84	40	26	35	12	11	20	19	31	15	9	28	20	12	8	10	10	16	5	10	13	12	8	29	5	6	10	6	3	1	2	1	0	1	4	4	2	0	2	5	1	4	2	1	3	2	6	1	4	0	2	0	1	0	1	0	0	3	0	1	4	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	8195	4961	1621	1229	1745	816	534	408	698	296	366	556	231	208	129	197	146	145	99	184	91	99	80	73	175	145	57	47	140	46	59	57	24	31	29	33	46	32	25	36	34	21	16	21	28	23	15	6	16	17	14	25	15	10	21	8	10	3	3	3	4	4	8	7	4	3	9	6	1	13	1	2	3	4	9	5	3	2	3	1	1	0	4	1	2	1	1	1	4	2	5	1	1	1	2	1	4	1	2	2	0	0	0	0	1	0	0	0	7	0	2	0	0	0	0	1	1	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	5008	3073	795	681	1118	436	238	176	404	131	196	367	103	106	65	98	63	73	42	124	46	58	39	33	90	83	22	22	94	30	36	28	14	11	19	21	28	16	11	22	23	9	9	10	18	13	5	6	12	12	11	19	5	9	13	3	6	2	2	2	0	1	6	4	4	0	2	2	1	6	0	2	3	3	7	4	1	1	3	0	1	0	1	1	0	1	0	1	3	2	0	1	0	0	0	0	3	1	2	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	8304	5094	1621	1302	1769	822	531	412	752	307	361	591	215	196	151	209	129	161	93	163	90	99	81	63	184	155	58	57	133	53	63	53	34	29	31	32	43	34	21	44	28	16	20	26	26	27	18	8	20	8	13	28	13	14	25	14	6	4	11	5	3	2	8	7	5	5	6	7	2	15	1	1	4	5	10	4	4	1	3	1	1	0	10	2	1	0	4	1	1	2	5	1	1	2	2	2	4	0	5	3	0	0	1	0	1	0	0	0	7	0	1	0	0	0	0	1	1	0	2	1	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	5056	3217	798	735	1144	470	233	178	465	141	195	411	97	106	78	110	57	83	46	98	48	60	35	30	103	93	19	31	89	30	37	25	16	11	17	20	23	12	11	27	18	8	10	14	16	18	10	6	16	5	7	21	6	12	13	8	4	2	4	3	0	0	6	4	4	1	2	1	1	8	0	1	3	4	7	3	2	1	3	0	1	0	2	2	0	0	1	1	1	2	0	0	0	1	0	1	3	0	5	2	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	8452	5148	1654	1301	1925	861	542	406	759	328	340	608	229	196	164	195	123	153	99	163	97	113	72	64	188	174	53	64	144	49	53	43	33	29	30	29	51	39	17	40	31	24	21	22	27	29	14	10	23	3	17	19	10	13	26	12	6	4	10	6	4	2	13	12	8	4	5	7	3	8	1	3	2	2	12	4	3	2	2	1	0	0	8	3	0	1	3	0	0	1	0	3	1	1	0	2	3	0	5	2	1	0	1	0	0	0	0	0	1	0	1	1	3	0	0	1	2	0	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	5139	3265	840	728	1277	493	250	195	458	147	188	411	100	114	88	96	65	82	53	104	51	66	35	30	124	114	23	37	100	27	34	21	15	13	16	16	31	17	9	20	18	11	9	10	15	18	8	6	17	2	11	14	7	9	14	7	5	2	3	4	0	0	9	7	5	1	2	2	1	5	0	1	1	2	10	3	1	1	2	0	0	0	1	2	0	1	1	0	0	1	0	1	0	1	0	1	3	0	5	1	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	8715	5246	1644	1321	1964	879	496	407	738	338	340	685	218	204	157	214	124	159	107	161	78	118	78	62	169	154	50	76	153	59	60	44	38	23	32	28	61	49	20	41	29	29	24	16	31	43	11	12	26	4	16	27	8	11	21	19	6	3	12	7	5	2	9	9	8	5	6	8	6	10	1	2	2	3	8	3	3	5	1	0	1	1	9	4	1	1	4	2	0	0	0	3	1	1	0	2	3	1	3	2	1	0	2	1	0	1	0	1	1	0	0	1	3	0	0	1	2	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	5358	3315	855	708	1280	518	234	196	462	155	186	498	99	118	86	109	65	91	54	95	39	71	40	31	108	110	25	46	103	42	38	25	19	9	19	13	41	24	7	22	11	16	14	5	17	32	5	5	17	3	8	19	4	6	15	13	4	1	4	5	2	1	5	5	4	2	2	3	4	5	0	0	1	3	6	1	2	3	0	0	0	0	2	2	0	1	2	2	0	0	0	1	1	1	0	1	3	0	3	1	0	0	1	1	0	0	0	1	0	0	0	1	3	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	8585	5263	1590	1274	1940	853	503	443	717	311	333	688	210	195	161	208	138	154	117	185	70	105	77	58	180	135	45	74	163	60	61	47	40	29	30	25	61	50	24	49	31	33	21	12	28	36	19	13	29	6	17	22	5	13	14	16	6	4	7	4	6	1	8	10	7	6	4	6	10	9	0	4	5	1	8	3	4	5	1	0	1	1	1	4	1	2	3	2	0	0	0	2	1	0	0	1	0	1	3	1	1	0	2	1	0	2	0	2	0	0	0	1	3	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	5283	3346	806	679	1203	494	232	228	429	139	179	470	94	109	92	110	66	84	54	111	37	61	40	28	133	96	26	42	113	47	38	27	27	12	14	12	42	26	9	26	16	19	14	6	15	25	7	3	21	4	7	13	2	7	10	11	5	2	4	4	3	1	4	6	3	4	1	3	8	4	0	0	3	1	5	1	3	3	0	0	0	0	1	1	0	2	2	2	0	0	0	1	1	0	0	0	0	0	3	1	0	0	1	1	0	1	0	2	0	0	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	8315	4956	1541	1209	1822	808	504	431	675	308	348	666	231	181	156	198	142	140	114	180	73	110	89	60	171	143	43	70	147	71	72	54	41	32	25	23	57	48	21	47	25	32	18	7	26	40	16	17	28	7	14	24	4	12	15	16	8	7	7	5	5	2	6	10	9	5	6	5	9	6	0	4	6	3	10	3	3	5	1	1	1	3	1	5	1	2	1	2	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	3	0	2	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	5017	3051	755	618	1086	445	230	225	391	144	184	451	109	92	83	109	67	71	54	100	39	66	48	26	120	100	26	37	105	52	47	28	29	14	14	12	41	28	9	25	11	21	13	1	16	27	5	2	20	4	4	17	1	8	8	12	5	5	3	4	3	1	2	8	4	4	3	3	9	2	0	1	4	1	8	1	2	3	0	0	0	0	1	2	0	2	1	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
