label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154
0.03	north19_active	80	18227	4878	6286	2703	4358	3700	1746	1072	808	649	991	433	488	595	630	454	398	453	415	400	391	251	149	325	141	131	124	109	105	83	116	67	166	54	105	39	55	96	39	43	36	44	54	33	45	65	11	43	22	30	32	13	19	15	26	6	24	16	6	8	16	8	8	11	7	14	22	1	11	12	3	3	6	4	2	1	3	2	2	2	1	3	1	2	2	1	1	4	1	1	5	0	1	1	3	1	0	1	1	5	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	north20_all	80	33890	10919	11315	5473	7788	6049	3344	2266	1736	1461	1772	1065	997	1174	1163	885	783	822	715	720	706	457	328	527	283	258	228	215	202	179	274	145	284	128	186	87	95	149	78	77	93	85	89	67	82	97	47	49	45	69	45	24	61	35	64	12	37	28	33	18	36	10	16	16	18	23	19	5	26	16	6	14	16	8	5	7	8	6	11	4	3	7	6	3	2	3	3	4	2	3	6	1	1	3	3	2	1	2	2	5	1	1	2	1	0	1	0	1	0	0	3	1	0	0	0	0	0	1	0	0	1	0	3	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	north20_active	80	19198	5026	6654	2823	4743	3722	1886	1130	814	663	1001	502	475	627	642	480	437	476	421	421	431	274	160	335	155	137	107	115	102	96	160	61	192	59	101	40	54	86	38	37	46	51	49	37	52	60	15	36	22	49	33	7	21	19	36	6	26	19	11	7	20	6	9	10	12	15	12	2	21	12	3	8	9	5	2	0	4	2	7	2	1	6	1	2	2	1	1	3	2	2	6	0	1	2	3	1	0	1	1	5	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_all	80	27502	25105	12679	5796	5548	3166	4047	4432	2382	1892	1736	1705	1190	845	935	827	736	730	475	484	408	413	434	274	239	342	348	320	424	154	169	234	275	116	170	104	97	109	113	103	122	49	49	48	70	62	43	89	87	72	43	36	90	32	29	35	35	31	29	20	20	20	22	25	11	7	22	10	15	3	20	10	12	7	17	6	7	4	1	5	11	3	10	2	1	4	1	3	6	3	2	6	3	0	2	1	1	0	1	1	0	0	0	0	0	6	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south21_active	80	14116	15806	7760	2941	3232	1558	2441	2755	1339	1034	978	1026	624	409	514	436	417	426	208	254	197	210	244	106	111	175	179	192	253	60	71	133	179	62	92	51	46	62	65	60	85	23	24	21	37	25	19	49	50	53	18	20	50	13	12	19	21	23	27	11	12	13	12	12	7	5	16	5	7	1	13	8	9	3	5	3	1	3	0	3	8	0	8	1	1	2	1	1	2	1	1	5	2	0	2	1	1	0	1	1	0	0	0	0	0	6	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south22_all	80	27424	25221	12647	5746	5610	3184	3857	4296	2348	1995	1770	1793	1188	841	953	840	745	744	459	481	417	398	423	279	240	312	376	308	377	140	148	214	250	112	173	108	90	98	105	87	120	63	52	51	62	55	33	93	94	72	45	35	68	31	31	31	52	30	31	17	20	16	21	23	16	8	20	10	11	5	12	9	17	3	13	5	7	4	2	6	11	4	4	2	1	3	1	2	8	5	3	6	3	3	1	2	4	0	1	2	1	0	1	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	14121	15923	7739	2967	3288	1566	2280	2694	1284	1073	962	1080	629	396	524	443	399	434	204	248	209	196	240	112	108	162	216	176	236	63	57	114	166	57	94	50	43	54	55	53	82	27	23	22	34	25	14	48	62	53	22	19	37	10	14	16	33	23	29	9	10	10	11	12	10	6	13	4	2	3	5	4	12	2	5	3	2	3	0	3	8	0	2	1	1	1	1	1	3	2	2	6	2	1	1	2	4	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	27286	25225	12685	5725	5523	3182	3878	4348	2451	1906	1736	1755	1178	852	991	910	753	768	495	517	404	396	432	264	243	290	382	317	397	160	132	247	278	108	164	105	84	94	114	78	116	67	49	53	75	45	37	89	79	64	60	32	57	30	31	38	41	23	38	16	21	19	18	28	18	9	18	10	11	7	13	8	17	4	7	6	7	4	3	4	8	2	5	2	0	5	0	3	9	3	4	10	1	4	0	2	3	0	1	2	2	0	2	0	0	1	0	1	0	2	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_active	80	14051	16062	7697	3006	3219	1518	2332	2734	1364	1059	928	1044	616	422	552	501	405	462	208	261	212	188	255	117	106	158	227	179	245	75	48	138	187	53	90	43	35	59	64	42	78	25	20	23	39	25	15	47	53	51	29	16	25	7	17	21	25	16	36	8	10	9	12	13	9	7	11	6	5	3	6	4	12	3	5	4	2	3	1	1	7	1	2	1	0	2	0	2	3	1	3	4	1	1	0	1	3	0	1	2	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	27167	25553	12798	5729	5536	3180	3940	4414	2488	1901	1695	1786	1181	843	991	934	704	760	477	509	413	360	397	286	227	296	417	312	402	165	146	225	279	117	162	104	79	97	108	98	113	62	47	55	90	37	44	82	98	49	44	28	49	30	24	37	48	22	41	14	20	16	16	32	20	9	17	7	16	8	12	6	17	5	6	6	6	2	6	6	7	4	8	3	3	5	0	3	5	4	3	12	1	4	2	2	4	0	0	2	2	0	2	1	1	1	0	1	0	3	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	2	0	0	0	1	0	1	0	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south24_active	80	13989	16285	7820	3002	3152	1515	2336	2760	1407	1051	913	1087	625	426	554	518	360	446	205	258	210	173	242	129	107	157	231	177	252	83	61	137	161	58	91	50	31	55	58	49	71	19	19	25	45	24	18	51	58	31	25	13	25	10	10	26	26	15	36	4	7	7	12	17	11	7	10	4	7	3	3	1	10	4	4	2	2	1	2	2	6	2	2	1	0	2	0	3	2	1	2	4	1	1	1	1	3	0	0	2	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	27273	25753	12713	5743	5564	3166	4028	4641	2459	1825	1726	1750	1170	817	949	932	728	763	494	520	417	348	399	299	248	294	416	289	391	171	143	257	250	126	164	100	89	111	116	116	102	53	62	58	85	38	39	76	84	47	40	40	43	28	24	33	46	17	35	15	19	16	15	31	20	9	16	6	19	4	15	12	15	8	5	6	5	3	5	7	6	3	13	4	4	5	1	2	1	3	2	8	0	2	3	3	1	0	0	1	1	0	2	1	1	1	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0
0.03	south25_active	80	13971	16427	7693	2959	3179	1548	2442	2952	1436	982	951	1075	609	405	525	530	370	444	215	272	213	176	228	144	118	159	221	172	245	91	67	166	147	57	97	55	41	60	66	61	57	18	26	26	40	23	16	43	46	31	20	19	22	15	10	21	24	9	28	5	7	7	9	20	10	5	11	3	9	0	5	7	3	5	0	2	3	1	3	3	5	2	7	1	0	2	1	2	0	0	1	0	0	0	2	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	27497	25856	12775	5818	5633	3049	4040	4672	2535	1851	1708	1693	1158	839	947	906	748	754	467	532	439	352	388	293	257	337	405	301	370	186	143	247	262	126	149	90	83	105	121	146	101	51	66	59	81	35	42	71	91	55	36	39	45	36	21	23	35	29	30	17	20	12	14	27	17	8	17	4	16	7	13	24	11	13	7	5	8	4	6	10	13	4	12	3	4	3	1	1	2	4	2	7	0	1	3	1	2	0	0	0	0	0	0	1	1	0	0	0	0	4	0	0	1	0	0	0	2	0	0	0	0	0	2	1	0	0	2	0	2	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	14036	16388	7753	2968	3229	1510	2397	2961	1477	988	951	1044	617	408	509	516	395	442	215	294	220	186	196	144	112	181	197	184	229	96	68	162	155	56	85	50	45	61	70	85	60	19	25	29	37	18	17	43	58	29	17	18	18	19	9	17	14	14	20	3	7	8	7	17	7	5	8	2	7	5	3	21	3	9	1	1	3	1	3	4	12	1	6	1	0	1	1	1	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	0	2	1	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	27503	25889	12679	5691	5617	3106	4065	4565	2441	1916	1714	1723	1173	809	874	898	794	737	467	501	442	370	350	282	259	325	388	298	373	172	137	241	296	117	139	83	78	116	107	157	93	51	66	59	85	35	39	49	94	93	37	48	60	30	23	18	28	28	32	21	18	13	17	37	15	8	17	7	11	6	15	23	12	13	8	4	7	2	5	9	15	3	17	3	1	3	2	1	2	3	0	0	0	1	3	1	1	2	0	1	0	1	0	1	0	0	0	1	1	2	0	0	0	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	14103	16251	7656	2910	3221	1520	2384	2901	1396	1041	956	1018	624	372	467	511	433	442	218	286	224	184	167	145	106	173	198	171	241	86	58	155	200	52	70	41	41	63	57	95	51	26	23	35	46	18	15	27	60	53	17	21	37	14	13	14	11	11	22	5	6	9	9	30	6	5	8	2	5	5	4	20	4	8	2	2	2	0	4	5	13	0	8	1	0	2	2	1	2	2	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	27332	25695	12563	5724	5461	3079	4032	4251	2431	1999	1669	1698	1124	816	922	906	796	759	475	507	429	393	369	271	258	343	367	281	410	161	129	227	302	124	125	95	66	111	121	160	90	55	62	55	88	49	40	50	94	113	43	51	67	24	20	23	24	31	41	18	15	16	12	37	15	10	13	9	10	9	10	36	18	12	8	5	5	3	5	7	13	3	14	1	2	5	5	1	2	3	2	8	2	1	1	2	2	4	0	1	0	1	0	1	0	1	0	1	1	2	0	0	0	0	0	0	3	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south28_active	80	14091	16209	7528	2948	3124	1492	2367	2635	1337	1106	928	982	593	383	480	520	450	468	221	273	198	191	174	140	108	179	203	150	259	78	50	148	191	61	63	47	29	61	68	99	51	28	26	31	51	25	15	28	67	68	22	22	46	11	13	18	12	16	31	3	8	9	5	30	5	6	3	3	6	7	4	36	13	8	2	2	0	0	3	2	11	1	8	1	1	3	5	0	2	2	1	8	2	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south29_all	80	27240	25435	12564	5676	5526	3135	3921	4071	2435	2017	1620	1705	1068	815	992	910	752	710	484	509	423	405	361	275	249	348	332	265	420	147	131	227	290	125	134	97	70	115	138	171	91	50	56	42	92	54	35	54	96	111	52	43	63	21	18	26	28	28	32	18	15	17	12	36	17	8	10	8	13	8	15	21	30	11	7	5	7	5	2	7	19	4	16	1	4	4	4	1	4	2	2	11	2	0	1	1	2	4	0	1	1	1	0	1	0	2	0	1	1	1	2	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south29_active	80	14149	16020	7454	2949	3220	1473	2339	2506	1347	1144	899	994	545	368	530	499	426	414	219	259	188	202	174	134	107	190	198	141	260	66	61	155	177	56	77	52	23	69	77	106	45	26	27	23	59	31	13	36	60	64	27	19	40	6	12	17	13	17	24	6	8	9	5	29	8	6	5	2	9	5	6	21	25	5	2	2	0	2	1	1	16	4	10	1	2	2	4	0	4	1	1	10	2	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	1	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south30_all	80	27211	25497	12597	5736	5610	3166	3862	4134	2391	2042	1725	1661	1030	842	987	955	733	738	463	513	435	385	384	291	248	321	341	288	409	159	135	242	250	128	153	101	87	121	130	160	91	52	56	43	86	60	33	59	104	100	51	37	49	21	24	29	31	28	37	22	16	14	15	39	17	7	11	8	14	6	12	25	30	14	7	6	4	6	7	6	22	4	11	1	5	4	4	1	2	2	3	13	2	1	2	1	3	5	0	1	1	1	0	2	0	2	0	0	0	0	2	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south30_active	80	14257	16107	7640	2966	3223	1526	2279	2508	1359	1170	948	961	517	382	538	507	426	430	212	254	220	191	208	139	112	183	189	152	244	76	72	161	155	56	97	52	38	68	76	91	44	24	29	19	51	35	13	39	56	64	32	21	29	8	14	18	16	18	25	11	10	8	5	31	7	4	5	2	9	3	5	25	26	7	3	3	1	2	2	0	17	4	9	1	2	1	3	0	2	0	1	12	2	0	1	0	2	2	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
0.03	south31_all	80	27461	25967	12949	5707	5413	3116	4069	4047	2445	1927	1665	1825	1151	839	892	892	753	775	461	563	451	399	403	264	239	315	363	336	419	199	154	219	318	117	165	95	99	98	121	115	89	75	51	54	75	45	48	77	64	57	35	25	66	39	13	20	33	18	34	16	17	12	17	21	16	13	9	8	19	6	18	20	16	6	8	5	6	3	7	5	5	4	14	3	4	2	0	2	7	3	1	9	10	1	3	3	0	1	1	0	0	0	1	0	0	0	2	2	1	0	1	0	0	1	0	2	1	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	14134	16722	7871	2969	3018	1487	2342	2538	1412	1101	923	1069	615	392	486	503	420	451	224	319	231	199	216	123	102	167	201	202	248	75	89	121	195	48	91	47	38	49	80	61	55	27	26	25	41	22	31	52	38	33	21	14	41	22	5	8	15	9	25	5	8	8	8	7	11	2	5	2	13	2	8	12	13	2	3	0	5	2	2	1	4	2	11	2	2	1	0	1	5	1	1	7	9	1	2	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	1	0	2	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	27281	25718	12905	5685	5421	3191	4099	4146	2498	1990	1705	1794	1137	810	897	863	760	712	495	541	428	401	398	249	241	325	393	322	436	186	150	204	279	111	151	98	89	103	107	137	99	64	62	52	80	54	43	59	74	68	47	28	72	34	17	26	35	27	33	15	18	8	16	27	10	11	12	8	18	8	17	18	11	9	9	2	9	3	7	8	7	5	6	3	4	2	0	0	4	4	1	9	5	0	3	5	1	2	1	0	1	1	0	0	0	0	2	2	0	0	1	0	0	0	0	2	1	1	0	1	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	14049	16633	7812	2954	3013	1489	2438	2631	1424	1163	950	1024	598	405	491	478	404	412	235	309	218	209	206	122	104	176	240	177	274	68	81	108	183	42	84	49	32	55	72	64	64	29	31	26	47	23	27	38	25	45	27	17	49	18	5	13	13	15	19	5	7	2	7	13	5	4	8	4	10	3	8	11	4	3	5	0	5	1	4	3	5	3	3	1	1	1	0	0	2	2	1	7	4	0	2	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	1	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	27382	25505	13161	5613	5415	3173	3951	4238	2491	2024	1770	1806	1167	807	888	893	764	691	514	532	439	399	382	265	235	339	378	321	410	199	156	214	254	109	135	108	80	104	101	144	104	57	55	47	71	60	38	79	68	92	56	26	83	39	23	26	31	26	29	13	17	11	23	34	9	12	19	9	16	8	10	16	11	8	11	2	10	5	8	7	5	5	5	4	2	4	0	0	3	3	1	4	5	1	2	3	1	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	5	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south33_active	80	14104	16239	7918	2862	2993	1456	2311	2682	1431	1176	1013	998	619	403	495	470	428	406	242	291	219	208	199	129	97	195	224	182	259	82	81	110	165	42	74	56	34	55	65	83	69	27	30	24	41	26	19	56	22	56	34	18	57	18	7	13	13	13	17	6	6	3	13	20	7	6	16	6	8	5	5	7	3	5	7	0	4	3	6	2	3	3	2	3	1	4	0	0	1	2	0	2	4	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	27081	25182	12859	5708	5589	3209	3991	4298	2439	2019	1765	1785	1219	830	873	916	788	667	474	523	421	404	359	271	245	326	414	309	414	182	151	216	265	110	115	112	73	103	106	143	115	55	52	44	77	59	31	76	83	110	59	29	76	39	25	24	34	28	21	14	25	11	16	27	9	9	16	10	19	9	8	11	15	9	14	3	8	6	6	8	7	5	2	6	4	4	0	1	5	2	1	6	6	2	3	2	1	3	1	1	1	3	0	0	2	0	0	0	0	1	0	0	5	1	0	0	0	0	0	0	1	1	2	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south34_active	80	13865	15832	7677	2947	3147	1481	2342	2676	1422	1156	1030	1007	609	416	470	468	450	383	232	268	208	223	185	125	106	192	250	182	238	84	76	128	183	44	68	56	36	59	60	83	74	31	27	22	50	26	15	50	37	76	33	20	48	18	6	12	16	16	9	8	9	2	11	15	5	5	14	6	11	5	2	6	3	5	10	1	3	3	4	3	3	3	0	5	1	4	0	0	0	1	0	5	5	1	2	0	0	2	1	0	0	1	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	27247	25239	12932	5820	5650	3073	3934	4238	2425	1939	1799	1811	1224	815	911	900	751	695	448	516	439	412	357	277	234	325	403	313	406	184	155	236	267	115	120	113	78	80	102	168	112	65	57	44	72	60	32	69	76	94	55	33	48	43	26	28	30	29	26	14	14	13	16	33	16	7	18	8	17	10	11	11	12	8	14	1	7	4	4	5	6	4	4	7	2	4	0	1	6	3	1	5	7	2	1	0	0	3	0	1	0	4	0	0	2	0	0	0	1	1	0	2	5	1	0	0	0	0	0	0	1	0	2	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south35_active	80	13965	15779	7679	3048	3248	1452	2364	2637	1412	1095	1055	1029	615	397	514	463	425	399	223	260	214	227	186	133	104	196	245	193	240	91	69	140	177	41	64	48	41	46	57	94	66	32	28	23	44	34	16	47	38	63	30	25	29	20	8	15	14	18	16	8	5	4	11	24	6	3	16	4	9	5	4	8	3	4	9	1	4	3	2	2	2	2	3	6	0	4	0	0	1	2	0	4	6	1	0	0	0	2	0	0	0	1	0	0	2	0	0	0	1	0	0	1	5	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	27309	25652	12681	5867	5698	3090	3953	4197	2443	1926	1805	1797	1203	860	949	878	777	735	450	499	419	416	367	273	265	298	374	296	399	170	156	263	275	115	132	106	97	88	108	165	101	74	63	45	81	61	33	62	73	106	46	32	58	35	24	29	30	30	30	14	15	15	10	23	17	7	13	5	19	7	12	11	17	7	13	3	4	3	3	5	8	3	6	5	2	5	0	2	5	2	1	6	5	1	2	1	0	5	0	0	0	3	0	0	4	1	0	0	1	2	0	2	0	2	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south36_active	80	14020	16063	7534	3090	3312	1474	2401	2651	1364	1106	1083	1038	608	420	521	466	449	415	224	251	210	225	194	125	116	179	250	183	228	85	71	172	182	47	75	46	49	53	61	102	53	34	31	23	51	35	16	35	57	83	18	20	43	24	9	17	18	21	22	5	6	8	8	19	6	2	9	1	8	4	4	11	7	2	9	1	2	1	2	2	4	2	5	4	0	4	0	0	1	2	0	6	4	1	1	1	0	2	0	0	0	1	0	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	27232	25715	12553	5814	5611	3040	3886	4156	2482	1976	1759	1818	1190	881	952	859	770	737	435	507	391	416	381	272	259	287	353	300	360	177	146	256	225	122	133	112	98	92	120	147	106	75	62	41	70	59	38	68	82	98	51	28	49	36	30	27	29	47	28	14	16	14	11	29	20	10	22	5	13	6	13	8	14	4	9	3	3	2	4	3	7	5	5	3	1	2	1	1	4	3	1	6	6	0	1	1	0	3	0	0	4	1	0	0	2	1	0	0	2	2	2	2	1	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	14086	15981	7411	3053	3245	1478	2406	2642	1372	1140	1012	1066	621	430	519	475	429	421	207	268	202	219	200	120	112	182	228	172	218	80	76	158	136	52	75	44	47	54	67	87	60	34	29	21	35	39	21	43	55	85	26	15	36	27	14	14	17	31	22	6	5	10	8	20	7	3	16	2	2	3	7	7	7	1	6	1	2	0	1	2	4	4	5	2	0	1	0	0	2	2	0	5	5	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	27342	25651	12643	5792	5705	3084	3843	4101	2469	1969	1711	1815	1153	910	950	862	771	718	458	520	399	390	395	289	261	322	339	302	361	171	146	244	268	123	135	111	109	76	141	121	103	69	53	42	72	65	40	70	79	90	44	19	54	34	28	20	29	50	33	17	11	16	11	22	19	11	27	4	13	6	9	13	18	6	9	7	4	2	4	7	5	8	6	3	2	5	5	2	3	4	1	3	2	1	1	2	0	2	0	0	6	1	0	0	2	1	1	1	1	1	2	0	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	14111	16068	7572	3006	3341	1480	2331	2563	1346	1110	966	1084	624	436	515	479	442	405	208	292	208	198	208	124	112	198	192	172	240	73	83	152	159	61	81	50	50	44	80	76	69	30	23	17	43	42	24	39	51	75	19	10	41	24	14	9	19	31	25	8	6	12	6	13	11	4	18	2	5	4	3	10	11	2	6	2	3	0	1	5	2	5	5	1	0	3	3	0	2	2	0	2	2	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
