label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166
0.03	north18_active	80	8205	7627	594	778	733	501	363	220	499	320	1171	275	137	79	232	732	121	566	29	145	226	157	51	230	34	38	26	19	27	31	43	107	95	48	42	16	83	83	8	18	11	57	20	19	13	16	24	7	11	19	8	5	12	5	6	16	4	6	9	9	2	3	4	5	11	3	30	14	3	1	1	8	5	0	3	5	2	14	0	0	1	0	3	5	2	2	3	0	1	0	2	1	2	0	3	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north19_all	80	11120	8675	2155	1711	1331	1060	802	646	727	543	1332	438	357	283	327	821	236	519	154	235	272	210	132	291	93	95	91	87	84	73	83	114	121	71	67	50	110	84	29	33	32	67	34	31	33	26	37	17	25	19	20	12	14	12	12	27	7	7	11	19	6	7	11	13	10	4	31	22	5	4	7	8	2	5	3	8	6	13	2	1	3	1	3	5	3	4	5	1	4	0	3	3	3	2	2	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north19_active	80	8113	7541	638	771	740	492	341	232	489	298	1195	273	138	68	213	768	127	464	36	169	219	160	58	245	26	31	26	23	29	31	51	98	109	53	50	15	95	74	6	17	13	56	15	15	13	18	26	7	14	11	7	2	13	5	6	19	3	5	5	14	1	2	4	5	9	3	27	17	3	1	2	6	2	3	2	6	2	12	0	0	1	1	1	5	3	2	3	0	2	0	2	3	2	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north20_all	80	11100	8688	2169	1718	1419	1006	793	661	715	557	1349	452	337	277	336	781	244	580	142	249	278	228	137	270	104	102	76	98	78	65	91	132	145	60	61	39	138	61	33	35	27	68	30	32	28	25	42	16	25	18	21	13	19	19	13	24	7	10	12	18	10	8	11	12	14	4	28	18	9	2	4	8	1	6	2	5	10	13	1	1	1	2	3	3	3	3	5	2	5	1	4	6	3	1	3	1	2	1	0	3	0	1	0	0	0	1	0	0	2	0	1	1	0	2	0	0	2	0	0	0	0	0	1	0	3	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	north20_active	80	8154	7558	616	747	775	469	343	243	491	298	1213	291	128	62	212	725	128	528	32	191	213	179	59	227	26	32	26	22	25	26	58	113	133	42	43	13	119	55	9	20	15	57	10	19	11	15	31	6	14	10	7	1	15	9	5	16	3	9	3	14	4	2	4	4	12	2	25	15	5	1	2	6	1	4	1	3	3	12	0	0	0	1	1	3	3	1	3	1	2	1	3	6	2	0	3	1	1	1	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
0.03	south21_all	80	11033	8342	2145	1679	1380	977	855	651	719	547	1261	507	322	273	355	773	220	573	172	211	229	207	129	278	111	97	72	76	64	75	74	162	148	58	48	45	124	82	42	32	31	61	29	16	27	33	37	13	25	20	11	15	23	7	12	16	7	15	14	25	6	6	4	3	15	4	19	10	3	4	4	2	6	5	7	6	3	6	2	1	2	6	3	1	3	2	3	4	2	1	4	9	1	0	1	3	3	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	2	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south21_active	80	7970	7210	570	804	727	461	360	251	466	295	1131	337	128	84	221	693	136	518	46	147	183	143	63	239	29	41	28	22	18	34	46	139	131	44	28	14	101	75	14	13	16	51	11	12	6	24	26	3	22	15	4	4	20	4	8	11	2	13	11	22	3	4	0	2	10	1	18	8	0	2	0	2	2	2	2	3	1	5	0	1	0	3	2	1	2	0	3	2	0	1	3	8	0	0	1	3	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	11114	8435	2135	1679	1303	1044	855	646	745	546	1360	528	320	255	360	761	238	612	177	215	243	198	141	269	106	97	74	71	58	70	84	169	153	56	51	41	122	89	37	29	30	56	28	17	29	36	39	15	31	18	14	18	18	11	14	15	6	32	11	25	8	5	4	4	14	4	12	8	3	4	6	4	4	6	6	4	1	6	3	1	3	2	3	0	4	1	3	3	2	1	3	6	1	0	0	2	3	1	0	0	1	0	0	1	1	1	2	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_active	80	8069	7289	554	802	693	494	365	247	496	296	1231	356	118	78	235	689	150	558	45	152	191	132	64	227	25	48	23	25	20	34	55	151	136	40	30	7	97	76	10	16	16	48	10	13	8	22	23	3	26	15	4	6	12	4	9	12	1	31	9	21	3	4	0	4	10	0	11	6	0	1	2	2	1	2	2	3	0	5	0	1	1	0	2	0	2	0	3	2	0	1	2	6	0	0	0	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	11166	8644	2074	1635	1346	1034	888	648	728	512	1317	531	356	282	338	761	265	613	171	232	259	192	140	259	99	103	78	68	72	67	95	142	138	59	58	40	114	90	36	37	28	43	25	21	28	27	31	26	33	20	15	19	21	12	16	16	6	33	12	19	10	4	7	4	19	4	6	8	6	8	6	4	4	4	5	4	1	5	3	2	4	1	3	2	3	2	3	1	2	0	2	4	2	0	0	0	2	1	0	0	0	0	1	0	1	1	2	3	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south23_active	80	8151	7454	515	760	733	485	371	253	479	275	1187	350	137	95	219	687	159	550	34	166	215	122	62	226	26	45	22	22	22	33	59	127	129	40	34	9	94	75	9	24	13	35	6	15	12	14	15	7	26	18	6	5	14	1	8	11	0	33	7	12	4	4	2	4	14	0	5	6	0	3	2	2	1	0	0	3	0	4	0	2	1	1	2	1	1	1	3	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south24_all	80	11178	8748	2142	1643	1370	1031	840	661	758	496	1336	526	353	291	311	776	260	570	175	238	258	211	128	233	94	107	77	68	81	64	103	128	129	66	60	43	82	108	37	52	24	46	20	26	22	29	28	28	36	19	19	15	32	13	16	17	6	26	8	11	10	9	7	6	22	4	5	8	5	8	5	9	4	4	5	3	3	7	4	4	4	2	3	4	2	1	3	1	1	0	0	5	2	0	0	0	0	0	0	0	0	0	1	1	4	1	2	3	1	1	0	0	0	1	0	1	2	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south24_active	80	8179	7541	555	749	751	467	339	257	497	254	1204	367	138	92	197	701	140	507	34	171	216	144	60	199	23	43	20	18	24	29	70	115	120	46	34	11	66	91	8	31	11	38	3	19	7	15	14	9	25	16	9	2	24	0	8	13	0	26	3	5	4	6	2	2	20	0	4	6	0	4	2	3	2	1	1	3	0	6	1	4	1	2	1	3	1	1	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	3	1	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0.03	south25_all	80	11161	8715	2145	1660	1419	1001	808	664	759	496	1346	515	335	301	319	827	231	594	160	268	278	221	117	238	92	109	83	77	83	53	110	157	113	71	60	42	82	103	36	50	34	47	18	27	18	23	40	28	27	24	19	18	42	13	16	22	10	16	9	10	11	8	9	9	26	7	6	7	8	11	2	8	2	2	6	4	3	15	3	6	3	3	4	4	1	2	3	1	0	0	0	2	2	1	2	3	0	1	0	0	0	0	1	1	4	0	2	3	1	1	1	0	0	0	0	0	2	0	2	0	0	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
0.03	south25_active	80	8133	7552	590	753	815	442	317	252	503	246	1215	349	138	87	208	744	113	537	31	199	240	153	59	211	25	45	19	19	21	21	75	146	99	48	37	14	67	89	6	28	14	36	5	19	5	12	27	7	18	19	9	2	34	2	7	15	1	14	4	4	6	5	3	3	23	2	4	7	3	6	0	3	2	2	1	4	0	15	1	4	0	3	2	3	1	1	3	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	1	0	4	0	0	3	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0
0.03	south26_all	80	11052	8782	2177	1682	1425	1011	830	696	765	507	1270	534	337	294	314	840	233	632	165	288	276	234	117	232	85	92	80	80	72	55	99	145	118	60	54	42	90	96	36	45	32	76	24	36	16	29	29	26	27	26	21	15	49	17	14	21	13	10	6	8	11	7	6	9	31	13	7	13	9	7	2	10	3	2	5	3	4	17	3	7	4	2	3	5	1	1	4	1	0	1	2	3	1	1	3	3	0	3	1	0	0	0	1	1	4	0	1	2	2	2	1	0	0	0	0	0	2	0	3	0	0	0	0	0	0	1	0	4	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	8077	7659	617	776	791	455	342	260	516	238	1145	363	130	77	197	765	115	581	33	207	231	175	55	199	19	37	22	18	20	23	69	131	100	37	35	14	73	85	9	21	13	64	9	20	4	19	24	8	17	19	11	2	38	5	4	15	2	7	4	4	5	4	1	2	27	7	5	12	5	4	0	6	2	2	1	3	1	17	1	4	1	2	2	4	1	0	4	0	0	0	2	2	1	0	1	3	0	2	0	0	0	0	1	0	4	0	0	2	2	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	4	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	11027	8756	2118	1684	1434	1026	862	660	809	496	1254	532	324	284	342	859	232	681	167	288	271	226	117	244	86	94	89	82	69	60	92	148	123	51	56	47	90	94	29	40	33	77	28	35	19	29	37	29	23	26	20	19	45	14	13	30	12	13	5	8	15	5	6	6	31	14	14	17	11	6	2	11	8	1	5	6	4	16	2	6	1	3	2	4	1	2	6	1	0	1	2	2	1	4	5	4	0	3	1	0	1	0	0	1	4	0	1	0	1	2	2	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	4	0	0	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	8074	7641	596	768	795	477	379	228	538	225	1128	352	134	72	202	793	111	628	33	215	219	178	52	208	16	35	26	16	25	26	60	134	99	29	36	17	70	81	6	17	12	65	8	17	5	22	28	9	16	19	10	4	36	7	4	21	2	8	4	7	6	3	2	2	27	10	11	16	7	3	2	7	7	1	1	5	1	16	0	3	1	2	2	3	1	1	5	0	0	0	2	2	1	0	1	4	0	2	0	0	1	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	11192	8711	2091	1671	1385	1076	847	650	815	504	1202	522	333	281	342	814	272	692	171	313	265	224	117	234	96	103	84	74	66	60	76	124	105	51	50	46	90	88	23	39	31	82	35	33	22	33	34	32	17	34	16	18	41	14	13	23	13	10	3	14	15	3	5	5	31	10	25	16	9	4	3	9	7	0	4	6	4	11	4	6	2	2	0	4	0	2	3	0	0	1	2	2	1	4	3	4	0	2	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south28_active	80	8241	7564	585	773	751	510	392	230	550	238	1067	341	132	74	208	741	130	634	33	231	203	164	47	197	23	44	22	17	29	24	50	104	80	30	29	17	72	73	8	17	10	71	11	16	7	25	26	11	11	23	7	7	33	8	4	17	2	6	2	9	8	1	2	3	26	9	21	14	5	2	2	5	6	0	1	5	1	10	1	3	1	1	0	3	0	1	2	0	0	0	2	2	1	1	1	4	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	11107	8648	2135	1623	1409	1071	827	651	771	520	1253	499	330	289	349	799	258	658	173	299	240	201	118	225	84	105	82	64	67	68	64	120	116	50	46	50	100	86	26	39	20	62	38	22	23	29	33	34	21	27	13	20	31	8	13	17	8	16	5	14	12	8	9	6	13	6	26	13	8	8	8	9	7	4	4	3	5	12	6	4	1	1	1	5	0	1	3	0	0	1	0	0	1	4	2	1	1	1	0	4	1	1	0	0	2	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	1	0	1	4	0	0	0	0	0	0	2	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south29_active	80	8210	7503	580	757	769	508	403	233	517	252	1104	337	133	81	209	728	121	591	41	209	184	136	56	187	23	43	24	14	29	29	45	97	95	31	29	20	77	74	9	23	6	51	9	13	8	20	23	11	16	18	5	9	23	7	5	13	2	11	3	9	6	2	3	3	9	6	24	10	3	6	6	3	7	2	3	2	0	11	1	3	0	0	0	4	0	1	1	0	0	0	0	0	0	1	0	1	1	0	0	3	1	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	11199	8662	2125	1587	1405	1051	791	660	746	541	1261	479	326	301	361	794	265	558	165	287	198	192	128	214	88	109	68	71	71	72	64	128	110	57	55	46	115	69	30	29	22	70	33	23	23	35	34	28	28	27	15	16	40	11	12	13	9	22	5	17	12	12	10	6	33	4	20	12	9	11	9	13	2	4	5	4	9	12	5	2	1	2	4	4	1	0	2	0	0	1	0	0	2	2	0	1	1	0	0	4	1	1	0	0	2	1	1	0	2	0	1	0	1	0	0	0	0	0	1	0	0	4	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south30_active	80	8213	7525	580	744	801	494	361	240	510	279	1110	330	136	85	219	719	131	491	42	199	150	121	59	181	23	40	20	15	31	22	45	99	91	42	37	19	94	55	10	14	9	60	8	11	6	26	25	8	21	17	6	10	35	8	4	8	4	18	2	9	7	3	3	3	27	2	19	9	3	9	7	9	2	2	3	4	5	11	1	1	0	0	2	3	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	3	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	11175	8531	2091	1605	1495	1032	845	627	762	549	1197	456	316	275	290	848	244	582	161	212	223	229	109	271	88	98	81	67	79	85	82	111	127	77	61	48	110	62	41	37	29	97	24	34	19	28	25	24	27	35	18	12	31	10	6	20	8	23	9	12	16	8	9	7	35	6	16	13	8	5	7	2	9	4	6	7	8	6	4	5	2	2	3	1	3	1	2	2	3	0	3	7	4	0	1	2	2	0	0	4	0	4	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	3	2	0	0	1	0	1	0	0	0	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
0.03	south31_active	80	8228	7329	562	757	835	466	375	238	514	276	1037	292	124	86	178	770	124	525	43	149	173	164	40	231	21	35	27	12	32	50	56	92	107	58	37	18	95	54	7	26	11	91	6	11	9	18	20	11	21	18	5	4	28	5	2	17	3	17	2	6	10	4	2	3	33	3	16	13	5	2	0	1	5	2	2	4	2	5	0	5	0	1	2	1	1	0	0	1	3	0	3	6	3	0	1	2	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south32_all	80	11414	8770	2104	1598	1471	1048	838	606	743	557	1183	461	323	259	288	916	260	594	161	236	228	231	111	258	90	106	78	68	69	83	69	117	143	77	61	43	93	59	35	35	32	94	23	34	21	29	26	22	23	30	20	14	24	15	8	20	6	21	12	14	13	7	5	7	28	4	20	21	6	5	7	3	8	7	6	8	5	7	3	6	2	0	4	0	6	1	2	1	3	1	1	3	1	2	1	2	2	0	0	9	0	2	0	0	0	3	0	1	1	0	1	2	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0
0.03	south32_active	80	8418	7614	569	748	811	471	379	224	505	301	1033	306	127	74	183	832	131	532	35	161	179	175	54	223	26	41	31	10	24	48	40	101	123	57	40	13	82	51	6	25	14	85	5	15	6	19	22	7	17	14	9	2	22	7	5	15	2	17	3	8	9	2	1	3	24	2	20	18	4	2	0	2	4	4	2	5	1	6	0	6	0	0	2	0	4	0	1	1	2	0	1	2	1	1	1	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south33_all	80	11244	8692	2038	1640	1392	1044	778	634	774	557	1273	470	353	268	293	921	272	648	185	265	243	227	110	255	93	97	81	73	71	83	56	121	133	92	57	46	95	91	35	36	33	72	25	27	26	31	26	24	22	30	23	13	17	13	11	17	6	19	11	15	13	8	4	6	21	3	14	23	6	5	6	4	10	7	7	5	5	14	1	3	0	0	4	0	8	1	4	1	2	3	2	3	0	2	2	2	3	0	0	9	0	1	0	0	0	3	0	2	1	0	1	2	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south33_active	80	8235	7568	588	772	756	464	343	230	531	295	1128	322	143	82	180	835	145	584	42	186	192	170	46	217	28	37	30	12	24	49	36	96	114	60	32	14	85	81	7	24	14	61	5	13	8	21	19	7	16	17	11	2	15	4	7	12	3	17	3	10	8	1	0	2	17	1	13	19	3	2	1	3	5	4	3	3	2	12	0	2	0	0	2	0	6	0	1	1	0	2	2	2	0	1	2	2	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	11397	8583	2066	1687	1337	1036	805	654	797	532	1321	473	321	275	319	937	241	641	183	282	235	208	124	243	109	88	70	73	80	60	61	112	152	79	60	45	101	111	30	32	33	81	27	34	24	29	27	20	23	19	16	11	22	11	13	10	4	15	13	13	9	7	5	6	23	3	12	21	5	7	6	3	6	8	10	2	8	12	3	4	0	0	4	0	8	1	3	0	2	3	2	3	0	2	2	1	2	0	0	9	0	0	0	1	1	3	0	2	1	0	1	1	0	0	1	0	0	0	0	0	1	3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south34_active	80	8297	7480	592	797	741	462	369	243	531	279	1195	329	121	81	212	840	116	580	47	205	178	151	56	212	34	33	24	13	30	31	43	93	129	49	30	11	91	96	9	17	16	69	6	15	7	19	23	4	16	12	9	3	19	3	7	6	2	14	5	7	7	1	3	2	19	1	11	16	2	4	1	3	2	4	5	1	6	11	0	3	0	0	2	0	5	0	1	0	0	2	1	2	0	1	2	1	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	11356	8561	2088	1645	1359	1002	795	683	739	522	1254	486	328	291	326	895	231	624	172	273	215	196	133	252	101	83	84	68	78	60	64	112	130	82	59	44	92	114	37	38	35	74	24	31	25	32	32	18	21	18	14	15	25	11	16	12	10	14	16	9	12	5	6	4	27	4	7	16	5	5	5	3	8	6	8	2	13	9	2	5	1	2	3	4	8	2	3	1	2	3	5	2	1	1	2	1	2	1	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	8296	7404	582	783	762	444	370	248	480	251	1127	343	131	85	210	792	113	567	39	209	154	135	61	217	26	28	25	19	29	29	46	91	111	56	30	11	74	99	14	16	16	63	5	12	9	22	27	6	15	12	5	7	23	4	7	7	2	13	10	6	7	2	3	1	23	2	5	13	2	2	1	2	2	2	4	2	10	8	0	3	0	1	2	3	5	0	0	0	0	3	2	2	0	0	2	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	11329	8697	2122	1675	1390	976	813	674	750	478	1168	513	326	297	336	800	225	632	163	246	253	195	136	273	109	76	83	69	90	50	68	141	150	71	58	40	90	96	41	34	31	77	22	31	19	22	36	13	20	20	12	22	34	13	13	18	11	13	15	4	11	6	6	5	29	6	5	11	1	4	6	7	10	4	7	2	10	6	3	5	1	2	6	4	4	2	4	2	2	1	7	1	2	0	3	1	2	1	0	0	1	0	0	1	3	1	0	1	0	0	0	0	2	0	1	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	8299	7503	558	791	780	462	377	256	488	228	1051	349	133	81	219	710	110	571	37	186	191	136	73	242	25	29	23	25	30	21	46	122	130	50	30	13	70	76	19	12	10	66	6	11	5	11	27	4	14	12	6	7	31	6	5	13	2	10	10	3	7	4	3	0	24	3	4	8	0	2	1	5	5	1	3	2	8	4	0	3	0	1	5	3	1	0	1	1	0	1	4	1	0	0	3	1	1	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
