label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151	Otu152	Otu153	Otu154	Otu155	Otu156	Otu157	Otu158	Otu159	Otu160	Otu161	Otu162	Otu163	Otu164	Otu165	Otu166	Otu167	Otu168
0.03	north18_all	80	6102	1895	1675	2015	843	789	1114	1193	343	283	624	294	232	423	181	247	153	125	241	116	82	97	111	71	84	72	64	46	97	75	115	59	54	57	73	52	51	20	31	64	23	21	12	22	42	10	11	21	16	16	10	18	15	18	7	16	5	8	3	10	5	9	9	4	9	16	3	4	2	3	2	1	3	3	4	1	3	5	4	3	3	2	1	3	3	1	2	0	1	2	3	2	6	1	0	0	0	1	1	2	0	1	2	0	0	0	4	0	1	1	0	0	4	0	0	1	0	0	0	1	0	3	3	0	0	0	0	0	0	0	2	0	5	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
0.03	north18_active	80	3645	881	908	1275	465	448	716	847	172	130	396	167	137	259	96	156	80	76	155	62	28	45	82	25	47	45	42	24	62	50	76	28	32	36	49	31	21	7	23	45	14	10	4	12	30	6	5	7	7	11	7	12	10	16	1	8	5	5	2	6	4	4	5	4	3	14	1	3	1	3	1	1	1	3	0	0	3	1	1	0	3	2	1	1	1	0	2	0	1	2	2	0	6	1	0	0	0	0	0	2	0	1	1	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	5	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0
0.03	north19_all	80	6276	1894	1736	2117	874	842	1169	1201	327	261	616	293	244	416	186	246	146	129	235	108	91	98	117	57	91	84	60	40	94	73	120	50	57	74	75	55	47	24	34	58	22	17	13	19	30	13	10	16	20	14	10	31	24	22	10	16	4	8	7	9	3	7	8	8	9	18	4	5	1	1	3	1	1	3	3	0	3	6	3	4	2	5	5	3	4	2	2	1	1	0	3	1	1	1	0	1	0	1	1	0	0	1	3	0	0	0	3	0	0	1	0	0	1	1	0	1	0	0	0	2	0	1	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north19_active	80	3785	879	933	1314	484	485	744	811	160	122	388	175	137	247	107	160	76	75	139	56	38	47	79	23	53	53	36	22	58	45	89	29	31	53	47	36	24	9	23	35	14	8	6	11	20	7	3	9	12	7	6	22	15	19	5	7	4	4	6	3	1	3	6	4	4	15	2	4	1	1	1	0	1	3	0	0	2	2	1	0	2	3	5	1	3	0	2	1	1	0	1	0	1	1	0	1	0	0	0	0	0	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	north20_all	80	6368	1924	1725	2170	844	831	1179	1171	322	249	601	296	236	428	184	247	152	128	242	99	88	101	117	53	88	87	59	36	101	69	138	39	47	63	75	52	55	30	45	45	12	17	16	19	50	18	14	14	20	18	8	22	27	28	12	13	9	9	11	7	2	7	6	10	11	11	3	3	2	2	8	3	1	5	1	1	2	4	2	4	2	5	8	2	4	6	1	1	1	0	3	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
0.03	north20_active	80	3759	906	949	1323	465	482	762	792	150	121	399	172	123	278	99	166	84	70	146	53	37	52	75	21	56	51	32	18	68	38	95	25	25	46	49	34	38	13	31	27	6	7	7	11	41	9	5	8	15	11	3	15	20	25	9	7	8	5	8	2	0	3	4	3	7	8	1	2	2	1	5	1	1	5	1	1	1	2	2	2	2	3	8	1	3	4	1	1	1	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	south21_all	80	6257	1940	1620	2084	873	814	1098	1175	324	258	659	261	230	421	188	269	157	133	293	109	86	93	106	70	97	99	45	54	82	76	95	50	76	66	60	48	84	30	43	51	22	28	12	18	37	13	19	12	11	9	10	35	19	17	12	27	14	10	14	7	4	4	2	5	7	8	7	5	10	4	2	3	1	5	4	7	4	1	6	2	3	2	2	1	3	0	2	0	4	2	1	2	2	5	0	1	1	0	1	2	0	1	2	0	0	6	1	2	2	1	3	1	0	0	1	0	0	0	2	0	0	0	2	2	0	0	0	0	0	4	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south21_active	80	3713	955	931	1349	485	481	703	780	162	120	438	125	113	271	103	169	78	66	186	50	45	45	66	36	57	60	21	28	45	46	55	36	48	39	40	34	56	19	22	30	11	20	5	11	28	5	11	6	4	9	3	22	8	11	7	16	10	4	7	2	2	3	0	2	6	5	4	3	8	3	1	2	1	4	2	3	3	1	3	0	1	2	1	1	1	0	2	0	2	1	1	2	1	4	0	1	1	0	1	0	0	0	2	0	0	5	1	1	2	1	3	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_all	80	6140	1954	1653	2120	849	813	1163	1132	309	282	630	257	221	413	175	282	148	138	308	108	83	93	102	70	96	97	45	48	81	75	95	58	74	74	70	48	88	28	30	61	24	24	18	18	37	10	17	18	13	15	10	38	11	14	10	27	17	13	9	5	3	3	1	7	5	8	5	4	12	3	3	6	2	5	6	6	3	4	7	5	1	2	3	0	3	0	2	0	4	1	0	0	1	4	1	1	1	0	1	0	0	1	3	1	1	1	1	1	2	2	0	1	0	0	1	0	0	0	2	0	1	0	2	2	0	0	0	0	0	4	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south22_active	80	3645	938	932	1390	469	482	750	758	158	128	432	138	122	269	99	186	72	68	181	52	45	52	60	38	56	56	25	29	44	37	65	38	44	42	52	37	62	16	14	40	14	16	5	13	30	4	9	9	8	13	5	27	3	9	6	11	10	7	4	3	1	2	0	2	3	5	3	3	10	2	1	5	1	5	5	4	2	3	3	3	0	2	2	0	1	0	1	0	3	0	0	0	0	4	0	1	1	0	1	0	0	0	2	1	0	0	0	1	2	1	0	1	0	0	1	0	0	0	0	0	1	0	2	1	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south23_all	80	5993	1935	1618	2185	867	769	1235	1105	306	284	639	277	227	428	166	274	167	130	269	110	86	88	103	61	89	96	60	48	80	77	106	59	64	59	62	48	69	28	31	52	20	17	21	20	38	11	18	20	15	19	12	29	22	17	7	28	13	11	12	7	4	2	0	4	7	11	1	7	7	1	5	6	3	3	6	4	0	4	3	5	5	0	2	0	2	3	2	0	1	0	0	1	1	1	2	0	1	1	1	0	0	1	4	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	3500	919	895	1374	456	460	790	702	146	130	449	155	115	286	85	179	84	64	172	56	44	47	56	35	55	63	27	28	55	39	68	40	43	38	37	35	50	13	13	42	11	8	6	12	31	6	8	11	8	14	8	19	11	11	4	16	5	5	7	7	1	2	0	1	3	6	1	7	5	1	2	5	1	2	5	2	0	3	2	3	3	0	2	0	1	3	1	0	1	0	0	0	0	1	1	0	1	0	1	0	0	0	3	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	6001	1906	1609	2163	826	738	1239	1117	298	283	635	279	272	422	167	276	153	110	247	108	79	98	87	60	87	90	67	40	84	79	102	63	61	56	65	44	62	28	32	50	24	14	24	22	42	8	15	17	10	19	14	22	23	34	8	27	12	10	8	13	5	2	2	4	10	8	1	9	6	2	7	5	3	2	3	3	1	4	3	6	5	0	2	1	1	4	3	0	1	0	0	1	1	2	4	0	0	1	2	1	0	0	5	1	1	0	4	0	0	1	1	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south24_active	80	3493	900	878	1321	435	433	795	697	148	136	449	150	147	269	78	188	74	54	167	49	35	61	46	37	54	63	36	24	53	42	66	39	39	38	39	27	50	12	21	40	13	6	6	14	32	6	5	10	6	13	12	13	10	24	5	17	4	5	5	11	2	2	0	0	7	3	0	9	6	1	4	5	0	1	3	2	0	2	1	4	3	0	2	0	1	4	2	0	1	0	0	0	1	2	1	0	0	0	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_all	80	6015	1931	1573	2098	850	775	1266	1126	285	270	643	287	257	429	165	245	149	117	250	111	82	102	83	60	81	88	69	42	82	80	112	57	54	46	95	43	65	28	38	42	24	15	19	19	48	14	13	11	8	22	11	21	24	37	8	27	11	8	9	15	5	3	6	5	10	5	1	10	6	4	6	1	3	3	1	2	2	3	1	6	8	0	2	2	2	6	2	0	0	0	0	2	1	3	4	0	0	1	2	1	0	0	3	1	1	1	5	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south25_active	80	3563	924	850	1307	455	456	821	722	151	140	438	153	136	262	72	165	68	57	163	56	30	59	41	33	59	62	36	25	49	46	70	31	34	28	64	27	44	14	24	30	12	7	7	10	39	7	6	7	5	16	10	14	14	29	3	22	4	5	6	11	2	3	1	3	7	1	0	10	5	3	3	0	1	0	0	1	0	2	0	5	6	0	1	0	1	5	1	0	0	0	0	1	1	3	1	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
0.03	south26_all	80	6024	1892	1615	2057	839	766	1171	1120	303	265	617	296	242	429	169	267	144	128	234	102	76	112	95	52	85	83	77	40	75	81	106	69	44	42	82	46	86	21	44	35	28	16	23	20	41	14	11	8	8	20	8	13	23	33	10	31	8	7	12	14	7	3	8	6	8	5	4	10	5	4	5	4	2	3	3	1	2	4	2	4	3	1	2	3	2	4	4	0	1	0	0	1	1	3	2	1	1	0	3	2	0	0	3	1	2	1	5	0	0	0	1	0	0	0	1	0	2	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	9	0	0	0	0	1	0
0.03	south26_active	80	3610	940	884	1318	450	450	776	713	170	133	386	161	126	271	80	178	68	60	144	48	25	59	50	26	58	61	46	20	41	47	63	38	24	27	56	31	56	11	26	21	16	10	12	11	32	7	5	6	4	12	6	9	13	26	3	22	3	6	8	9	4	2	2	4	8	1	2	8	3	3	3	0	1	0	1	1	0	3	0	3	3	0	1	0	1	3	3	0	1	0	0	1	1	3	0	1	1	0	2	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0
0.03	south27_all	80	6094	1885	1624	2096	863	820	1197	1184	315	278	653	283	217	438	165	283	146	136	274	106	80	109	106	53	90	84	73	37	62	73	112	63	39	49	99	54	83	21	46	34	25	13	22	24	40	15	9	9	9	18	10	17	30	20	10	27	11	8	15	13	7	4	8	13	3	8	4	6	8	3	3	5	1	2	5	1	1	3	1	5	3	2	5	6	2	2	3	2	1	0	1	1	1	1	0	1	1	0	2	1	0	0	0	1	2	1	2	0	2	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	9	0	0	0	0	0	0
0.03	south27_active	80	3640	933	917	1332	455	474	807	814	166	136	409	158	111	281	76	194	74	71	175	52	33	53	58	27	66	55	45	19	35	41	67	36	19	30	74	40	48	11	26	18	15	10	14	15	31	8	5	3	4	10	3	13	18	19	2	15	4	6	8	9	2	2	3	7	3	6	3	4	5	2	1	1	1	0	1	0	0	3	0	4	3	1	1	4	0	1	2	1	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
0.03	south28_all	80	6019	1872	1675	2091	875	864	1246	1244	323	280	675	294	213	440	179	295	149	152	278	94	81	108	114	53	90	77	74	42	63	79	111	69	43	50	84	63	79	13	38	35	21	18	21	26	33	15	12	11	14	24	15	27	33	21	7	16	9	12	18	13	11	5	7	11	5	12	6	5	7	0	3	8	1	1	6	2	2	3	2	6	3	3	4	9	3	0	3	4	2	2	3	2	0	1	0	1	1	0	1	4	0	0	0	1	2	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	9	0	0	0	0	0	0
0.03	south28_active	80	3600	922	944	1303	438	481	787	848	170	134	434	173	103	297	83	186	75	73	172	54	34	55	66	26	63	43	44	21	39	42	73	38	18	27	54	42	43	5	22	18	11	11	10	14	17	8	6	4	8	14	6	23	21	21	1	7	4	7	10	9	6	3	3	6	4	9	4	2	4	0	1	2	0	0	1	1	0	2	1	5	3	1	0	7	2	0	3	3	1	1	1	2	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
0.03	south29_all	80	5967	1852	1631	2248	887	894	1287	1192	322	278	718	312	220	412	192	289	146	150	293	100	78	98	99	59	94	73	65	42	69	80	117	58	53	59	104	59	75	19	32	39	23	24	19	27	39	11	12	12	11	26	15	26	32	20	9	14	15	8	17	18	10	3	3	10	5	13	6	5	9	1	1	7	2	1	6	3	1	1	2	7	1	2	5	11	5	0	2	5	2	4	3	2	0	1	2	3	1	0	2	4	0	0	0	0	1	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south29_active	80	3506	914	906	1429	447	475	831	802	160	134	488	188	115	258	90	183	76	76	190	61	32	57	57	28	71	35	41	21	43	48	79	36	30	35	77	36	49	7	19	23	11	13	8	15	20	5	5	4	6	16	7	21	25	19	4	4	6	3	7	10	6	2	2	5	4	9	3	2	6	0	0	2	0	0	3	1	0	0	1	5	1	1	0	9	4	0	2	3	0	3	1	2	0	1	0	3	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	6036	1836	1672	2188	878	861	1201	1151	306	270	700	296	212	407	202	249	132	137	267	101	85	92	107	56	100	83	58	46	86	91	115	50	57	64	104	67	62	26	27	37	19	29	18	24	45	16	14	15	11	28	19	20	26	24	9	4	17	12	16	13	9	5	5	9	5	13	7	6	6	2	2	8	4	1	6	2	1	2	4	3	2	1	7	8	6	0	2	4	2	4	4	2	0	1	3	2	0	0	2	3	0	0	0	1	1	1	3	0	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_active	80	3547	900	919	1394	443	443	765	736	145	124	471	172	119	246	96	149	69	68	179	55	37	55	61	25	69	42	35	21	53	48	81	34	39	32	68	36	37	9	15	26	10	14	9	15	22	8	7	7	8	18	10	17	19	23	8	3	9	6	6	7	6	5	4	5	4	9	2	2	3	1	1	3	0	0	2	1	0	0	2	2	1	0	2	7	4	0	2	3	0	3	2	2	0	1	1	2	0	0	1	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	6094	1919	1746	2072	822	805	1149	1334	362	275	640	260	224	457	205	229	157	124	265	98	89	98	114	61	91	95	72	60	76	59	114	67	58	56	79	65	68	28	31	57	27	22	29	25	24	8	10	15	13	13	7	29	15	11	7	22	11	11	8	16	1	6	5	12	10	8	8	7	6	1	4	2	2	3	6	1	2	2	3	4	16	1	2	5	3	4	1	2	2	1	3	0	2	1	0	2	6	2	0	1	4	1	1	1	2	0	0	0	0	1	1	2	1	0	0	0	0	0	0	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	3634	920	963	1285	425	438	747	903	190	143	401	133	134	297	111	146	79	66	147	48	35	51	74	31	55	61	34	29	50	40	65	49	39	41	62	45	45	16	17	33	12	11	16	13	7	4	5	9	8	9	3	13	9	6	2	17	4	6	3	12	0	4	2	7	6	3	5	5	3	0	1	0	1	1	3	0	1	2	2	3	16	0	2	5	2	4	0	1	2	1	1	0	0	1	0	1	4	1	0	1	3	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	6211	1972	1687	2143	846	779	1158	1241	347	295	603	241	246	415	208	280	161	129	291	93	86	96	106	57	90	86	64	60	68	66	102	59	55	63	78	75	62	23	25	47	25	26	23	24	29	18	7	11	10	17	9	35	8	17	11	26	16	12	9	10	4	5	6	11	12	11	6	5	3	1	5	3	3	1	5	2	2	1	6	3	16	2	3	2	1	4	2	3	2	3	4	0	2	0	0	2	6	2	1	0	4	1	1	0	0	0	0	1	0	1	1	2	2	0	0	0	0	0	0	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	3729	983	934	1349	407	429	752	832	168	151	385	135	139	252	114	171	87	81	164	44	35	51	65	25	57	51	27	30	46	45	59	44	35	42	63	52	45	9	16	29	13	15	13	8	13	9	2	6	6	14	2	19	5	13	3	22	8	5	2	7	1	4	2	6	9	6	4	4	2	0	1	0	1	0	2	0	1	1	5	2	16	0	3	2	1	4	1	2	2	1	3	0	1	0	0	1	4	0	0	0	3	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	6233	1967	1684	2203	871	789	1101	1191	340	293	630	262	252	422	216	288	158	127	261	94	76	104	112	58	73	95	51	59	70	71	101	54	55	63	72	68	48	21	28	40	29	21	22	25	22	17	9	13	15	15	9	37	8	22	10	20	19	15	7	10	6	5	5	14	9	7	5	5	1	1	3	3	2	0	6	2	0	1	6	3	13	3	2	2	2	5	2	4	2	3	3	1	2	0	1	0	0	1	1	1	2	0	2	0	0	1	0	2	0	2	1	2	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	3722	989	944	1364	435	443	722	813	163	151	417	154	144	275	114	172	90	82	153	49	31	55	69	27	48	60	24	29	46	47	65	37	35	40	51	43	37	10	13	23	17	14	12	5	13	10	2	7	10	12	1	23	5	17	2	17	10	9	3	9	1	3	1	8	5	3	4	3	1	1	0	0	1	0	2	0	0	1	5	2	13	1	2	2	1	5	1	3	2	0	3	1	2	0	1	0	0	0	0	1	2	0	1	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	6302	1944	1650	2193	883	798	1045	1189	330	302	635	256	268	411	203	283	152	130	266	96	74	97	98	66	82	87	46	56	59	89	95	52	57	64	81	71	48	22	39	48	32	18	14	23	26	17	10	18	15	15	11	22	10	18	9	17	16	14	7	12	8	5	5	9	8	5	5	8	1	1	2	2	3	0	5	2	0	1	5	3	1	3	1	3	3	4	1	3	0	3	3	1	2	0	2	0	0	1	2	1	0	0	1	1	0	1	1	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	3778	976	906	1377	462	475	685	808	152	146	413	153	148	276	111	172	86	80	172	54	29	57	56	34	51	50	22	27	34	63	60	30	38	42	57	38	36	9	21	21	19	12	8	4	17	8	4	13	9	12	2	17	8	12	3	14	11	9	3	7	2	2	3	4	4	3	4	3	1	1	0	1	1	0	1	0	0	1	4	0	1	1	1	3	2	3	1	3	0	0	2	1	2	0	2	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	6253	1873	1679	2136	877	843	1064	1115	331	287	629	272	242	411	204	257	147	132	270	90	78	108	109	67	78	92	54	47	63	83	104	52	61	61	96	59	53	15	40	60	27	20	14	27	23	14	13	20	18	14	9	18	15	21	9	19	18	11	12	16	6	5	3	9	16	3	4	8	1	2	5	2	4	2	5	3	0	1	2	11	3	3	1	1	3	4	0	1	0	3	4	2	2	0	2	0	0	0	1	2	0	0	2	1	0	2	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	3705	937	923	1351	478	507	694	767	158	141	409	150	128	271	114	153	84	71	183	47	26	69	65	31	47	56	29	23	38	54	66	29	41	39	65	38	40	8	21	32	14	12	6	8	14	8	6	13	8	9	2	15	10	15	3	16	14	7	4	9	2	3	2	6	12	2	3	2	1	2	2	2	1	0	1	1	0	0	2	6	2	1	1	1	2	3	0	1	0	0	3	2	2	0	2	0	0	0	0	1	0	0	1	1	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	6260	1915	1716	2059	856	858	1100	1214	333	275	660	289	229	386	177	237	144	133	276	98	86	103	119	67	85	84	57	51	53	74	100	52	50	50	87	56	54	15	49	60	33	21	15	30	24	14	14	20	13	15	7	25	15	14	7	24	15	8	12	22	5	3	4	5	12	3	4	10	3	4	4	3	6	4	6	3	3	2	2	12	4	1	0	1	3	4	0	0	0	2	4	2	0	0	4	0	0	1	1	2	1	0	2	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
