label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129	Otu130	Otu131	Otu132	Otu133	Otu134	Otu135	Otu136	Otu137	Otu138	Otu139	Otu140	Otu141	Otu142	Otu143	Otu144	Otu145	Otu146	Otu147	Otu148	Otu149	Otu150	Otu151
0.03	north20_all	80	15249	5037	2573	1579	2006	932	920	734	777	463	484	372	315	274	293	547	322	326	197	142	213	192	121	190	109	94	151	88	57	98	54	82	53	58	55	41	33	38	33	28	33	59	19	58	15	17	19	37	28	15	9	8	9	14	9	10	21	8	8	28	10	4	6	18	6	5	3	11	2	0	16	3	15	2	1	4	1	1	3	2	1	1	7	4	2	0	0	0	1	0	3	2	4	0	0	0	0	1	2	0	1	0	2	0	0	2	0	0	0	0	0	0	1	1	2	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
0.03	north20_active	80	12785	3527	1552	582	1537	321	484	393	525	171	314	80	76	91	169	473	232	248	113	60	162	138	77	152	46	56	117	64	31	70	36	61	10	19	48	12	9	20	9	9	11	48	10	48	3	6	7	35	24	9	5	5	5	11	6	4	16	1	2	21	4	3	1	17	0	4	0	10	1	0	15	1	13	0	0	3	0	0	3	2	0	0	7	2	1	0	0	0	0	0	2	0	4	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south21_all	80	11600	4408	2399	1473	1731	901	824	662	677	428	484	343	291	300	256	351	245	270	151	138	151	155	113	142	79	89	102	89	64	70	73	61	42	45	64	36	32	40	30	30	30	21	20	49	13	20	19	25	34	7	15	6	12	17	8	10	12	11	9	9	6	15	7	12	4	7	4	9	2	3	2	3	3	2	2	1	1	1	0	0	5	4	1	0	1	0	0	1	0	3	1	2	1	0	0	0	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1
0.03	south21_active	80	8709	2781	1200	423	1169	223	319	314	408	146	281	104	76	74	135	272	155	184	70	29	101	86	66	95	28	40	70	47	23	34	39	40	12	18	49	9	11	23	7	5	6	14	5	27	5	4	9	19	23	3	2	1	4	12	1	4	10	4	3	3	2	11	1	5	2	5	2	4	2	0	1	2	2	0	0	1	0	0	0	0	3	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south22_all	80	11657	4430	2449	1504	1658	941	792	639	670	408	478	327	291	276	258	345	245	261	158	135	167	150	111	138	76	98	99	90	59	74	64	65	52	44	77	40	31	45	25	34	29	25	18	48	15	22	17	33	30	11	10	6	13	15	13	9	13	10	11	9	6	14	7	12	4	6	6	9	3	3	3	6	2	2	1	2	1	0	2	1	3	4	2	0	1	0	2	1	0	1	1	2	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
0.03	south22_active	80	8748	2787	1228	431	1116	237	333	314	398	121	277	93	82	74	136	259	156	190	77	38	116	81	63	88	32	47	65	52	26	40	37	36	15	15	57	10	7	26	6	9	7	17	7	31	4	2	12	26	21	3	3	1	7	12	2	3	10	3	6	4	2	8	1	4	2	4	2	5	2	0	2	2	1	0	0	2	0	0	2	0	2	1	1	0	0	0	2	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_all	80	11591	4386	2412	1502	1654	911	790	642	628	409	478	307	297	271	278	336	246	241	160	141	181	139	118	152	82	94	86	104	60	72	66	71	46	41	61	38	31	40	22	36	26	30	21	38	23	28	21	41	27	13	10	11	13	9	14	9	20	14	9	12	7	9	6	6	3	6	5	7	2	2	6	5	3	4	0	1	1	0	2	2	3	6	3	0	1	1	2	0	1	0	1	2	3	1	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south23_active	80	8657	2742	1200	441	1130	222	334	328	369	116	285	92	85	71	147	244	156	177	76	43	125	84	70	109	34	39	52	59	22	43	36	44	15	11	42	9	8	21	3	9	9	25	9	29	5	3	11	33	16	5	2	3	10	7	3	3	13	4	7	6	1	3	2	4	1	5	2	5	1	0	5	1	1	1	0	1	0	0	2	1	2	1	2	0	0	1	2	0	0	0	1	0	3	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	11500	4306	2434	1521	1684	902	829	648	648	421	476	325	276	243	289	337	263	290	155	150	181	142	120	165	87	88	90	85	55	58	54	69	53	42	67	38	31	32	25	34	26	32	22	44	24	24	23	30	21	13	11	13	13	11	15	12	24	13	13	9	4	15	4	7	3	7	4	5	4	2	8	5	3	3	0	1	1	0	3	4	4	5	3	1	0	2	2	1	2	0	3	2	5	1	1	0	0	0	0	1	1	1	1	1	0	0	1	3	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_active	80	8566	2685	1208	435	1155	238	354	326	384	119	279	84	79	67	161	238	166	229	74	43	123	97	69	120	37	44	53	50	22	38	20	45	16	14	44	6	8	15	6	12	9	26	10	32	4	3	12	24	12	5	2	5	9	10	2	4	17	4	6	6	0	11	2	5	1	5	1	4	2	1	8	0	1	1	0	1	1	0	2	3	4	0	2	0	0	1	2	1	0	0	2	0	5	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	12038	4418	2386	1499	1724	876	854	652	689	441	459	338	271	248	293	385	270	332	159	151	185	140	127	169	94	86	107	82	55	74	67	74	45	42	71	31	38	27	28	33	29	46	25	50	21	17	17	37	20	14	14	16	14	12	9	16	31	11	8	9	3	14	4	5	2	7	6	4	6	3	13	4	1	2	1	0	1	0	2	5	4	5	3	2	0	3	0	2	2	0	2	0	4	1	1	0	1	0	0	1	1	2	1	1	0	1	1	3	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	9181	2841	1229	464	1197	239	383	338	412	139	271	78	75	67	152	292	176	269	77	39	127	97	69	123	42	41	73	46	21	52	35	52	11	15	53	8	11	15	6	10	16	40	13	37	1	5	6	33	10	5	3	7	9	12	2	4	23	3	2	5	0	12	2	5	1	5	3	3	2	2	13	0	0	1	0	0	1	0	1	5	4	0	2	1	0	1	0	2	0	0	1	0	4	1	0	0	0	0	0	1	0	2	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	13254	4639	2418	1511	1825	873	866	682	726	424	503	354	260	240	289	424	262	365	165	156	182	141	126	165	95	82	135	80	59	79	75	65	45	46	87	28	39	33	24	25	34	42	22	39	18	16	13	30	24	12	14	18	13	11	6	16	27	5	11	11	3	19	3	13	2	5	4	4	7	3	17	2	6	3	1	1	3	0	2	4	4	3	5	2	1	2	3	2	1	0	2	0	2	0	1	0	3	0	1	1	0	2	1	1	0	2	1	3	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south26_active	80	10509	3120	1313	495	1317	258	414	375	452	144	302	76	66	60	153	329	175	289	85	49	127	95	64	129	49	43	100	52	24	62	47	46	11	20	70	6	15	22	4	8	16	35	10	30	2	4	6	26	15	5	6	5	7	10	0	2	20	1	4	8	1	18	1	10	2	3	2	3	2	2	16	0	3	1	0	0	1	0	0	4	4	0	4	1	1	0	3	2	0	0	1	0	2	0	0	0	2	0	0	1	0	2	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	14384	4989	2513	1519	1966	934	853	697	745	395	496	359	255	275	313	468	279	359	178	145	210	151	115	168	92	86	152	85	63	94	69	86	39	47	81	32	43	38	24	23	44	65	26	34	19	17	17	36	29	13	14	15	14	8	5	12	21	2	8	11	4	16	9	15	4	5	5	7	9	3	14	3	10	6	3	2	7	1	5	6	3	2	3	2	2	2	5	2	0	0	1	0	3	0	0	1	3	1	1	0	0	1	0	0	0	2	2	3	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south27_active	80	11731	3526	1432	532	1464	304	428	386	481	142	311	74	59	83	164	373	193	284	97	51	155	102	59	139	51	45	125	53	26	66	49	64	9	16	64	11	18	28	3	7	20	55	12	26	2	5	12	33	21	5	6	3	8	6	0	1	17	0	3	8	2	16	3	12	4	4	2	5	5	2	13	1	7	0	2	1	4	1	4	6	3	0	2	1	2	1	5	2	0	0	0	0	3	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	15082	5185	2553	1516	2069	960	834	724	731	398	510	355	276	271	324	474	292	341	187	130	219	182	140	184	88	89	153	88	68	92	61	74	38	45	70	32	47	41	17	19	41	65	28	40	20	14	19	32	27	15	13	9	14	13	9	10	20	4	8	11	4	17	10	19	5	4	4	6	6	0	13	3	10	6	3	5	7	1	5	6	0	1	4	0	2	2	5	9	0	0	1	0	1	0	2	1	2	1	1	0	1	1	0	0	0	2	2	0	3	1	0	9	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south28_active	80	12442	3773	1489	565	1626	333	445	415	496	154	334	83	63	91	189	389	210	271	91	49	169	129	78	158	45	54	129	56	28	60	42	52	9	17	53	12	23	29	1	6	16	54	13	34	3	4	12	31	22	5	5	1	8	10	3	1	17	0	4	9	2	16	3	16	4	4	1	5	3	0	11	1	7	0	3	3	3	1	4	6	0	1	4	0	2	1	5	9	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	14895	5153	2617	1535	2047	917	864	705	746	424	493	345	293	303	316	460	288	302	175	130	225	186	130	210	96	94	144	94	82	86	65	79	36	38	59	37	35	44	19	21	38	62	30	47	19	17	21	39	24	16	8	9	12	14	9	4	13	5	7	12	4	12	8	20	4	12	4	8	5	1	7	3	8	7	3	6	7	2	5	9	0	2	5	0	3	1	6	12	1	1	1	0	1	0	2	2	1	1	1	3	2	0	0	0	2	0	2	0	3	1	1	9	0	1	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south29_active	80	12268	3725	1520	578	1620	297	466	408	512	168	322	97	74	102	181	380	194	248	80	56	172	137	83	178	48	57	116	55	39	52	47	54	7	16	43	16	17	28	4	4	14	52	13	42	3	7	17	36	17	6	2	2	5	10	5	0	9	0	3	11	2	10	3	19	3	11	1	7	3	0	6	1	7	2	3	4	3	1	4	9	0	1	5	0	2	1	6	12	0	1	0	0	1	0	1	0	1	0	0	3	0	0	0	0	2	0	0	0	3	0	0	9	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	14901	5233	2579	1536	2059	897	852	726	747	447	503	334	300	300	307	460	298	293	161	134	221	187	136	203	96	112	142	78	81	75	64	70	41	42	63	37	40	42	21	24	31	52	27	65	16	12	20	61	15	16	6	10	12	21	11	4	13	8	9	12	0	12	3	26	3	14	5	8	5	1	7	2	7	4	2	5	2	1	4	10	2	3	8	1	2	1	1	12	1	1	1	0	1	0	3	2	0	0	0	6	2	0	1	0	2	0	3	0	6	0	1	9	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south30_active	80	12293	3765	1534	573	1650	287	445	435	506	179	332	91	75	102	191	387	208	236	76	49	165	140	82	165	44	72	109	45	40	48	48	38	7	18	49	19	19	26	4	4	11	46	13	57	2	5	16	56	10	6	2	2	4	13	6	0	9	1	3	10	0	9	1	26	1	13	1	8	2	0	6	1	7	2	1	3	0	0	4	10	0	1	7	1	1	1	1	12	0	1	0	0	1	0	2	0	0	0	0	6	0	0	0	0	2	0	0	0	6	0	0	9	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
0.03	south31_all	80	11483	4327	2259	1504	1750	931	761	691	687	438	521	335	299	255	280	361	247	271	138	133	202	164	135	134	87	91	115	83	53	70	63	79	47	41	53	37	34	40	19	31	34	27	21	38	23	20	15	33	23	16	12	8	10	8	4	11	14	5	7	24	4	9	8	3	4	7	7	0	5	2	3	3	11	2	6	2	1	4	0	4	4	3	3	4	2	2	1	2	2	3	1	0	2	2	2	0	1	0	1	0	1	0	0	1	1	0	0	0	3	0	1	0	0	2	0	1	1	0	0	0	3	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	8576	2681	1101	437	1180	244	299	347	395	116	317	83	70	74	154	271	148	207	60	40	142	101	70	98	35	52	82	46	24	39	30	58	9	5	40	13	9	17	7	11	9	11	7	35	4	6	5	27	17	5	2	5	2	3	0	3	9	1	2	21	1	6	4	2	2	5	1	0	1	1	3	1	11	1	3	0	0	1	0	4	4	0	1	1	1	1	0	1	1	1	0	0	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	11596	4394	2335	1505	1717	952	762	699	690	456	531	330	288	250	280	345	252	294	157	136	198	144	119	142	84	94	118	69	55	78	70	77	52	52	63	24	31	46	26	28	35	31	16	47	18	22	12	26	22	11	12	8	11	9	5	10	14	5	6	15	4	5	6	7	6	7	6	1	2	2	4	2	10	2	4	1	0	4	0	4	5	3	3	2	2	1	0	2	2	4	1	0	2	2	0	0	0	0	1	1	1	0	0	1	1	0	0	0	3	0	0	1	0	1	1	1	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	8662	2732	1131	422	1145	244	302	350	414	123	319	97	63	61	146	250	162	230	68	39	134	93	67	106	37	58	84	39	20	47	36	48	6	12	46	8	9	21	8	9	10	13	5	45	5	6	5	20	15	6	1	4	3	5	0	4	9	1	3	10	1	2	3	3	4	5	0	1	0	1	4	1	10	1	2	0	0	1	0	4	4	0	1	0	1	1	0	1	1	2	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	11575	4404	2365	1548	1721	928	756	681	690	454	516	354	287	251	271	347	254	281	173	149	202	144	107	159	102	89	104	72	63	72	71	67	50	52	70	27	35	39	24	25	31	28	19	44	17	23	12	22	18	11	12	8	13	5	4	12	15	6	5	16	5	12	5	8	5	5	2	6	3	1	4	5	5	2	3	1	1	6	1	0	5	3	0	1	3	1	1	3	3	2	1	0	2	3	0	1	0	0	5	2	1	0	1	2	1	0	0	0	3	0	0	1	2	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	8606	2734	1120	424	1147	236	317	344	422	122	295	108	63	55	144	247	164	221	77	42	129	84	59	111	48	50	66	44	27	42	38	36	7	16	51	11	8	18	5	9	6	12	8	41	4	9	5	19	12	3	2	3	3	3	0	4	10	1	2	10	1	7	2	4	4	3	0	4	0	0	2	1	5	1	1	0	0	2	1	0	4	0	0	0	1	1	0	1	1	1	0	0	1	2	0	0	0	0	5	1	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	11723	4399	2399	1552	1650	927	792	650	664	459	489	352	264	257	255	338	240	293	189	125	203	144	94	163	100	96	112	71	63	68	77	66	53	44	80	30	33	44	25	25	29	35	18	46	13	31	13	11	11	8	10	8	11	5	4	11	15	5	6	15	7	21	6	9	5	7	3	6	1	1	4	3	1	3	4	1	1	7	3	4	1	2	1	2	1	0	3	4	3	2	0	0	7	1	1	1	1	0	4	2	1	0	1	1	1	0	0	0	3	0	0	1	2	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south34_active	80	8705	2749	1199	434	1119	236	341	311	388	122	274	106	69	53	133	242	158	224	74	31	131	80	50	112	45	57	78	43	28	43	40	33	9	16	65	10	11	22	7	10	8	23	9	41	2	13	8	8	6	1	2	3	3	4	0	3	12	1	2	9	1	15	3	6	3	5	1	4	0	0	2	0	1	1	1	0	0	2	2	1	0	0	0	1	0	0	2	2	0	1	0	0	6	0	0	0	0	0	4	1	0	0	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south35_all	80	11851	4324	2430	1546	1730	920	759	673	731	448	448	369	293	258	266	303	229	267	203	136	186	136	99	158	98	96	117	75	70	71	72	68	56	43	62	34	33	36	20	16	29	35	22	38	18	26	20	14	15	13	7	9	12	4	5	10	16	5	5	12	7	21	5	14	3	5	2	5	1	2	10	4	1	2	4	2	3	5	4	7	1	1	3	3	1	0	4	5	4	3	0	0	7	1	1	1	2	0	4	2	0	0	2	1	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south35_active	80	8811	2702	1191	468	1185	222	313	317	434	125	243	109	88	64	139	210	147	198	86	30	120	74	51	113	48	58	81	44	39	41	37	37	14	15	50	11	10	16	10	6	7	22	13	30	2	13	15	10	10	1	2	3	3	1	1	2	11	0	1	9	1	15	4	13	2	3	1	3	0	2	8	0	1	0	1	1	1	1	3	4	0	0	2	2	0	0	2	2	0	1	0	0	6	0	0	0	0	0	4	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south36_all	80	13012	4559	2462	1526	1909	928	768	692	734	477	466	363	289	257	296	385	214	285	199	143	208	146	111	161	100	81	107	86	79	80	64	67	49	40	62	34	33	38	23	21	28	45	25	36	21	20	29	34	21	14	9	10	11	10	9	8	17	7	5	13	5	20	4	23	6	4	3	7	1	4	8	3	5	1	3	3	4	5	6	7	0	1	3	3	1	1	4	3	3	1	0	0	7	1	1	1	2	0	3	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south36_active	80	10113	3050	1299	499	1338	255	338	361	428	145	271	97	88	77	164	286	137	216	78	40	157	90	60	120	53	52	75	52	42	57	35	35	12	14	53	9	12	16	12	8	7	31	14	27	5	8	18	30	12	3	5	4	4	4	3	3	12	1	1	12	2	15	3	21	4	3	1	6	1	2	8	0	4	0	1	2	1	3	5	4	0	0	2	2	0	1	3	1	0	0	0	0	6	0	0	1	0	0	3	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south37_all	80	13973	4717	2534	1502	1986	940	770	699	738	458	471	326	290	261	321	417	234	273	193	151	212	171	132	150	112	85	116	91	79	91	72	72	46	38	71	39	27	41	24	19	29	40	26	40	25	16	31	37	24	15	9	15	9	19	9	11	15	10	5	16	2	12	3	22	8	4	4	10	2	4	15	2	11	2	2	2	4	3	6	3	0	0	2	3	0	1	2	2	3	1	1	0	0	0	1	2	2	1	0	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south37_active	80	11147	3284	1414	536	1450	259	356	380	436	155	289	86	78	86	198	324	157	211	86	50	165	121	77	118	53	50	86	49	41	66	42	47	14	10	57	11	9	17	8	7	8	26	12	31	7	8	20	33	16	6	6	4	3	11	3	4	9	1	1	14	1	8	2	20	5	1	1	9	2	2	15	0	8	0	1	2	2	3	6	3	0	0	2	2	0	1	1	0	0	0	1	0	0	0	1	2	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
0.03	south38_all	80	15027	5002	2563	1468	2032	905	804	728	764	448	493	335	262	296	316	427	261	251	178	151	232	196	121	182	113	90	117	103	81	109	74	80	44	43	71	34	27	34	30	28	28	41	34	45	21	16	23	48	24	12	10	17	9	22	7	16	18	13	5	25	3	11	5	15	10	6	4	14	6	3	8	4	11	2	0	5	5	4	5	3	0	1	3	3	0	1	2	2	0	0	1	0	0	0	1	2	0	2	0	2	1	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	12319	3636	1476	536	1544	281	403	405	490	157	318	62	62	102	213	346	174	194	79	60	180	143	69	143	53	49	85	56	39	76	51	51	15	12	53	10	5	14	9	10	9	31	19	38	6	7	16	45	15	6	6	4	6	14	3	7	12	2	1	24	1	8	2	13	7	3	1	13	6	1	8	1	8	0	0	5	1	4	5	3	0	0	3	2	0	1	1	0	0	0	1	0	0	0	1	2	0	1	0	0	1	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	15110	4975	2675	1449	2031	919	847	739	775	446	507	357	263	307	293	468	281	262	178	154	258	206	115	197	107	107	126	106	77	125	70	70	49	46	63	29	32	32	27	28	22	43	36	49	16	14	14	36	25	9	10	18	10	23	6	17	14	11	4	25	2	13	6	12	11	8	6	13	8	2	10	3	11	2	1	5	4	3	4	10	0	2	1	1	0	1	2	2	0	2	1	0	0	0	1	2	0	3	0	2	1	3	1	0	1	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	12465	3705	1539	528	1551	291	440	398	523	160	335	74	51	112	198	393	194	198	77	64	209	157	62	161	55	52	93	54	32	94	45	47	15	16	44	11	10	15	7	9	9	34	21	43	3	8	13	34	18	5	5	4	6	12	2	5	11	1	1	24	0	9	3	12	8	4	2	11	8	0	9	1	8	0	0	5	1	2	4	10	0	0	1	1	0	1	0	1	0	1	1	0	0	0	1	1	0	1	0	1	1	3	1	0	1	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	15171	5043	2574	1496	1942	950	841	758	786	454	501	343	273	297	277	443	313	286	162	150	278	218	117	197	101	97	125	104	74	116	79	78	44	53	75	33	33	27	26	24	19	41	42	60	18	15	18	35	26	6	9	17	17	18	9	13	18	13	5	24	6	19	8	5	7	10	5	11	10	2	3	2	4	3	2	8	3	2	2	10	0	4	6	0	1	0	2	2	0	3	1	0	0	0	0	3	3	3	0	1	1	2	1	0	1	0	0	0	1	0	0	0	0	2	0	5	0	0	0	0	2	0	0	0	0	4	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
