label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123
0.03	south25_all	80	3488	1132	888	823	439	323	417	309	289	194	258	172	223	176	267	91	76	52	187	66	46	36	72	34	34	27	33	22	56	30	29	51	36	19	19	16	14	9	11	12	28	2	4	7	11	5	7	7	5	8	3	3	6	4	4	6	7	4	5	3	5	0	5	4	1	1	0	0	1	0	3	2	0	1	0	0	2	3	3	1	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	1998	520	475	484	235	151	237	160	175	109	159	102	131	124	154	41	40	23	111	35	26	13	44	16	16	19	16	11	39	17	18	16	23	9	14	10	7	2	7	8	22	2	1	5	8	3	2	2	3	3	2	2	2	2	3	5	4	2	4	2	3	0	4	2	0	0	0	0	1	0	0	1	0	1	0	0	2	2	3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	3442	1148	910	823	457	321	376	303	289	190	258	174	212	144	263	90	90	56	182	64	47	37	68	27	29	24	29	20	55	33	30	52	24	21	21	14	12	8	20	21	18	6	5	7	6	7	5	13	9	10	6	2	6	2	3	13	4	4	4	3	5	0	6	5	2	0	1	0	2	0	4	3	0	2	0	0	0	4	10	1	3	0	0	0	0	2	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_active	80	1911	528	484	479	237	138	221	155	179	105	157	93	128	101	169	41	43	25	100	29	28	17	43	12	13	16	12	8	38	17	20	17	14	12	12	7	9	2	14	13	12	3	2	5	4	4	1	5	6	5	3	2	3	1	2	4	2	2	4	2	3	0	5	3	1	0	1	0	1	0	0	1	0	1	0	0	0	3	9	1	3	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	3483	1163	886	786	444	318	409	299	293	193	240	167	192	151	216	87	95	52	174	66	45	36	70	32	33	26	27	15	55	32	24	49	31	17	30	14	12	8	22	21	19	8	5	7	7	6	4	12	9	6	15	1	5	2	2	15	5	3	4	1	3	0	6	2	3	0	1	0	2	2	4	2	1	2	0	1	1	3	10	0	3	0	2	0	0	2	0	0	0	0	1	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_active	80	1932	532	462	446	222	138	249	169	183	106	156	89	113	101	139	41	47	25	102	36	23	19	42	15	15	16	15	4	40	16	15	24	19	11	18	7	9	4	15	14	12	4	2	3	6	4	2	7	6	3	10	1	3	0	2	6	2	1	4	1	1	0	5	1	1	0	1	0	1	1	0	0	0	1	0	1	1	1	9	0	3	0	2	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	3477	1160	899	785	459	310	388	308	291	197	262	174	191	155	233	86	100	56	148	70	41	38	93	32	30	26	32	16	39	30	21	36	30	12	36	11	13	7	20	33	25	9	5	11	5	7	8	13	8	5	18	2	4	2	0	11	4	1	4	2	3	0	2	2	2	3	3	0	2	5	3	10	1	2	0	1	6	2	8	0	3	1	2	1	0	3	0	0	0	1	1	0	3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_active	80	1910	521	467	466	231	130	228	174	170	100	168	97	113	107	154	45	52	27	85	43	21	20	58	16	15	16	21	5	30	19	12	25	15	8	24	5	10	2	13	22	19	3	2	5	5	5	5	7	5	2	8	1	1	0	0	3	2	0	4	0	1	0	2	1	1	1	1	0	1	4	0	0	0	1	0	1	6	1	7	0	3	0	2	1	0	1	0	0	0	1	1	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	3484	1170	832	803	452	306	434	362	284	173	242	181	188	148	229	83	81	62	161	74	35	43	88	33	29	35	29	20	31	27	17	41	30	12	33	9	13	6	12	34	28	8	3	13	3	5	10	7	6	5	14	4	3	2	1	5	3	0	2	4	2	2	6	1	1	4	4	0	2	5	5	8	1	2	0	3	6	1	2	0	1	1	2	1	2	4	0	0	0	2	2	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south29_active	80	1890	541	413	460	223	139	246	215	152	88	160	101	113	91	143	42	45	29	112	43	15	19	50	16	12	26	17	9	23	17	9	29	17	9	25	6	10	2	6	26	23	3	1	8	3	2	8	4	2	3	7	3	1	0	0	3	1	0	2	0	1	1	5	0	0	2	2	0	1	4	3	0	0	1	0	1	6	0	2	0	0	0	2	1	2	2	0	0	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	3432	1185	848	775	465	291	416	374	272	173	256	189	195	144	233	80	87	61	181	71	33	41	87	29	26	44	25	23	35	24	15	59	40	12	28	12	12	6	5	32	22	8	1	14	4	6	10	8	6	6	11	5	6	0	2	3	1	0	3	4	2	2	8	2	0	5	3	0	1	5	5	8	0	3	0	2	6	3	3	0	1	1	1	2	2	2	0	0	0	2	1	0	7	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
0.03	south30_active	80	1876	535	417	446	230	124	224	227	153	93	170	105	125	86	150	43	49	32	127	38	15	17	58	15	13	26	13	9	26	15	7	46	24	11	24	6	7	1	1	21	15	3	1	10	2	2	8	4	1	4	3	3	4	0	1	1	0	0	2	0	1	1	6	1	0	2	1	0	1	3	3	0	0	3	0	0	6	2	1	0	0	0	1	2	2	1	0	0	0	2	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south31_all	80	3360	1169	796	851	432	329	400	323	272	169	283	168	217	164	243	89	78	52	149	68	40	32	94	20	30	39	31	38	32	29	16	56	38	17	22	13	11	13	9	19	11	7	15	13	6	5	20	12	7	4	4	4	3	2	1	6	3	2	4	5	2	1	2	4	2	3	0	3	0	4	1	2	1	1	0	2	3	4	6	0	1	1	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south31_active	80	1895	545	386	496	225	138	241	195	139	78	189	90	129	102	171	51	40	29	95	39	18	16	69	5	14	21	22	20	12	15	5	29	22	8	17	5	6	6	5	10	7	4	11	6	3	2	16	7	5	0	2	3	1	1	0	4	1	1	1	4	1	0	0	1	1	2	0	3	0	3	1	1	1	0	0	2	3	3	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south32_all	80	3284	1181	783	855	435	304	400	318	288	187	300	168	221	167	224	84	83	56	177	67	43	30	74	23	31	33	42	32	32	21	14	54	41	19	22	10	10	11	5	21	12	7	14	12	9	7	19	11	7	6	4	1	2	2	1	7	5	2	3	1	4	1	1	8	1	3	1	3	0	4	1	3	2	2	0	1	3	2	3	0	1	1	1	0	0	1	1	0	2	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south32_active	80	1806	545	397	516	223	131	209	192	155	86	206	91	130	118	142	46	43	31	115	42	22	13	60	6	14	16	35	16	14	10	7	30	24	11	15	6	7	6	3	11	8	3	13	5	5	2	16	6	4	2	1	1	1	1	0	5	2	1	1	0	3	0	0	3	1	2	0	3	0	3	1	2	2	1	0	1	3	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south33_all	80	3296	1198	817	846	413	315	363	307	298	195	294	160	188	151	205	77	74	66	184	70	42	35	75	24	36	42	39	30	37	21	11	54	46	20	32	16	15	13	4	22	32	8	15	13	12	6	17	10	4	8	9	2	4	2	1	10	4	4	3	4	4	1	1	6	1	4	1	3	2	5	2	2	1	2	0	1	3	3	3	0	0	1	1	0	0	2	1	0	2	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0
0.03	south33_active	80	1869	558	402	521	208	134	185	174	176	83	194	74	105	104	133	36	39	26	117	40	21	12	58	8	17	25	31	16	23	11	6	31	25	11	24	11	11	6	0	11	27	3	12	4	8	1	13	5	1	2	3	2	4	1	0	8	1	3	1	2	3	1	0	3	0	3	0	3	2	3	1	1	1	1	0	1	3	2	0	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
0.03	south34_all	80	3341	1174	843	836	411	298	378	309	283	201	292	154	190	150	181	72	80	57	185	80	41	36	73	21	32	42	44	25	41	28	12	47	30	19	32	21	21	10	4	20	27	8	13	8	10	4	13	10	3	5	9	1	5	3	2	9	2	4	2	9	3	1	1	6	1	2	1	0	2	6	3	1	1	1	0	0	3	1	3	0	0	2	1	0	0	2	1	0	4	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0
0.03	south34_active	80	1877	557	416	495	209	120	200	173	165	100	194	80	117	102	113	31	46	25	132	47	22	12	51	11	11	27	36	10	22	14	4	29	18	13	26	14	13	3	1	16	25	5	9	1	9	0	10	6	0	2	3	1	5	1	1	7	1	3	1	5	3	1	0	3	0	1	0	0	2	3	2	1	1	1	0	0	3	1	1	0	0	1	1	0	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
0.03	south35_all	80	3358	1105	846	807	396	318	393	295	287	182	285	152	219	139	176	72	74	61	153	81	36	40	82	29	33	50	39	23	43	27	14	38	44	23	30	19	25	9	7	21	30	7	13	9	8	4	11	11	5	5	9	2	7	4	3	6	6	5	3	9	2	1	3	4	1	2	1	0	2	2	3	2	0	0	0	1	0	1	2	0	0	1	0	1	0	1	1	0	4	1	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	1	0
0.03	south35_active	80	1914	517	424	477	212	125	235	167	178	97	194	81	130	84	103	30	47	26	102	45	17	16	55	16	14	30	30	10	26	13	3	22	28	17	24	11	15	3	3	18	26	4	8	2	7	1	9	7	3	3	3	1	7	1	1	4	5	4	1	5	2	1	2	2	0	1	0	0	2	0	2	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south36_all	80	3397	1164	828	844	387	298	399	328	298	177	294	156	233	152	172	64	89	51	156	67	36	36	84	34	28	49	38	18	42	22	19	46	31	27	25	16	20	9	8	27	30	8	8	11	10	4	12	13	4	3	6	3	5	6	3	8	7	4	3	8	2	3	4	2	1	2	0	0	0	6	4	1	0	0	0	1	0	1	2	0	1	2	0	1	1	1	0	0	2	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	3	0	0	0	0	0	2	0	0	1	0	0	0	1	0
0.03	south36_active	80	1925	564	409	484	194	115	250	183	187	101	183	84	143	94	102	26	56	24	105	36	16	16	46	18	10	25	27	6	27	13	5	29	20	19	15	9	11	3	3	23	23	4	5	2	9	2	9	8	3	1	4	0	5	1	1	5	5	3	1	5	2	1	2	1	0	2	0	0	0	5	3	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south37_all	80	3390	1184	847	860	408	283	408	310	323	172	297	158	246	162	195	56	87	66	154	58	38	33	101	42	35	51	35	16	47	24	23	49	29	28	31	13	15	11	9	34	14	9	5	11	7	7	13	10	4	4	3	3	8	5	5	8	8	2	4	2	3	2	3	1	0	1	0	1	0	6	1	1	0	1	2	1	2	0	2	0	1	1	0	1	1	0	0	0	3	0	1	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	1	0
0.03	south37_active	80	1860	565	428	502	197	107	250	177	205	96	175	77	146	93	119	26	48	33	94	29	17	13	65	22	15	27	23	5	31	15	6	33	18	20	19	5	7	4	4	25	6	6	4	3	6	4	9	5	4	1	2	0	7	0	2	5	5	2	2	0	2	0	2	0	0	1	0	1	0	5	1	0	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	0	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
0.03	south38_all	80	3331	1193	807	852	410	287	399	332	337	161	264	151	238	174	200	58	84	71	152	55	38	30	113	40	34	48	33	17	51	22	17	59	16	26	36	13	8	11	7	28	24	9	5	13	9	8	10	5	4	6	9	5	6	6	2	8	4	1	3	3	1	2	5	1	0	1	1	3	0	9	4	1	0	1	4	1	2	0	2	0	1	2	0	1	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	1826	568	389	483	188	116	245	191	211	81	151	86	149	96	126	32	39	38	95	37	16	13	74	19	15	22	19	7	36	11	6	43	8	14	25	5	5	5	4	18	13	4	3	6	6	7	6	2	4	2	9	1	4	0	1	4	2	1	1	1	0	0	4	1	0	1	1	3	0	7	1	0	0	0	2	0	0	0	0	0	0	2	0	1	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	3382	1141	812	814	416	287	381	325	319	155	252	161	237	165	203	62	75	71	144	58	44	39	111	37	38	40	30	20	44	25	16	54	20	19	35	11	10	11	7	24	31	7	8	11	12	7	8	3	3	6	11	2	8	7	3	3	1	3	4	3	1	4	5	1	1	1	2	4	0	4	4	1	0	2	5	0	2	1	1	2	2	1	0	0	1	0	0	0	1	2	1	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	1833	548	402	451	186	127	231	200	201	77	151	85	146	84	131	33	32	40	101	37	18	16	71	19	15	19	14	8	31	14	4	38	10	11	25	3	6	5	6	17	14	3	4	7	10	6	6	3	2	3	11	1	5	0	1	1	0	3	1	1	0	1	4	1	1	1	1	3	0	2	1	0	0	1	3	0	0	0	0	1	0	1	0	0	1	0	0	0	1	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	3349	1120	849	830	397	281	382	346	298	157	249	162	224	165	208	74	74	64	146	72	44	42	105	39	37	28	34	16	45	25	19	45	24	18	24	10	7	11	10	21	31	4	8	13	10	3	1	10	3	7	10	3	9	6	5	5	1	3	3	3	0	4	4	2	2	3	2	3	1	4	3	1	0	3	3	0	0	1	0	2	2	1	0	0	0	0	0	0	1	2	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	1830	533	397	464	190	130	227	228	185	71	152	84	142	85	136	42	29	38	94	45	20	18	67	20	14	13	16	7	28	13	7	27	16	9	16	3	5	5	9	19	17	1	4	8	8	3	1	10	2	4	9	2	5	0	3	3	0	3	1	1	0	1	4	1	1	2	1	2	1	2	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	0	0	0	1	2	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
