label	Group	numOtus	Otu0	Otu1	Otu2	Otu3	Otu4	Otu5	Otu6	Otu7	Otu8	Otu9	Otu10	Otu11	Otu12	Otu13	Otu14	Otu15	Otu16	Otu17	Otu18	Otu19	Otu20	Otu21	Otu22	Otu23	Otu24	Otu25	Otu26	Otu27	Otu28	Otu29	Otu30	Otu31	Otu32	Otu33	Otu34	Otu35	Otu36	Otu37	Otu38	Otu39	Otu40	Otu41	Otu42	Otu43	Otu44	Otu45	Otu46	Otu47	Otu48	Otu49	Otu50	Otu51	Otu52	Otu53	Otu54	Otu55	Otu56	Otu57	Otu58	Otu59	Otu60	Otu61	Otu62	Otu63	Otu64	Otu65	Otu66	Otu67	Otu68	Otu69	Otu70	Otu71	Otu72	Otu73	Otu74	Otu75	Otu76	Otu77	Otu78	Otu79	Otu80	Otu81	Otu82	Otu83	Otu84	Otu85	Otu86	Otu87	Otu88	Otu89	Otu90	Otu91	Otu92	Otu93	Otu94	Otu95	Otu96	Otu97	Otu98	Otu99	Otu100	Otu101	Otu102	Otu103	Otu104	Otu105	Otu106	Otu107	Otu108	Otu109	Otu110	Otu111	Otu112	Otu113	Otu114	Otu115	Otu116	Otu117	Otu118	Otu119	Otu120	Otu121	Otu122	Otu123	Otu124	Otu125	Otu126	Otu127	Otu128	Otu129
0.03	south23_all	80	26283	18299	7254	10474	4833	2836	2431	2591	2096	1688	1110	2124	1246	751	657	564	649	479	475	373	353	235	255	408	227	227	274	241	132	206	159	175	96	138	84	69	57	78	54	75	42	66	81	49	21	25	32	30	23	49	20	20	16	22	36	5	9	13	14	7	18	17	7	6	11	3	10	4	1	3	7	14	1	5	6	1	1	0	1	1	3	1	3	3	0	5	2	1	0	1	1	0	0	1	0	0	0	0	2	5	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south23_active	80	11788	13475	1835	8690	2930	766	871	1716	1345	982	326	1773	880	202	228	143	410	238	262	154	142	69	59	306	117	169	206	194	25	172	92	132	28	105	47	29	28	63	29	51	8	38	72	28	3	5	20	7	9	39	16	2	7	16	30	2	7	5	11	1	15	15	5	1	10	0	4	1	0	2	5	13	0	3	6	0	0	0	1	1	3	1	3	1	0	2	1	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south24_all	80	26020	17523	7186	10011	4646	2927	2382	2452	2129	1614	1166	2081	1141	765	688	570	666	452	439	334	317	238	237	354	239	210	279	209	126	201	145	191	105	119	88	70	52	80	72	77	42	68	49	46	20	28	26	27	29	38	16	20	17	25	34	7	9	13	12	9	17	4	9	6	10	2	8	2	6	2	14	7	1	6	7	0	1	1	2	1	2	0	1	2	1	5	0	1	2	0	1	1	0	1	0	0	0	0	1	1	0	1	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
0.03	south24_active	80	11089	12573	1760	8206	2693	747	815	1601	1332	920	335	1738	777	194	236	145	399	194	228	130	128	69	55	247	118	150	205	168	24	167	85	143	27	91	51	22	21	59	43	53	9	34	42	29	1	3	15	10	13	30	11	4	5	19	27	4	7	5	9	2	15	3	7	2	7	0	3	0	5	2	10	6	0	3	6	0	0	1	2	0	1	0	1	0	1	3	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south25_all	80	26384	18547	7122	10477	4857	3004	2410	2480	2216	1619	1185	2109	1214	786	684	589	655	463	460	369	318	252	256	400	222	252	282	216	138	237	136	183	100	111	83	64	63	91	65	89	35	65	41	42	24	29	31	21	26	36	16	12	21	26	55	9	8	13	11	10	21	22	7	5	8	0	5	2	7	5	14	4	1	5	1	0	2	1	2	1	3	1	0	3	3	5	0	1	2	1	0	3	0	1	0	0	0	0	3	1	0	1	0	0	0	3	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
0.03	south25_active	80	11871	13697	1735	8802	2911	797	902	1619	1448	1010	344	1785	840	214	243	140	415	207	245	149	137	75	64	299	110	192	214	175	32	207	83	134	23	85	42	26	27	67	42	62	9	33	31	26	2	6	17	9	14	26	9	4	9	18	46	4	7	6	9	2	20	20	5	2	6	0	2	0	5	2	10	3	0	2	0	0	1	1	1	0	1	0	0	1	3	3	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south26_all	80	26929	19796	7044	11412	5074	3028	2477	2651	2342	1725	1226	2296	1322	792	689	586	731	508	493	371	339	258	248	432	229	309	322	258	144	249	140	180	101	111	114	73	60	92	80	81	35	64	52	35	28	28	28	17	25	33	17	13	15	19	61	12	14	10	11	7	26	23	5	9	16	1	5	3	11	5	10	3	1	2	9	3	6	1	4	5	2	1	0	4	3	2	0	1	3	1	0	3	0	0	0	0	0	0	3	0	0	1	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	south26_active	80	13139	15302	1694	9829	3199	847	1010	1840	1634	1121	395	1998	955	232	257	137	496	243	280	175	160	63	59	341	126	242	268	209	39	220	96	139	18	80	58	32	28	71	62	60	7	43	44	21	6	5	17	10	12	27	10	7	8	13	50	5	13	6	10	1	24	22	3	5	13	0	4	0	7	1	7	2	1	0	8	2	5	1	3	4	0	0	0	1	3	2	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south27_all	80	27336	20356	7043	12006	5145	3124	2520	2777	2434	1763	1224	2282	1351	764	667	584	694	540	503	397	332	245	241	453	235	302	342	303	147	287	126	180	96	129	111	78	79	109	82	78	42	54	72	27	26	27	27	18	24	48	28	8	19	23	60	11	13	7	7	9	19	31	6	11	24	2	6	7	9	5	1	4	1	1	8	4	6	7	3	5	2	2	0	2	2	1	0	1	3	1	0	2	1	0	1	0	0	0	2	0	0	1	1	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
0.03	south27_active	80	13734	16059	1703	10473	3336	878	1082	1953	1753	1167	420	1964	990	229	248	144	480	257	298	200	150	54	64	379	131	234	296	252	40	247	88	141	18	96	57	44	36	80	62	64	11	47	63	18	6	9	17	8	12	44	21	3	9	18	54	3	11	5	6	1	17	30	3	6	21	0	4	1	5	1	0	4	1	1	8	3	5	4	2	4	0	0	0	1	2	1	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south28_all	80	27765	20875	7085	12453	5304	3112	2544	2983	2349	1824	1225	2445	1403	715	679	577	706	550	478	404	344	253	244	436	244	269	365	352	143	275	129	161	104	139	118	84	78	127	84	85	43	59	73	25	31	20	28	21	15	51	35	9	21	22	58	12	28	6	7	12	23	22	5	10	21	5	13	8	5	1	1	12	5	2	12	4	5	7	5	5	0	3	0	2	1	3	0	0	3	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
0.03	south28_active	80	14184	16739	1747	10945	3537	887	1120	2162	1696	1183	438	2139	1042	215	271	138	516	270	294	220	168	62	66	368	144	212	315	298	41	223	87	122	18	106	62	50	42	93	62	70	10	55	68	18	7	8	18	6	6	46	30	5	11	18	53	4	25	4	7	1	20	20	3	5	19	1	11	1	2	0	1	12	1	2	11	3	4	4	2	4	0	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south29_all	80	27615	20353	7039	12056	5151	3064	2523	3011	2244	1789	1153	2387	1327	749	668	564	672	518	469	411	338	277	220	412	252	278	331	315	132	278	147	174	95	139	103	87	84	124	76	62	48	67	54	22	35	19	22	21	11	53	50	9	21	18	28	14	26	9	4	10	16	20	5	8	21	5	12	7	3	1	2	32	4	3	4	2	6	8	4	5	0	2	2	0	0	3	1	1	2	1	1	0	1	0	3	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
0.03	south29_active	80	13860	16100	1704	10531	3384	833	1083	2148	1585	1150	405	2059	1008	227	264	128	474	233	292	221	159	59	49	332	142	205	278	271	35	222	99	141	19	108	63	50	38	91	53	46	14	61	47	13	10	7	15	7	5	49	47	4	9	15	25	6	21	5	4	1	13	19	4	3	18	1	10	2	0	0	1	32	0	2	3	2	5	5	2	4	0	1	2	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south30_all	80	27133	19244	7011	11160	5027	2919	2499	2951	2158	1744	1159	2259	1294	725	661	565	663	510	486	382	341	272	238	379	244	273	333	285	135	254	151	163	94	117	107	74	73	110	71	62	49	56	59	27	32	21	27	17	15	55	45	13	22	17	39	12	24	11	8	9	8	12	3	4	6	5	9	4	1	1	2	30	4	3	4	4	3	6	2	1	1	1	2	0	0	2	1	2	2	1	1	0	1	0	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0
0.03	south30_active	80	13109	14766	1619	9607	3202	743	1023	2066	1498	1076	366	1908	938	202	260	131	440	234	294	198	164	63	49	289	124	204	263	244	38	201	97	123	20	89	58	34	33	83	46	37	16	41	51	15	9	6	17	3	6	52	42	5	13	14	35	3	20	3	7	2	7	11	3	1	5	1	9	1	0	0	1	30	0	2	3	3	2	5	0	0	1	1	2	0	0	2	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
0.03	south31_all	80	26934	18901	6990	11411	5019	2903	2452	2721	2329	1759	1101	2170	1306	708	716	588	680	525	444	358	336	275	245	442	216	309	344	306	131	247	144	119	94	168	80	92	58	97	80	70	31	72	66	42	26	27	33	25	23	44	24	13	10	20	44	17	19	7	16	11	11	27	8	7	4	4	9	2	6	5	5	11	5	4	10	2	8	3	2	2	3	1	2	0	2	0	1	3	0	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
0.03	south31_active	80	12489	14253	1824	9671	3124	802	926	1887	1525	1053	355	1822	986	205	257	167	433	230	244	188	147	66	71	354	111	211	285	250	36	192	88	74	29	132	48	54	29	82	51	50	7	49	54	28	7	8	14	6	12	37	17	5	2	13	36	5	13	0	10	2	9	24	5	2	3	1	8	0	3	2	2	11	1	2	9	1	8	2	1	2	3	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
0.03	south32_all	80	25989	17079	6976	9875	4689	2935	2394	2506	2147	1654	1108	1966	1186	743	668	543	633	489	409	349	312	274	259	384	246	261	346	276	134	224	129	126	84	148	92	76	60	90	65	67	36	57	49	34	26	24	39	27	23	38	27	17	11	23	49	17	22	8	9	14	8	31	5	4	4	4	8	2	5	4	6	11	3	3	8	2	11	3	2	0	0	0	2	0	2	3	0	2	0	1	0	0	0	2	1	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south32_active	80	10858	12114	1788	8062	2705	723	815	1567	1342	921	310	1591	814	176	207	169	375	181	210	163	126	79	75	293	122	163	285	222	27	173	65	75	24	111	55	37	25	70	36	44	9	34	38	20	8	9	11	7	12	27	21	7	1	15	39	5	16	1	4	2	5	28	1	1	4	1	7	0	1	1	1	10	0	1	5	1	10	2	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_all	80	25695	16859	7000	9705	4614	2922	2423	2473	2150	1647	1096	2052	1186	717	615	518	637	522	422	365	325	289	262	358	227	260	319	260	138	236	130	153	93	163	100	72	55	99	59	57	39	65	33	36	28	24	40	27	26	52	22	16	8	31	50	9	21	9	9	11	12	17	5	6	11	4	6	4	5	5	5	15	4	4	4	2	6	2	3	0	0	1	4	0	2	3	1	1	0	1	0	0	0	2	1	0	0	1	1	0	0	1	0	0	0	0	2	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south33_active	80	10467	11799	1785	7929	2652	723	799	1495	1325	920	283	1686	788	162	173	145	368	201	217	160	120	86	77	259	115	159	256	208	29	186	68	109	27	127	61	29	21	72	31	38	11	36	23	22	6	8	14	6	14	37	15	9	1	22	41	2	15	3	8	1	9	14	2	2	11	1	6	2	3	1	1	14	0	2	1	1	5	1	1	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_all	80	26428	17910	6939	10302	4727	2958	2470	2517	2228	1740	1117	2158	1246	722	635	530	679	513	459	422	343	277	271	363	228	240	311	268	146	261	129	178	88	156	98	65	55	103	55	60	42	60	52	39	25	19	44	25	30	46	23	16	12	25	37	7	29	9	7	10	16	15	6	6	13	4	6	2	6	3	5	5	1	2	4	3	4	1	2	0	0	1	3	1	1	4	1	0	3	1	0	0	0	1	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south34_active	80	11640	13015	1737	8653	2900	731	897	1587	1434	1043	316	1811	863	179	220	122	413	199	247	191	146	81	73	266	116	159	260	214	32	212	70	133	22	128	58	31	28	73	30	43	10	33	40	24	6	9	21	8	13	32	15	9	4	19	29	1	25	3	7	1	12	13	2	1	13	1	5	2	3	1	1	4	0	2	1	3	3	1	1	0	0	0	2	1	0	3	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_all	80	26695	18708	6894	10778	4762	2934	2465	2625	2267	1784	1120	2223	1303	704	617	543	682	499	477	442	354	282	245	409	217	259	317	281	140	243	125	175	87	167	89	71	53	116	66	65	42	60	60	41	26	24	37	30	30	34	27	17	9	23	32	9	27	11	8	12	24	11	7	4	16	2	5	2	4	2	5	4	3	3	1	5	2	2	2	0	0	3	3	1	0	1	1	0	4	1	0	0	0	2	2	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south35_active	80	12326	14048	1622	9190	3019	776	953	1725	1519	1111	354	1897	903	189	227	118	426	209	272	220	171	73	71	306	104	180	281	216	34	195	74	140	19	134	49	33	24	86	38	52	10	31	46	21	6	6	21	7	12	25	23	9	4	17	27	1	25	2	8	3	22	8	2	1	12	1	1	2	2	0	2	4	0	1	1	4	2	1	1	0	0	1	2	1	0	1	0	0	4	1	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_all	80	26654	18397	6777	10626	4827	2948	2421	2674	2249	1767	1149	2247	1310	717	627	572	663	470	462	453	386	272	238	428	208	276	305	253	147	236	128	199	79	149	94	65	59	108	73	84	44	57	63	35	32	26	35	28	26	33	41	18	10	25	21	9	26	12	8	12	26	12	6	2	14	2	8	0	2	0	4	3	2	2	7	6	2	2	1	1	0	3	1	2	0	2	0	0	4	1	0	0	0	1	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south36_active	80	12381	13825	1447	9004	3126	806	929	1818	1514	1074	362	1917	941	188	227	119	422	198	261	214	197	61	60	333	103	192	259	195	32	196	84	161	12	114	50	30	33	81	38	58	12	37	48	14	4	4	21	6	10	26	36	10	5	21	18	1	23	2	7	3	21	10	1	0	10	0	1	0	1	0	1	3	0	0	3	5	1	1	1	1	0	2	0	2	0	1	0	0	4	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_all	80	26435	18350	6830	10509	4832	2890	2454	2689	2228	1723	1161	2226	1206	735	640	563	630	449	468	415	389	269	255	413	228	273	300	276	143	276	119	167	78	154	96	61	68	120	78	100	39	65	76	35	33	31	35	33	20	51	53	24	4	19	23	13	16	12	3	11	21	18	4	2	5	3	7	1	1	3	2	1	2	3	6	3	3	2	1	3	3	4	1	2	1	2	0	0	1	1	0	0	0	1	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south37_active	80	12066	13726	1445	8858	3065	820	937	1823	1471	1046	362	1887	859	195	225	123	410	212	262	202	200	59	59	316	111	188	240	211	28	234	75	132	15	118	54	22	32	92	43	76	10	51	69	16	2	4	23	7	8	45	48	10	2	15	22	4	14	2	2	2	16	16	1	0	1	0	1	1	1	1	1	1	0	0	2	2	2	1	1	3	3	3	0	2	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_all	80	26982	19286	6862	11391	4957	2923	2584	2876	2369	1734	1154	2335	1264	726	664	573	634	453	503	412	387	283	254	399	221	257	342	284	137	275	141	182	71	150	94	60	64	127	61	123	34	72	82	43	37	28	33	26	15	52	41	27	7	26	21	14	14	9	5	7	10	18	2	2	9	4	7	4	1	3	0	2	0	3	6	3	4	0	0	3	6	2	0	1	1	1	0	0	3	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south38_active	80	13085	14830	1625	9721	3182	874	1049	2044	1650	1126	385	1997	962	210	236	129	422	220	280	197	199	72	56	322	115	174	283	223	34	243	85	147	14	116	60	27	30	104	32	91	6	59	74	22	4	7	20	4	8	46	36	16	1	24	20	6	11	3	2	1	4	18	1	0	7	1	1	2	1	1	0	1	0	0	2	2	3	0	0	3	6	2	0	1	1	0	0	0	3	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_all	80	27519	20348	6931	11985	5154	2872	2615	2994	2475	1824	1190	2316	1353	750	695	545	652	462	526	399	356	277	271	422	236	279	345	305	118	329	153	190	70	158	88	62	66	130	66	100	38	68	87	52	42	36	36	29	20	46	30	25	7	30	19	17	11	6	6	5	10	13	3	2	18	5	3	4	1	3	5	2	0	2	2	3	4	3	0	3	6	1	1	0	1	0	0	1	3	0	1	0	0	1	1	2	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south39_active	80	13892	15981	1752	10351	3395	905	1106	2163	1713	1212	434	1982	1029	231	264	126	427	241	299	199	177	69	72	349	120	182	278	247	33	298	96	153	12	123	55	28	27	105	42	82	7	54	80	39	5	8	21	6	13	40	25	13	0	27	17	8	8	2	3	1	4	12	1	1	17	1	2	2	1	1	0	1	0	1	2	3	3	1	0	3	6	1	0	0	1	0	0	1	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_all	80	28102	21284	6990	12608	5301	2919	2602	3057	2584	1921	1216	2419	1453	734	711	531	670	460	526	377	362	267	274	434	226	304	355	311	119	319	169	240	82	151	84	70	68	143	77	80	42	63	95	45	34	33	36	27	28	38	35	18	9	27	15	16	11	5	20	6	5	10	2	5	41	3	4	3	1	5	8	3	2	2	2	10	7	4	2	2	4	3	1	0	0	0	0	2	4	1	1	0	0	1	0	1	0	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.03	south40_active	80	14683	17120	1893	11014	3577	952	1117	2254	1900	1295	464	2079	1101	241	287	126	453	233	305	198	200	59	66	362	119	230	296	259	35	294	116	203	17	118	51	37	30	120	58	67	5	54	87	33	4	6	21	7	15	28	33	7	1	24	12	7	9	2	16	2	2	9	0	2	39	1	2	1	0	1	2	2	1	1	2	10	6	2	2	2	4	2	0	0	0	0	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
